"","YEAR","SPECIES","REGION","DISTRICT","SIZE_5MM","PROP_MATURE","PROP_MATURE_SD","PROP_MATURE_LOGIT","PROP_MATURE_LOGIT_SD","NUM_MATURE","NUM_IMMATURE","TOTAL_CRAB","INTERPOLATED"
"600",2011,"SNOW","EBS","ALL",87.5,0.480398662587706,0.0365194596232652,-0.0789216769584977,0.147238251267478,392.443720491046,424.468879508954,816.9126,"N"
"601",2011,"SNOW","EBS","ALL",92.5,0.597967159811488,0.0341783399167807,0.398944450298549,0.142631751328827,410.423131676852,275.940868323148,686.364,"N"
"602",2011,"SNOW","EBS","ALL",97.5,0.720731090162794,0.0287620334749592,0.95261408621547,0.143457721275008,503.7671037516,195.1996962484,698.9668,"N"
"603",2011,"SNOW","EBS","ALL",102.5,0.829082065354891,0.0215562465431632,1.5869767763751,0.154978389018851,500.96860967216,103.276290327841,604.2449,"N"
"604",2011,"SNOW","EBS","ALL",107.5,0.895281727513021,0.0160546517264122,2.15775582985988,0.174502551586397,601.369868244117,70.3403317558829,671.7102,"N"
"605",2011,"SNOW","EBS","ALL",112.5,0.929416814335392,0.0131848093740706,2.59535543715686,0.203634297490191,643.268616129582,48.8520838704183,692.1207,"N"
"606",2011,"SNOW","EBS","ALL",117.5,0.933697265503483,0.0143762357291599,2.66773492081785,0.229207093350813,635.522350941117,45.1290490588827,680.6514,"N"
"607",2011,"SNOW","EBS","ALL",122.5,0.942054462115995,0.0150949365063425,2.82251876956435,0.27920383730194,463.348921959075,28.5004780409251,491.8494,"N"
"608",2011,"SNOW","EBS","ALL",127.5,0.962029951522944,0.0127230213059788,3.28846122321394,0.354566801512515,200.438363181834,7.91103681816551,208.3494,"N"
"609",2011,"SNOW","EBS","ALL",132.5,0.965000848963073,0.0178567097127178,3.45042747311651,0.534262174939386,58.7162486558374,2.12955134416265,60.8458,"N"
"610",2011,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,17.0053,0,17.0053,"N"
"611",2011,"SNOW","EBS","ALL",147.5,1,0,13.815509557935,0,4.6742,0,4.6742,"N"
"612",2011,"SNOW","EBS","ALL",152.5,1,0,13.815509557935,0,1,0,1,"N"
"613",2012,"SNOW","EBS","ALL",7.5,0,0,-13.8155095579638,0,0,6.3636,6.3636,"Y"
"614",2012,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,58.5454,58.5454,"Y"
"615",2012,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,20.1281,20.1281,"Y"
"616",2012,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,563.2777,563.2777,"Y"
"617",2012,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,658.9273,658.9273,"Y"
"618",2012,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,2351.0107,2351.0107,"Y"
"619",2012,"SNOW","EBS","ALL",37.5,0.0191305114237484,0.0163035407430438,-4.19236631637025,0.718819041009932,100.831796824465,5169.90010317554,5270.7319,"Y"
"620",2012,"SNOW","EBS","ALL",42.5,0.052560438588351,0.0308939803311015,-3.05559403197297,0.617780367949724,244.498729769283,4407.26477023072,4651.7635,"Y"
"621",2012,"SNOW","EBS","ALL",47.5,0.102389036869066,0.0506520111885987,-2.29493502104093,0.575597308598436,339.221145356272,2973.84005464373,3313.0612,"Y"
"622",2012,"SNOW","EBS","ALL",52.5,0.17099819495672,0.0803933559478407,-1.68247485354652,0.574470943146736,609.603161477745,2955.36523852226,3564.9684,"Y"
"623",2012,"SNOW","EBS","ALL",57.5,0.263810890634176,0.0931807519719417,-1.08318837203763,0.500386904862511,1277.07908026465,3563.80931973535,4840.8884,"Y"
"624",2012,"SNOW","EBS","ALL",62.5,0.31489342446075,0.0954380213255635,-0.815695840936239,0.462220038591212,1722.39734588547,3747.38135411453,5469.7787,"Y"
"625",2012,"SNOW","EBS","ALL",67.5,0.37471372695462,0.101403980154776,-0.536109019582893,0.449441169520651,1502.77224006281,2507.68195993719,4010.4542,"Y"
"626",2012,"SNOW","EBS","ALL",72.5,0.445907339446953,0.113117539367317,-0.228794770581628,0.479442371373013,1220.38297345961,1516.47032654039,2736.8533,"Y"
"627",2012,"SNOW","EBS","ALL",77.5,0.495014004930334,0.114732819741922,-0.0212443726361586,0.481785191658692,1047.25123281941,1068.34796718059,2115.5992,"Y"
"628",2012,"SNOW","EBS","ALL",82.5,0.500703237294341,0.113073854245617,0.00226986320216792,0.473675024569715,887.724458288159,885.230841711841,1772.9553,"Y"
"629",2012,"SNOW","EBS","ALL",87.5,0.503980352605292,0.1110383165015,0.015101657034394,0.4645156634373,501.442156355466,493.521543644534,994.9637,"Y"
"630",2012,"SNOW","EBS","ALL",92.5,0.5383646586418,0.123621320140024,0.161214946806828,0.523059106351934,231.629025576136,198.616574423864,430.2456,"Y"
"631",2012,"SNOW","EBS","ALL",97.5,0.619884638914223,0.128342094215925,0.523470229151484,0.572900899347601,273.641627048439,167.797972951561,441.4396,"Y"
"632",2012,"SNOW","EBS","ALL",102.5,0.772411424881744,0.103391147234779,1.31308000187038,0.594540588236629,281.724940366246,83.0093596337544,364.7343,"Y"
"633",2012,"SNOW","EBS","ALL",107.5,0.889680299399175,0.0562855615310333,2.24927410428853,0.650796545933586,250.706481320861,31.0874186791389,281.7939,"Y"
"634",2012,"SNOW","EBS","ALL",112.5,0.934096772264405,0.0336240957834666,2.82680262740735,0.637924588585056,186.947605939713,13.189694060287,200.1373,"Y"
"635",2012,"SNOW","EBS","ALL",117.5,0.954795084471591,0.0230637324124535,3.21935820617014,0.605446805194941,129.999265410653,6.15483458934654,136.1541,"Y"
"636",2012,"SNOW","EBS","ALL",122.5,0.967583019424819,0.0165392758036639,3.58320170321107,0.630929108894004,78.8510494853829,2.64175051461713,81.4928,"Y"
"637",2012,"SNOW","EBS","ALL",127.5,0.978959640682376,0.0107348772028696,4.11419350592247,0.766583004743551,59.3776222540207,1.27617774597933,60.6538,"Y"
"638",2012,"SNOW","EBS","ALL",132.5,0.983918830199499,0.0082046784696436,4.52462007544817,0.928423479870431,12.7909447925935,0.209055207406518,13,"Y"
"639",2012,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,4,0,4,"Y"
"640",2012,"SNOW","EBS","ALL",142.5,1,0,13.815509557935,0,1,0,1,"Y"
"641",2013,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,10.4645,10.4645,"N"
"642",2013,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,162.6308,162.6308,"N"
"643",2013,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,289.2841,289.2841,"N"
"644",2013,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,596.2139,596.2139,"N"
"645",2013,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,2470.7052,2470.7052,"N"
"646",2013,"SNOW","EBS","ALL",37.5,0.0111140738650338,0.00407887410746548,-4.54911327007316,0.349110790114113,35.544777634267,3162.63242236573,3198.1772,"N"
"647",2013,"SNOW","EBS","ALL",42.5,0.0321805801193455,0.00621248211451379,-3.42211301576944,0.198705456348754,97.7440711924554,2939.61792880754,3037.362,"N"
"648",2013,"SNOW","EBS","ALL",47.5,0.0650409257265134,0.00963470131803874,-2.67667534899524,0.161565456257276,292.403858891707,4203.28644110829,4495.6903,"N"
"649",2013,"SNOW","EBS","ALL",52.5,0.120358197668398,0.0154321464550296,-1.99733710619172,0.1487021441212,523.003140064805,3822.3854599352,4345.3886,"N"
"650",2013,"SNOW","EBS","ALL",57.5,0.226527219406418,0.0218003793000097,-1.23236109479812,0.126069366561351,980.910883800305,3349.3011161997,4330.212,"N"
"651",2013,"SNOW","EBS","ALL",62.5,0.305149924672323,0.0242687091224486,-0.825478641558682,0.115165910675221,988.976991026434,2251.97740897357,3240.9544,"N"
"652",2013,"SNOW","EBS","ALL",67.5,0.367779629827651,0.0250578563602666,-0.543331525728445,0.108567244302469,824.885281924139,1417.99391807586,2242.8792,"N"
"653",2013,"SNOW","EBS","ALL",72.5,0.408919138610739,0.0298026642672,-0.369829814711674,0.123790556805791,958.278202240401,1385.1635977596,2343.4418,"N"
"654",2013,"SNOW","EBS","ALL",77.5,0.4236628348612,0.0329332879586963,-0.309154299302939,0.135451159608267,1041.40866474473,1416.69853525527,2458.1072,"N"
"655",2013,"SNOW","EBS","ALL",82.5,0.395745093568347,0.0358989511387648,-0.425533349997853,0.150535167982251,886.794509932558,1354.02799006744,2240.8225,"N"
"656",2013,"SNOW","EBS","ALL",87.5,0.408826543682647,0.0339775718500392,-0.370571966334137,0.140963624058903,630.324881197741,911.465618802259,1541.7905,"N"
"657",2013,"SNOW","EBS","ALL",92.5,0.490903749491324,0.0309652051162406,-0.036504629645332,0.124482235190171,384.653769210796,398.908730789204,783.5625,"N"
"658",2013,"SNOW","EBS","ALL",97.5,0.595839625951862,0.0361461123368067,0.39036310609525,0.151180146420929,489.990503920392,332.362496079608,822.353,"N"
"659",2013,"SNOW","EBS","ALL",102.5,0.734555060908375,0.0340858507819117,1.02509779559821,0.176075836251969,549.346845338144,198.516554661856,747.8634,"N"
"660",2013,"SNOW","EBS","ALL",107.5,0.833394726299049,0.0310277398291456,1.62665588643573,0.22527983531303,479.40531593517,95.8386840648297,575.244,"N"
"661",2013,"SNOW","EBS","ALL",112.5,0.874327579812659,0.0278025416730383,1.96378137544768,0.254403142346843,339.51984755319,48.8012524468103,388.3211,"N"
"662",2013,"SNOW","EBS","ALL",117.5,0.900110165146766,0.0257405385698935,2.23110784280319,0.286752935471846,239.341093132855,26.5609068671446,265.902,"N"
"663",2013,"SNOW","EBS","ALL",122.5,0.92157427868342,0.0228792337522308,2.5039132895437,0.307615620701441,146.349866066898,12.4543339331025,158.8042,"N"
"664",2013,"SNOW","EBS","ALL",127.5,0.95481928861234,0.0173149907068011,3.11792708891265,0.38191784807103,65.095664338506,3.08023566149399,68.1759,"N"
"665",2013,"SNOW","EBS","ALL",132.5,0.97685921847605,0.0118065211856889,3.88241464768864,0.543907083556919,16.394335205918,0.388364794082001,16.7827,"N"
"666",2013,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,13.4094,0,13.4094,"N"
"667",2013,"SNOW","EBS","ALL",142.5,1,0,13.815509557935,0,1,0,1,"N"
"668",2014,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,5,5,"Y"
"669",2014,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,183.3301,183.3301,"Y"
"670",2014,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,1893.6324,1893.6324,"Y"
"671",2014,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,693.7117,693.7117,"Y"
"672",2014,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,3186.8925,3186.8925,"Y"
"673",2014,"SNOW","EBS","ALL",37.5,0.0156209859579343,0.0125199792656779,-4.37972732563268,0.702489214482827,21.7309049868867,1369.40439501311,1391.1353,"Y"
"674",2014,"SNOW","EBS","ALL",42.5,0.0436881468322078,0.0300663556121558,-3.28105686717897,0.653843293894109,171.361303668611,3751.01389633139,3922.3752,"Y"
"675",2014,"SNOW","EBS","ALL",47.5,0.107827891867856,0.057899381758004,-2.25011904174306,0.599403863007549,907.154630956097,7505.8321690439,8412.9868,"Y"
"676",2014,"SNOW","EBS","ALL",52.5,0.195523440423441,0.0825663426444537,-1.49974484956194,0.539529112339072,952.347029240149,3918.40927075985,4870.7563,"Y"
"677",2014,"SNOW","EBS","ALL",57.5,0.295411569973301,0.101023761912838,-0.919688558559172,0.507978396650464,1622.70748170267,3870.33221829733,5493.0397,"Y"
"678",2014,"SNOW","EBS","ALL",62.5,0.358441459347258,0.107897401951699,-0.614707939183277,0.49396765944623,2346.25735759024,4199.46244240976,6545.7198,"Y"
"679",2014,"SNOW","EBS","ALL",67.5,0.405412357783196,0.111847525110574,-0.404462810489246,0.491168630020673,1881.81470349299,2759.91529650701,4641.73,"Y"
"680",2014,"SNOW","EBS","ALL",72.5,0.468406073723558,0.113464824790669,-0.134248608272358,0.483807291125716,1531.07762164319,1737.61957835681,3268.6972,"Y"
"681",2014,"SNOW","EBS","ALL",77.5,0.503118981234655,0.111830721168775,0.011347269902516,0.474706005897513,1191.96191942097,1177.18328057903,2369.1452,"Y"
"682",2014,"SNOW","EBS","ALL",82.5,0.516738617193671,0.110105178733532,0.0686775044299501,0.466458659684364,873.309035949716,816.731164050284,1690.0402,"Y"
"683",2014,"SNOW","EBS","ALL",87.5,0.525847945558197,0.107705852705235,0.107273068024279,0.454636338751413,648.595264285189,584.832135714811,1233.4274,"Y"
"684",2014,"SNOW","EBS","ALL",92.5,0.558589360518982,0.101964537951064,0.244339325013507,0.430280425896983,621.023005062061,490.747194937939,1111.7702,"Y"
"685",2014,"SNOW","EBS","ALL",97.5,0.64868481738473,0.10153333116215,0.641994175015333,0.458413990383603,816.433608396232,442.164691603768,1258.5983,"Y"
"686",2014,"SNOW","EBS","ALL",102.5,0.794626283679964,0.0849337433316374,1.42660160166699,0.510728298308497,1092.23265956103,282.291040438966,1374.5237,"Y"
"687",2014,"SNOW","EBS","ALL",107.5,0.892563117455549,0.0548147359920669,2.24115538971201,0.564319233838342,1157.21361567245,139.292584327553,1296.5062,"Y"
"688",2014,"SNOW","EBS","ALL",112.5,0.932815738472845,0.0342776844526301,2.77315687487173,0.571697847864264,694.359678120736,50.0099218792637,744.3696,"Y"
"689",2014,"SNOW","EBS","ALL",117.5,0.950473117807902,0.0252688174449478,3.12049776016562,0.603445935445409,522.750615015856,27.2392849841436,549.9899,"Y"
"690",2014,"SNOW","EBS","ALL",122.5,0.964925307007469,0.0178952515268016,3.52066242234426,0.650284210234585,276.277510394909,10.0425896050908,286.3201,"Y"
"691",2014,"SNOW","EBS","ALL",127.5,0.975135282438542,0.0126860803884988,3.9235051590663,0.707759755430585,103.039912430018,2.62738756998182,105.6673,"Y"
"692",2014,"SNOW","EBS","ALL",132.5,0.980057637583035,0.0101746747025331,4.27142473279736,0.881131934524684,25.5871487904904,0.520651209509634,26.1078,"Y"
"693",2014,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,4.554,0,4.554,"Y"
"694",2014,"SNOW","EBS","ALL",142.5,1,0,13.815509557935,0,1,0,1,"Y"
"695",2014,"SNOW","EBS","ALL",147.5,1,0,13.815509557935,0,1,0,1,"Y"
"696",2015,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,12.00652,12.00652,"N"
"697",2015,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,192.4738,192.4738,"N"
"698",2015,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,561.612,561.612,"N"
"699",2015,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,2749.01858,2749.01858,"N"
"700",2015,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,8278.36932,8278.36932,"N"
"701",2015,"SNOW","EBS","ALL",37.5,0.00795007362358398,0.00292197609664029,-4.89091512169244,0.364498234387102,88.3594849099294,11025.9382050901,11114.29769,"N"
"702",2015,"SNOW","EBS","ALL",42.5,0.0247435423458325,0.0079769448140427,-3.7249955013898,0.328743351030342,188.798020180548,7441.39564981945,7630.19367,"N"
"703",2015,"SNOW","EBS","ALL",47.5,0.0557851644441768,0.017640336775999,-2.87728731940064,0.330684482425606,234.310985943784,3965.92734405622,4200.23833,"N"
"704",2015,"SNOW","EBS","ALL",52.5,0.119343452832574,0.0291188924726482,-2.02784589657508,0.278128613357445,388.34458726129,2865.66372273871,3254.00831,"N"
"705",2015,"SNOW","EBS","ALL",57.5,0.201780257616284,0.0372258745277515,-1.39107179185976,0.231455891527107,649.875971964099,2570.8354080359,3220.71138,"N"
"706",2015,"SNOW","EBS","ALL",62.5,0.255124002317979,0.0370142804172574,-1.08074425120996,0.195290149543897,708.62171618156,2068.93629381844,2777.55801,"N"
"707",2015,"SNOW","EBS","ALL",67.5,0.29491515035075,0.0368358418677694,-0.877951918184234,0.176747853001381,560.6352196298,1340.3699303702,1901.00515,"N"
"708",2015,"SNOW","EBS","ALL",72.5,0.357449999431327,0.0359174181678037,-0.58990350010035,0.156773673132642,441.932402448422,794.415067551578,1236.34747,"N"
"709",2015,"SNOW","EBS","ALL",77.5,0.420416211029159,0.0391093720634863,-0.323141161963463,0.161485866392504,421.191336601595,580.652373398405,1001.84371,"N"
"710",2015,"SNOW","EBS","ALL",82.5,0.42466419411715,0.048625793577711,-0.306681824045969,0.200847485864556,400.68256624025,542.84545375975,943.52802,"N"
"711",2015,"SNOW","EBS","ALL",87.5,0.463403094965028,0.0469376017901566,-0.147990223001551,0.190281795234971,257.899916337526,298.634813662474,556.53473,"N"
"712",2015,"SNOW","EBS","ALL",92.5,0.501896677633674,0.041319668647649,0.00755072849289934,0.166439269923003,213.094232387716,211.483657612284,424.57789,"N"
"713",2015,"SNOW","EBS","ALL",97.5,0.646915292245514,0.0363357659817712,0.609080208069103,0.158481961642513,247.342427357877,134.998862642123,382.34129,"N"
"714",2015,"SNOW","EBS","ALL",102.5,0.803493449424946,0.028709544111878,1.41807781137453,0.180065420664134,227.742167235138,55.6978127648622,283.43998,"N"
"715",2015,"SNOW","EBS","ALL",107.5,0.889171324986273,0.0220228188767814,2.10117796264989,0.220008262289592,210.481168282583,26.2349317174168,236.7161,"N"
"716",2015,"SNOW","EBS","ALL",112.5,0.925834687826083,0.0198908085046846,2.5581410033438,0.280296881375062,165.432956361141,13.2522436388588,178.6852,"N"
"717",2015,"SNOW","EBS","ALL",117.5,0.923619444966149,0.0299428754598836,2.56237261486361,0.405302590886182,195.140192007724,16.1375079922755,211.2777,"N"
"718",2015,"SNOW","EBS","ALL",122.5,0.934361059114352,0.0298420103961074,2.75218756611701,0.473919018959583,183.476183117413,12.8892168825866,196.3654,"N"
"719",2015,"SNOW","EBS","ALL",127.5,0.957481267730779,0.0216932307496024,3.26126647926488,0.562774769742651,123.764986148148,5.49601385185174,129.261,"N"
"720",2015,"SNOW","EBS","ALL",132.5,0.969785711804208,0.0154154531611183,3.71399694034497,0.71722650731651,46.090132717778,1.43596728222202,47.5261,"N"
"721",2015,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,11.5261,0,11.5261,"N"
"722",2015,"SNOW","EBS","ALL",142.5,1,0,13.815509557935,0,2,0,2,"N"
"723",2016,"SNOW","EBS","ALL",7.5,0,0,-13.8155095579638,0,0,95.77609,95.77609,"Y"
"724",2016,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,2,2,"Y"
"725",2016,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,114.11733,114.11733,"Y"
"726",2016,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,2906.86969,2906.86969,"Y"
"727",2016,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,1240.38333,1240.38333,"Y"
"728",2016,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,12261.1821,12261.1821,"Y"
"729",2016,"SNOW","EBS","ALL",37.5,0.015065159695409,0.0132891324075041,-4.45616970087702,0.735576430014508,251.091909103442,16415.9673308966,16667.05924,"Y"
"730",2016,"SNOW","EBS","ALL",42.5,0.0454159390657857,0.0341364361452785,-3.28318140552455,0.734879748744519,770.531650358602,16195.5746596414,16966.10631,"Y"
"731",2016,"SNOW","EBS","ALL",47.5,0.0933517720745278,0.0579798615102157,-2.44866429396658,0.676478329060634,1293.22844335203,12560.053766648,13853.28221,"Y"
"732",2016,"SNOW","EBS","ALL",52.5,0.187720823656823,0.0823444031272386,-1.55700762055185,0.562182668612086,1450.74872486109,6277.47607513891,7728.2248,"Y"
"733",2016,"SNOW","EBS","ALL",57.5,0.30135572721405,0.102821234206703,-0.890449071596458,0.515415176984954,1275.39197994293,2956.78901005707,4232.18099,"Y"
"734",2016,"SNOW","EBS","ALL",62.5,0.351952540415083,0.10781224552878,-0.644843887775447,0.500037320472822,957.222590958533,1762.52646904147,2719.74906,"Y"
"735",2016,"SNOW","EBS","ALL",67.5,0.40658379006508,0.111919391565853,-0.398605026365058,0.492799598752598,518.735374816084,757.103425183916,1275.8388,"Y"
"736",2016,"SNOW","EBS","ALL",72.5,0.453877078925853,0.115486393563647,-0.195016290409906,0.496589231167284,386.872199754832,465.499990245168,852.37219,"Y"
"737",2016,"SNOW","EBS","ALL",77.5,0.492828368956657,0.118926229890702,-0.0303357377797806,0.507944017646499,459.082330798478,472.443449201522,931.52578,"Y"
"738",2016,"SNOW","EBS","ALL",82.5,0.510668194865722,0.115989157131675,0.0451859359359502,0.493879087158632,387.228069358562,371.049170641438,758.27724,"Y"
"739",2016,"SNOW","EBS","ALL",87.5,0.545188522893454,0.111125547850194,0.190254337024743,0.473095950845834,305.958588729285,255.239191270715,561.19778,"Y"
"740",2016,"SNOW","EBS","ALL",92.5,0.615617845155522,0.0990205234526374,0.491527774283855,0.436456796813004,204.62240833387,127.76303166613,332.38544,"Y"
"741",2016,"SNOW","EBS","ALL",97.5,0.739036249418584,0.0797886907345109,1.08347609998461,0.429247483722172,179.961024702908,63.5466852970917,243.50771,"Y"
"742",2016,"SNOW","EBS","ALL",102.5,0.856878070000157,0.0565824051939582,1.86585958939932,0.470522112026506,211.477456263354,35.3224837366455,246.79994,"Y"
"743",2016,"SNOW","EBS","ALL",107.5,0.925163806494654,0.0346481235079302,2.61593818650058,0.495331230995746,180.524280792035,14.6025492079648,195.12683,"Y"
"744",2016,"SNOW","EBS","ALL",112.5,0.952851995563298,0.0240551043044398,3.13976447938382,0.550119362193734,140.735591805342,6.96372819465788,147.69932,"Y"
"745",2016,"SNOW","EBS","ALL",117.5,0.961643955794834,0.0195694103087584,3.34744351058333,0.523074369618513,89.4328878889195,3.56711211108048,93,"Y"
"746",2016,"SNOW","EBS","ALL",122.5,0.972791586609897,0.0138818435663793,3.7152332794836,0.543927550468698,43.7756213974453,1.22437860255466,45,"Y"
"747",2016,"SNOW","EBS","ALL",127.5,0.977281004673162,0.011591324146346,3.98992542593665,0.704069623068061,31.2729921495412,0.727007850458822,32,"Y"
"748",2016,"SNOW","EBS","ALL",132.5,0.977411092994312,0.0115249525539224,4.20249860395789,0.969126513153077,14.6611663949147,0.338833605085318,15,"Y"
"749",2016,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,4,0,4,"Y"
"750",2016,"SNOW","EBS","ALL",142.5,1,0,13.815509557935,0,3,0,3,"Y"
"751",2017,"SNOW","EBS","ALL",7.5,0,0,-13.8155095579638,0,0,1,1,"N"
"752",2017,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,15.92308,15.92308,"N"
"753",2017,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,71.55388,71.55388,"N"
"754",2017,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,79.7769,79.7769,"N"
"755",2017,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,1886.29077,1886.29077,"N"
"756",2017,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,7770.02634,7770.02634,"N"
"757",2017,"SNOW","EBS","ALL",37.5,0.0148494903383227,0.00614668131727177,-4.26201613650202,0.360696854812269,200.378513881788,13293.5872261182,13493.96574,"N"
"758",2017,"SNOW","EBS","ALL",42.5,0.0343531703118502,0.00773290167811453,-3.35962863345247,0.222757574331642,1113.3106752371,31294.4893947629,32407.80007,"N"
"759",2017,"SNOW","EBS","ALL",47.5,0.0845413140021742,0.010554651822748,-2.38982119906631,0.135533407675892,1929.52835887163,20893.9678411284,22823.4962,"N"
"760",2017,"SNOW","EBS","ALL",52.5,0.180258813479036,0.0153308473317636,-1.51804241671492,0.103918151892086,2500.92838408645,11373.1692859135,13874.09767,"N"
"761",2017,"SNOW","EBS","ALL",57.5,0.270374125773702,0.0172525550958509,-0.994470734767094,0.0873129485475548,3254.21410683721,8781.75308316279,12035.96719,"N"
"762",2017,"SNOW","EBS","ALL",62.5,0.334266697690342,0.0198058743069791,-0.690249832926154,0.0888751408866557,2771.68653614474,5520.15514385526,8291.84168,"N"
"763",2017,"SNOW","EBS","ALL",67.5,0.355715413055377,0.0218973405409639,-0.595336459611762,0.0958371922971321,1407.43481900188,2549.19671099812,3956.63153,"N"
"764",2017,"SNOW","EBS","ALL",72.5,0.384010120145712,0.0299201328756546,-0.474425421652205,0.126974058171521,957.481386922362,1535.89401307764,2493.3754,"N"
"765",2017,"SNOW","EBS","ALL",77.5,0.39945179188009,0.0305879175352093,-0.409369119234108,0.12781459859363,735.317089940823,1105.49851005918,1840.8156,"N"
"766",2017,"SNOW","EBS","ALL",82.5,0.429169627731286,0.028274757785526,-0.286168727284038,0.115675896483653,424.822456987893,565.048283012108,989.87074,"N"
"767",2017,"SNOW","EBS","ALL",87.5,0.514732033045481,0.0224457402786839,0.0590558419667689,0.0900238290317725,295.877016436363,278.940553563637,574.81757,"N"
"768",2017,"SNOW","EBS","ALL",92.5,0.647996315764471,0.0178203876686523,0.611141005111868,0.0781074871697565,178.276137276585,96.8429227234154,275.11906,"N"
"769",2017,"SNOW","EBS","ALL",97.5,0.761586256003533,0.0135736861625924,1.16284855210439,0.0745885999944921,276.955906544287,86.7007434557127,363.65665,"N"
"770",2017,"SNOW","EBS","ALL",102.5,0.879125890548363,0.0115838717662239,1.98860300133422,0.107861900447659,296.913929910479,40.8237400895209,337.73767,"N"
"771",2017,"SNOW","EBS","ALL",107.5,0.948394491465859,0.00713535374238024,2.92048475051856,0.144068381753178,260.986546218884,14.2012037811161,275.18775,"N"
"772",2017,"SNOW","EBS","ALL",112.5,0.976224009621042,0.00409734288818255,3.73006281839564,0.178767096252896,206.43278789975,5.02768210024985,211.46047,"N"
"773",2017,"SNOW","EBS","ALL",117.5,0.987900712243748,0.00279252225506163,4.42823772397488,0.229449652358702,115.584383332518,1.41561666748154,117,"N"
"774",2017,"SNOW","EBS","ALL",122.5,0.99064913716846,0.00245213256170091,4.69716277626201,0.266094025633013,51.5137551327599,0.486244867240053,52,"N"
"775",2017,"SNOW","EBS","ALL",127.5,0.995992603531276,0.00169850623705497,5.59190538080045,0.3864729327228,23.9038224847506,0.0961775152493729,24,"N"
"776",2017,"SNOW","EBS","ALL",132.5,0.997420354775797,0.0013161455225527,6.20715216295866,0.681860116014489,2.99226106432739,0.00773893567260986,3,"N"
"777",2017,"SNOW","EBS","ALL",137.5,1,0,13.815509557935,0,1,0,1,"N"
"778",2017,"SNOW","EBS","ALL",142.5,1,0,13.815509557935,0,1,0,1,"N"
"779",2018,"SNOW","EBS","ALL",7.5,0,0,-13.8155095579638,0,0,11.78689,11.78689,"N"
"780",2018,"SNOW","EBS","ALL",12.5,0,0,-13.8155095579638,0,0,8,8,"N"
"781",2018,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,8.42857,8.42857,"N"
"782",2018,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,95.18996,95.18996,"N"
"783",2018,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,675.69119,675.69119,"N"
"784",2018,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,577.4449,577.4449,"N"
"785",2018,"SNOW","EBS","ALL",37.5,0.0140065580302068,0.00450383515183501,-4.29843476101274,0.296439598098335,76.3167493523972,5372.3273206476,5448.64407,"N"
"786",2018,"SNOW","EBS","ALL",42.5,0.0362833199768086,0.00668699882444509,-3.29567803051376,0.186287283342502,724.556641539694,19244.8574584603,19969.4141,"N"
