"YEAR","SPECIES","REGION","DISTRICT","SIZE_5MM","PROP_MATURE","PROP_MATURE_SD","PROP_MATURE_LOGIT","PROP_MATURE_LOGIT_SD","NUM_MATURE","NUM_IMMATURE","TOTAL_CRAB","INTERPOLATED"
1989,"SNOW","EBS","ALL",17.5,0,0,-13.8155095579638,0,0,3,3,"N"
1989,"SNOW","EBS","ALL",22.5,0,0,-13.8155095579638,0,0,25,25,"N"
1989,"SNOW","EBS","ALL",27.5,0,0,-13.8155095579638,0,0,43.9067,43.9067,"N"
1989,"SNOW","EBS","ALL",32.5,0,0,-13.8155095579638,0,0,330.915,330.915,"N"
1989,"SNOW","EBS","ALL",37.5,0.0144680504160563,0.00528906647774448,-4.28395168942215,0.35951463240779,34.546347805846,2353.22165219415,2387.768,"N"
1989,"SNOW","EBS","ALL",42.5,0.0328308766944394,0.0078355797440317,-3.41141262017207,0.248185998048324,288.986808975329,8513.30049102467,8802.2873,"N"
1989,"SNOW","EBS","ALL",47.5,0.0598995974697355,0.013182495938081,-2.77664907840385,0.229471120986438,553.139268808223,8681.30123119178,9234.4405,"N"
1989,"SNOW","EBS","ALL",52.5,0.134557710536399,0.0253660325879905,-1.87800041629195,0.213876374587787,1194.1909616709,7680.7442383291,8874.9352,"N"
1989,"SNOW","EBS","ALL",57.5,0.230799228394494,0.0328985923337769,-1.21283908643389,0.183892965194053,2068.60411614489,6894.18198385511,8962.7861,"N"
1989,"SNOW","EBS","ALL",62.5,0.291191237101155,0.035566967464428,-0.895751268586497,0.172417963141288,2667.48341819997,6493.10618180003,9160.5896,"N"
1989,"SNOW","EBS","ALL",67.5,0.317477868889586,0.0350229102083251,-0.770182539295575,0.162469482605816,3436.19517277659,7387.22122722341,10823.4164,"N"
1989,"SNOW","EBS","ALL",72.5,0.354301816647643,0.0329323445360627,-0.603171765775085,0.144123995658695,3832.23941618988,6984.07378381012,10816.3132,"N"
1989,"SNOW","EBS","ALL",77.5,0.382102130440524,0.0305367125615559,-0.482548873379328,0.129208483628198,3112.32070225922,5032.93799774078,8145.2587,"N"
1989,"SNOW","EBS","ALL",82.5,0.37862125747777,0.0273199196418214,-0.49699654237139,0.115960396513944,2338.09818536894,3837.19741463106,6175.2956,"N"
1989,"SNOW","EBS","ALL",87.5,0.373911099275716,0.0288751657309343,-0.517386077974933,0.123626442120128,1713.71065888931,2869.49284111069,4583.2035,"N"
1989,"SNOW","EBS","ALL",92.5,0.428022336689908,0.0297997390038315,-0.291004863268564,0.122266250232421,1552.20173129582,2074.24856870418,3626.4503,"N"
