"label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"base",TRUE,2019,2019,2019,386,-19744.4720059687,0.00547216271033867,FALSE,161.21198311,146.91749413,323.8,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00547 > 1e-03"
