"quantity","mode","n_peels","mohns_rho","ralstons_sigma","min_rel_diff","max_rel_diff"
"mature_male_biomass","standard",10,-0.108637072441474,0.300903703462728,-0.492579756656422,0.139448871492578
"mature_male_biomass","drop_survey",10,-0.110117151421941,0.280514804218808,-0.492579756656422,0.118055458497015
"recruitment_male","standard",10,7.8931195390792,2.17070130965041,-0.922347968201104,32.0271732892585
"recruitment_male","drop_survey",10,9.50796453622553,2.11813808173581,-0.567104570676847,33.1478039734716
