"mode","peel","Year","recruit_male"
"drop_survey",8,2012,530817.63624263
"drop_survey",8,2013,764079.78659798
"drop_survey",8,2014,2542519.45072441
"drop_survey",8,2015,2664408.22953079
"drop_survey",8,2016,1535221.91189755
"drop_survey",8,2017,2064151.76134668
"drop_survey",9,1982,2015525.43965661
"drop_survey",9,1983,2011948.85347486
"drop_survey",9,1984,3495192.86753404
"drop_survey",9,1985,3872154.95669385
"drop_survey",9,1986,157928.62549143
"drop_survey",9,1987,1244980.77346086
"drop_survey",9,1988,467326.26719656
"drop_survey",9,1989,715472.32198551
"drop_survey",9,1990,2938366.90059092
"drop_survey",9,1991,3905974.62448265
"drop_survey",9,1992,101938.68839439
"drop_survey",9,1993,112303.0970293
"drop_survey",9,1994,392237.49444899
"drop_survey",9,1995,191758.59481024
"drop_survey",9,1996,340233.72607846
"drop_survey",9,1997,202360.57447257
"drop_survey",9,1998,452190.74870672
"drop_survey",9,1999,280826.67881445
"drop_survey",9,2000,31544.31616496
"drop_survey",9,2001,1309620.48293652
"drop_survey",9,2002,804297.39787396
"drop_survey",9,2003,556786.33157782
"drop_survey",9,2004,1788308.37505544
"drop_survey",9,2005,394239.24189504
"drop_survey",9,2006,371488.99045703
"drop_survey",9,2007,848205.43822514
"drop_survey",9,2008,1228962.54217239
"drop_survey",9,2009,108162.00077944
"drop_survey",9,2010,388659.22323467
"drop_survey",9,2011,568284.04665505
"drop_survey",9,2012,566768.55764103
"drop_survey",9,2013,875043.11056823
"drop_survey",9,2014,2937345.82599509
"drop_survey",9,2015,2182528.80769038
"drop_survey",9,2016,1975193.12357986
"drop_survey",10,1982,1982175.86161637
"drop_survey",10,1983,1982309.26502111
"drop_survey",10,1984,3445343.63168235
"drop_survey",10,1985,3826439.66312417
"drop_survey",10,1986,152486.70194115
"drop_survey",10,1987,1229196.49420412
"drop_survey",10,1988,467815.96031503
"drop_survey",10,1989,695635.98253107
"drop_survey",10,1990,2909069.45127603
"drop_survey",10,1991,3868050.17680788
"drop_survey",10,1992,98580.65603787
"drop_survey",10,1993,107131.33264034
"drop_survey",10,1994,392465.9598288
"drop_survey",10,1995,188474.19780875
"drop_survey",10,1996,331098.48864707
"drop_survey",10,1997,206614.90694427
"drop_survey",10,1998,442091.27516897
"drop_survey",10,1999,279173.37204097
"drop_survey",10,2000,30860.27641142
"drop_survey",10,2001,1294236.77963191
"drop_survey",10,2002,801262.74329597
"drop_survey",10,2003,554119.86735857
"drop_survey",10,2004,1736960.02037799
"drop_survey",10,2005,406498.44713867
"drop_survey",10,2006,360520.21202411
"drop_survey",10,2007,849595.3670732
"drop_survey",10,2008,1217334.03929797
"drop_survey",10,2009,109974.64498759
"drop_survey",10,2010,645076.90756835
"drop_survey",10,2011,656552.32929564
"drop_survey",10,2012,749730.88994066
"drop_survey",10,2013,1174419.0904384
"drop_survey",10,2014,3139420.18080815
"drop_survey",10,2015,2048658.88256956
