"label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"base",TRUE,2025,2025,2026,412,-23545.7415163645,0.1532448998633,FALSE,143.52832433,80.37896758,414.7,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.153 > 1e-03"
