"quantity","mode","n_peels","mohns_rho","ralstons_sigma","min_rel_diff","max_rel_diff"
"mature_male_biomass","standard",10,-0.123747560572511,0.467795280899961,-0.652859400040979,0.231799482939084
"mature_male_biomass","drop_survey",10,-0.196851972866137,0.546703374509018,-0.651328061909917,0.339794037698606
"recruitment_male","standard",10,3.91655698830916,1.35892724708856,-0.45936561996953,35.6535029382527
"recruitment_male","drop_survey",10,4.54662077684772,1.56982225460726,-0.76878769989367,37.788163009094
