"mode","peel","Year","recruit_male"
"standard",10,1999,270393.89821344
"standard",10,2000,30754.80983358
"standard",10,2001,1267125.79762998
"standard",10,2002,778166.0512487
"standard",10,2003,537098.19202757
"standard",10,2004,1725516.70939054
"standard",10,2005,367560.28924627
"standard",10,2006,366132.52479368
"standard",10,2007,822761.19463399
"standard",10,2008,1180765.71065293
"standard",10,2009,105239.80628249
"standard",10,2010,587028.36631059
"standard",10,2011,522286.36462042
"standard",10,2012,651563.69000131
"standard",10,2013,995980.76152009
"standard",10,2014,3686436.61374152
"standard",10,2015,3701967.41583346
"drop_survey",0,1982,2467104.59278068
"drop_survey",0,1983,2312873.25832049
"drop_survey",0,1984,4024095.12809412
"drop_survey",0,1985,4107029.33049434
"drop_survey",0,1986,157061.45432656
"drop_survey",0,1987,1419034.36389768
"drop_survey",0,1988,577378.84373366
"drop_survey",0,1989,694182.32598505
"drop_survey",0,1990,3915637.70647691
"drop_survey",0,1991,4038625.98524148
"drop_survey",0,1992,180966.3970149
"drop_survey",0,1993,417117.3004852
"drop_survey",0,1994,258902.12058338
"drop_survey",0,1995,191172.15575894
"drop_survey",0,1996,453553.75869989
"drop_survey",0,1997,379862.5691356
"drop_survey",0,1998,617347.08491378
"drop_survey",0,1999,308130.86394058
"drop_survey",0,2000,51056.45734147
"drop_survey",0,2001,1602595.88590207
"drop_survey",0,2002,1145625.41886611
"drop_survey",0,2003,1142718.35759168
"drop_survey",0,2004,1841940.62299371
"drop_survey",0,2005,288461.28789877
"drop_survey",0,2006,363037.78843395
"drop_survey",0,2007,906182.39795795
"drop_survey",0,2008,1393994.86530473
"drop_survey",0,2009,151033.54148193
"drop_survey",0,2010,413175.870081
"drop_survey",0,2011,179959.87728346
"drop_survey",0,2012,657606.0061261
"drop_survey",0,2013,503480.97187216
"drop_survey",0,2014,4705836.72315621
"drop_survey",0,2015,2075994.45926888
"drop_survey",0,2016,263342.43638117
"drop_survey",0,2017,60657.80053527
"drop_survey",0,2018,89627.10826303
"drop_survey",0,2019,72586.95256066
"drop_survey",0,2020,1845693.18372057
"drop_survey",0,2021,2581535.5469794
"drop_survey",0,2022,3800899.89647278
"drop_survey",0,2023,1691690.37619798
"drop_survey",0,2024,1306910.39251307
"drop_survey",0,2025,1921070.00115705
"drop_survey",1,1982,3724002.17214495
"drop_survey",1,1983,1747246.75724582
"drop_survey",1,1984,4080219.29542715
"drop_survey",1,1985,3768323.09836956
"drop_survey",1,1986,148655.25677531
"drop_survey",1,1987,1389384.64204514
"drop_survey",1,1988,510195.93651657
"drop_survey",1,1989,665391.80875178
"drop_survey",1,1990,3971773.22853053
"drop_survey",1,1991,3686795.14987226
"drop_survey",1,1992,182805.42407112
"drop_survey",1,1993,454746.18375826
"drop_survey",1,1994,216102.49595947
"drop_survey",1,1995,170104.09991166
"drop_survey",1,1996,450245.14150283
"drop_survey",1,1997,442422.47392189
"drop_survey",1,1998,583698.02682328
"drop_survey",1,1999,300221.46690259
"drop_survey",1,2000,50495.27198976
"drop_survey",1,2001,1618423.13408323
"drop_survey",1,2002,1101451.88705431
"drop_survey",1,2003,1231636.8106031
"drop_survey",1,2004,1665440.05997237
"drop_survey",1,2005,248420.47643414
"drop_survey",1,2006,325974.88082199
"drop_survey",1,2007,853314.84623824
"drop_survey",1,2008,1332719.57601601
"drop_survey",1,2009,144473.91676447
"drop_survey",1,2010,396193.11422068
"drop_survey",1,2011,198384.3377598
"drop_survey",1,2012,861832.17830516
"drop_survey",1,2013,809609.00913924
"drop_survey",1,2014,5074426.18542676
"drop_survey",1,2015,3694029.73995263
"drop_survey",1,2016,365494.91101033
"drop_survey",1,2017,68262.45012815
"drop_survey",1,2018,100792.46804353
"drop_survey",1,2019,859472.50549064
"drop_survey",1,2020,1236190.92809013
"drop_survey",1,2021,1774393.44129829
"drop_survey",1,2022,4140528.41493768
"drop_survey",1,2023,1997777.81627326
"drop_survey",1,2024,2229848.01867641
"drop_survey",2,1982,2306667.39408133
"drop_survey",2,1983,2169197.20526654
"drop_survey",2,1984,3793409.55026824
"drop_survey",2,1985,3822853.5487404
"drop_survey",2,1986,146812.92939807
"drop_survey",2,1987,1323864.47312937
"drop_survey",2,1988,545699.37866776
"drop_survey",2,1989,663547.3300616
"drop_survey",2,1990,3652375.94488749
"drop_survey",2,1991,3780673.60226573
"drop_survey",2,1992,165042.9386024
"drop_survey",2,1993,394341.47549564
"drop_survey",2,1994,240650.7058492
"drop_survey",2,1995,174854.00205288
"drop_survey",2,1996,434402.71391689
"drop_survey",2,1997,356867.72810283
"drop_survey",2,1998,569621.46663766
"drop_survey",2,1999,293446.28350476
"drop_survey",2,2000,51207.4117521
"drop_survey",2,2001,1480762.90319942
"drop_survey",2,2002,1077657.17873612
"drop_survey",2,2003,1089444.160671
"drop_survey",2,2004,1689554.63469718
"drop_survey",2,2005,260027.82176253
"drop_survey",2,2006,345918.18950078
"drop_survey",2,2007,839311.61731108
"drop_survey",2,2008,1319641.78000876
"drop_survey",2,2009,137858.52013074
"drop_survey",2,2010,390746.28899895
"drop_survey",2,2011,162193.94315367
"drop_survey",2,2012,870705.95737887
"drop_survey",2,2013,1038592.84023565
"drop_survey",2,2014,5109881.36337115
"drop_survey",2,2015,3465035.27156807
"drop_survey",2,2016,1602169.51972679
"drop_survey",2,2017,138808.06368119
"drop_survey",2,2018,133157.99629988
"drop_survey",2,2019,77681.72029493
"drop_survey",2,2020,1055021.47158809
"drop_survey",2,2021,997879.2074614
"drop_survey",2,2022,3974715.44982097
"drop_survey",2,2023,2285513.17209781
"drop_survey",3,1982,2281251.81876018
"drop_survey",3,1983,2150362.4253876
"drop_survey",3,1984,3766409.39267548
"drop_survey",3,1985,3763774.31783283
"drop_survey",3,1986,146646.54501765
"drop_survey",3,1987,1316394.3206978
"drop_survey",3,1988,538547.68643157
"drop_survey",3,1989,660265.74895868
"drop_survey",3,1990,3599030.48984943
"drop_survey",3,1991,3760113.44234306
"drop_survey",3,1992,163393.80320168
"drop_survey",3,1993,390557.94192594
"drop_survey",3,1994,238477.86107354
"drop_survey",3,1995,176445.57681638
"drop_survey",3,1996,425389.37345598
"drop_survey",3,1997,354095.35798717
"drop_survey",3,1998,568023.33093038
"drop_survey",3,1999,284449.75896349
"drop_survey",3,2000,51184.84148322
"drop_survey",3,2001,1470727.7958033
"drop_survey",3,2002,1077456.32538436
"drop_survey",3,2003,1070549.54441804
"drop_survey",3,2004,1686193.59599036
"drop_survey",3,2005,241758.53501779
"drop_survey",3,2006,350762.57932454
"drop_survey",3,2007,832399.89554854
"drop_survey",3,2008,1313689.08219259
"drop_survey",3,2009,138915.4084473
"drop_survey",3,2010,388793.32535844
"drop_survey",3,2011,160203.86948216
"drop_survey",3,2012,898347.89812718
"drop_survey",3,2013,1084616.52283053
"drop_survey",3,2014,4713432.98819958
"drop_survey",3,2015,4054652.41493903
"drop_survey",3,2016,2206982.35562333
"drop_survey",3,2017,156835.97945533
"drop_survey",3,2018,140687.8004937
"drop_survey",3,2019,70735.63618077
"drop_survey",3,2020,961016.10293767
"drop_survey",3,2021,987308.64900632
"drop_survey",3,2022,1852623.03979244
"drop_survey",4,1982,2232626.86666814
"drop_survey",4,1983,2094965.87829729
"drop_survey",4,1984,3691463.29287985
"drop_survey",4,1985,3643898.17907802
"drop_survey",4,1986,143760.45332408
"drop_survey",4,1987,1290599.49489276
"drop_survey",4,1988,518951.06494747
"drop_survey",4,1989,644914.75946461
"drop_survey",4,1990,3513367.6499242
"drop_survey",4,1991,3656217.01571798
"drop_survey",4,1992,158632.04367195
"drop_survey",4,1993,379365.81525867
"drop_survey",4,1994,234952.49331979
"drop_survey",4,1995,170708.62826422
"drop_survey",4,1996,415638.24690484
"drop_survey",4,1997,343925.67061581
"drop_survey",4,1998,553196.92213223
"drop_survey",4,1999,272886.40166627
"drop_survey",4,2000,48928.49266899
"drop_survey",4,2001,1443170.09424087
"drop_survey",4,2002,1037915.4296654
"drop_survey",4,2003,1047783.47132163
"drop_survey",4,2004,1660503.98233374
"drop_survey",4,2005,205130.96386998
"drop_survey",4,2006,376482.02906782
"drop_survey",4,2007,793926.83003905
"drop_survey",4,2008,1290444.50174107
"drop_survey",4,2009,134687.8485924
"drop_survey",4,2010,378909.59985069
"drop_survey",4,2011,156909.5880433
"drop_survey",4,2012,884084.06358534
"drop_survey",4,2013,1101781.47836571
"drop_survey",4,2014,4311116.47523538
"drop_survey",4,2015,4558058.03654929
"drop_survey",4,2016,2448842.73711713
"drop_survey",4,2017,139851.55592313
"drop_survey",4,2018,123764.93658671
"drop_survey",4,2019,57330.27937999
"drop_survey",4,2020,931559.41213636
"drop_survey",4,2021,1800679.60574861
"drop_survey",5,1982,2559740.06200716
"drop_survey",5,1983,2501651.92229021
"drop_survey",5,1984,4152402.45712353
"drop_survey",5,1985,4997698.89826299
"drop_survey",5,1986,194073.69395388
"drop_survey",5,1987,1529247.53076219
"drop_survey",5,1988,582945.09016213
"drop_survey",5,1989,924351.68151734
"drop_survey",5,1990,3346083.83821839
"drop_survey",5,1991,5062536.02300861
"drop_survey",5,1992,128259.78916585
"drop_survey",5,1993,140300.74465548
"drop_survey",5,1994,422946.5164935
"drop_survey",5,1995,385779.46830796
"drop_survey",5,1996,265989.31346837
"drop_survey",5,1997,341540.2658188
"drop_survey",5,1998,485696.43250171
"drop_survey",5,1999,388391.16731649
"drop_survey",5,2000,37372.67284115
"drop_survey",5,2001,1524561.42178517
"drop_survey",5,2002,1091026.44500179
