"label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"base",TRUE,2025,2025,2026,412,-23546.3457934123,0.000931056353121839,TRUE,144.97170891,85.64948279,405.7,"","exit status 134 -- macOS FP teardown abort, outputs complete"
