
Initial statistics: 178 variables; iteration 0; function evaluation 0; phase 1
Function value -1.4202665e+04; maximum gradient component mag 1.9764e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.10423  1.14506e-03 |  2  0.09682  1.97638e+02 |  3 -0.28530  1.92257e-07
  4 -0.07324  6.54428e-08 |  5 -0.07458 -9.61438e-07 |  6 -0.08503  1.27591e-06
  7 -0.08195  4.74130e-06 |  8 -0.07658  1.03960e-05 |  9 -0.07314  2.47726e-05
 10 -0.07246  3.85874e-05 | 11 -0.07069  4.43573e-05 | 12 -0.06943  4.54164e-05
 13 -0.06646  6.22865e-05 | 14 -0.06923  5.23070e-05 | 15 -0.07216  5.10472e-05
 16 -0.07605 -2.44741e-05 | 17 -0.07734 -1.53456e-05 | 18 -0.05094 -2.20338e-05
 19 -0.06640  4.48733e-05 | 20 -0.08364  3.80073e-06 | 21 -0.10012  6.65400e-06
 22 -0.11100 -5.34202e-06 | 23 -0.11951 -5.88765e-06 | 24 -0.09079  3.93753e-06
 25 -0.08239  5.59546e-05 | 26 -0.04933  2.88934e-04 | 27 -0.07839  9.22346e-05
 28 -0.05196  1.50683e-04 | 29 -0.07230  6.81096e-05 | 30 -0.05299  1.03306e-04
 31 -0.05737  6.33267e-05 | 32 -0.06174  3.70771e-05 | 33 -0.04587  6.13488e-05
 34 -0.05566  3.42417e-05 | 35 -0.07460  5.63426e-06 | 36 -0.06975  3.51879e-06
 37 -0.04981  5.80713e-06 | 38 -0.07006  8.16532e-06 | 39 -0.08386 -5.20979e-07
 40 -0.08265  2.68364e-06 | 41 -0.07779 -4.73377e-07 | 42 -0.07562  9.92498e-08
 43 -0.07497 -4.36191e-07 | 44 -0.07465  1.58312e-06 | 45 -0.07420  3.08680e-07
 46 -0.07332  8.87084e-07 | 47  0.34747 -4.00321e+00 | 48 -0.05151 -2.89006e-01
 49 -0.11630 -1.26466e-05 | 50 -0.12408  2.22946e-06 | 51 -0.07709  1.05018e-05
 52 -0.05299  1.90683e-05 | 53 -0.04596  1.53736e-05 | 54 -0.02682 -3.95363e-06
 55 -0.02522 -3.37853e-05 | 56 -0.02688 -5.00259e-05 | 57  0.03679 -3.58943e-05
 58  0.01554 -3.83608e-05 | 59  0.04531 -5.00621e-05 | 60  0.05788 -8.06745e-05
 61  0.01992 -2.77235e-05 | 62  0.03773 -9.13067e-05 | 63  0.03447 -1.19361e-04
 64  0.02305 -1.22965e-04 | 65  0.07876 -3.42447e-04 | 66 -0.01728 -8.97042e-05
 67 -0.02401 -8.89446e-05 | 68  0.01280 -1.79764e-04 | 69  0.02195 -2.50718e-04
 70 -0.01683 -1.83984e-04 | 71 -0.02722 -1.96949e-04 | 72 -0.04813 -2.04589e-04
 73 -0.01547 -5.74810e-04 | 74  0.00994 -1.42473e-03 | 75 -0.00634 -1.67743e-03
 76 -0.03788 -1.57179e-03 | 77 -0.03635 -2.01474e-03 | 78 -0.00826 -3.92601e-03
 79  0.01635 -7.56468e-03 | 80  0.03983 -1.53766e-02 | 81  0.06863 -3.07937e-02
 82  0.06676 -3.78876e-02 | 83  0.03906 -3.07609e-02 | 84  0.03944 -4.74517e-02
 85  0.07058 -1.56740e-01 | 86  0.05376 -6.05402e-01 | 87  0.08322 -1.96921e+00
 88 -0.03271 -1.43848e+00 | 89 -0.06203 -8.31125e-01 | 90 -0.04477 -6.42382e-01
 91 -0.01718  1.51694e-06 | 92 -0.00965  1.21370e-06 | 93 -0.01550  5.80954e-06
 94 -0.02629  7.01859e-07 | 95 -0.77538  4.15934e-07 | 96 -0.35579  5.41219e-07
 97 -0.38984  8.76020e-07 | 98 -0.12379  2.63390e-06 | 99 -0.03989  2.77326e-06
100  0.12831 -1.50636e-06 |101  0.10105  1.23844e-06 |102  0.09616  3.62554e-06
103  0.07419 -3.32891e-06 |104  0.10578 -9.99883e-06 |105  0.08828 -9.08891e-06
106  0.03761  7.61521e-07 |107  0.05914 -4.55178e-06 |108  0.01966 -5.08420e-06
109  0.03180 -8.94724e-06 |110  0.03191 -1.55117e-05 |111  0.00925 -2.21287e-05
112  0.01031 -2.21488e-05 |113  0.01156 -2.02627e-05 |114 -0.00063 -2.45201e-05
115  0.04226 -8.49398e-05 |116  0.02836 -1.00284e-04 |117 -0.01207 -7.91620e-05
118  0.01585 -1.65699e-04 |119 -0.05419 -6.34357e-05 |120 -0.04677 -9.44418e-05
121 -0.01197 -2.15724e-04 |122  0.01371 -4.34387e-04 |123  0.11493 -2.63404e-03
124  0.19728 -1.22239e-02 |125 -0.03600 -4.81275e-04 |126  0.02832 -2.16516e-03
127  0.11059 -1.56152e-02 |128  0.05089 -1.54707e-02 |129  0.08107 -3.74997e-02
130  0.05892 -5.49856e-02 |131 -0.00381 -3.94305e-02 |132  0.03627 -9.44239e-02
133  0.03028 -3.11387e-02 |134  0.09175 -5.26942e-02 |135  0.06837  4.56844e-04
136  0.04402  4.13624e-04 |137  0.09350  1.39289e-03 |138  0.06593  1.10126e-03
139 -0.02456  2.66083e-04 |140  0.02051  8.97818e-04 |141 -0.01676  7.05009e-04
142 -0.01967  9.07894e-04 |143  0.09339  8.76796e-03 |144  0.06715  6.80406e-03
145 -0.03943  1.28021e-03 |146 -0.04979  1.44020e-03 |147 -0.06288  1.58819e-03
148 -0.06376  2.16143e-03 |149 -0.04155  4.26725e-03 |150 -0.03624  5.95747e-03
151 -0.01847  1.11053e-02 |152 -0.06041  7.09331e-03 |153 -0.08430  6.83433e-03
154  0.03178  8.45634e-02 |155  0.01745  8.30731e-02 |156  0.01689  1.04429e-01
157  0.03515  1.98197e-01 |158 -0.04331  6.18683e-02 |159 -0.05885  6.41747e-02
160  0.01376  3.37543e-01 |161  0.01665  4.80868e-01 |162 -0.05722  1.66773e-01
163 -0.05605  2.43037e-01 |164 -0.05321  3.65512e-01 |165 -0.01765  1.06110e+00
166 -0.01717  1.59093e+00 |167  0.10315  2.15728e+01 |168  0.02463  6.97948e+00
169 -0.02805  3.58077e+00 |170 -0.06016  2.40138e+00 |171 -0.06670  2.06161e+00
172 -0.08832  6.07128e+00 |173  0.04001  3.93520e+01 |174  0.05160  2.01494e+01
175  0.08476  1.13248e+01 |176  0.00706  7.15167e-01 |177 -0.01574  1.94637e-01
178 -0.01062  3.18015e-02 |

Intermediate statistics: 178 variables; iteration 20; function evaluation 23; phase 1
Function value -1.4202714e+04; maximum gradient component mag 4.3721e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.10423 -2.70015e+01 |  2  0.09668 -1.27452e+01 |  3 -0.28530  5.23679e-08
  4 -0.07324  2.35131e-08 |  5 -0.07458 -4.26507e-03 |  6 -0.08503 -1.69358e-02
  7 -0.08195 -3.22277e-02 |  8 -0.07658 -7.37790e-02 |  9 -0.07314 -1.07236e-01
 10 -0.07245 -7.84317e-02 | 11 -0.07069 -6.28525e-02 | 12 -0.06943 -4.78679e-02
 13 -0.06646 -2.85076e-02 | 14 -0.06923 -1.88927e-02 | 15 -0.07216 -3.08376e-02
 16 -0.07604 -4.17043e-02 | 17 -0.07733  5.54497e-02 | 18 -0.05093  1.90552e+00
 19 -0.06639  2.45869e+00 | 20 -0.08363  1.92984e+00 | 21 -0.10012  9.97372e-01
 22 -0.11099  6.02228e-01 | 23 -0.11950  3.64013e-01 | 24 -0.09079  1.37270e+00
 25 -0.08240 -1.54339e+00 | 26 -0.04935 -8.91420e+00 | 27 -0.07839 -3.55343e+00
 28 -0.05197 -7.12360e+00 | 29 -0.07231 -3.54703e+00 | 30 -0.05301 -5.29933e+00
 31 -0.05738 -3.61450e+00 | 32 -0.06174 -2.39469e+00 | 33 -0.04588 -2.85250e+00
 34 -0.05566 -1.51328e+00 | 35 -0.07460 -5.19410e-01 | 36 -0.06975 -2.01421e-01
 37 -0.04981  2.90092e-01 | 38 -0.07006  3.01934e-01 | 39 -0.08386  2.22291e-01
 40 -0.08264  1.49528e-01 | 41 -0.07779  1.04033e-01 | 42 -0.07562  7.16826e-02
 43 -0.07497  4.68998e-02 | 44 -0.07465  2.56803e-02 | 45 -0.07420  1.24114e-02
 46 -0.07332  1.18400e-02 | 47  0.34755 -5.88435e-01 | 48 -0.05135  3.04140e+01
 49 -0.11635  4.37492e+00 | 50 -0.12413  3.40569e+00 | 51 -0.07714  1.26426e+00
 52 -0.05305 -9.43844e-01 | 53 -0.04603 -4.72155e+00 | 54 -0.02688 -1.67782e+00
 55 -0.02528 -3.80478e-01 | 56 -0.02696 -5.11423e+00 | 57  0.03673  1.61534e+00
 58  0.01546 -6.74387e+00 | 59  0.04525 -7.63900e-01 | 60  0.05782 -1.06114e+00
 61  0.01984 -7.00792e+00 | 62  0.03766 -2.31943e+00 | 63  0.03441  2.78092e-01
 64  0.02298 -1.01026e+00 | 65  0.07870  1.66010e+00 | 66 -0.01734 -1.50333e+00
 67 -0.02408 -3.05359e+00 | 68  0.01274 -7.44262e-01 | 69  0.02189 -1.27988e+00
 70 -0.01691 -3.69368e+00 | 71 -0.02730 -3.43586e+00 | 72 -0.04820 -1.03677e+00
 73 -0.01553  1.07685e+00 | 74  0.00988  3.00477e+00 | 75 -0.00639  6.79726e+00
 76 -0.03793  7.22452e+00 | 77 -0.03640  6.18863e+00 | 78 -0.00831  4.36627e+00
 79  0.01633  9.21140e+00 | 80  0.03978  1.08792e-01 | 81  0.06858  1.68366e+00
 82  0.06671 -6.63700e-01 | 83  0.03898 -7.41133e+00 | 84  0.03936 -6.11328e+00
 85  0.07052 -4.14449e+00 | 86  0.05372 -1.82892e+00 | 87  0.08324 -4.39686e+00
 88 -0.03245  2.93693e+00 | 89 -0.06133 -2.34839e+00 | 90 -0.04338  2.06116e+01
 91 -0.01727  4.89592e-01 | 92 -0.00975  4.39029e-01 | 93 -0.01560  3.92338e-01
 94 -0.02638  3.42228e-01 | 95 -0.77545  2.60472e-01 | 96 -0.35590  2.65146e-01
 97 -0.38995  2.44891e-01 | 98 -0.12389  1.79152e-01 | 99 -0.03998 -3.32036e-01
100  0.12822 -4.68664e-02 |101  0.10096 -3.44436e-01 |102  0.09607 -1.73064e-01
103  0.07410  4.17858e-01 |104  0.10569  7.32491e-01 |105  0.08818  9.38755e-01
106  0.03752  1.07557e+00 |107  0.05904  6.76977e-01 |108  0.01956  7.01903e-01
109  0.03170  8.23673e-01 |110  0.03181  8.17991e-01 |111  0.00916  8.17969e-01
112  0.01021  9.92774e-01 |113  0.01146  1.14808e+00 |114 -0.00073  1.25670e+00
115  0.04217  1.60722e+00 |116  0.02826  2.23882e+00 |117 -0.01217  2.21987e+00
118  0.01575  1.94915e+00 |119 -0.05428  1.78786e+00 |120 -0.04686  1.58235e+00
121 -0.01206  6.61251e-01 |122  0.01361 -5.16611e-01 |123  0.11484 -8.97816e-01
124  0.19719 -1.22802e-01 |125 -0.03609 -5.77165e-01 |126  0.02824  2.41746e-01
127  0.11053  1.01454e+00 |128  0.05086  1.55777e+00 |129  0.08113  2.01691e+00
130  0.05915  2.55792e+00 |131 -0.00340  3.12531e+00 |132  0.03680  3.38250e+00
133  0.03113  4.70543e+00 |134  0.09318  7.33034e+00 |135  0.06859 -1.14340e+01
136  0.04421 -8.95799e+00 |137  0.09366 -2.99774e+01 |138  0.06610 -2.21537e+01
139 -0.02440 -4.34464e+00 |140  0.02072 -1.07136e+01 |141 -0.01655 -3.64969e+00
142 -0.01946 -8.49048e-01 |143  0.09363 -6.37522e-01 |144  0.06736 -2.39697e+00
145 -0.03923 -8.65520e-01 |146 -0.04956 -1.17633e+00 |147 -0.06265 -8.18158e-01
148 -0.06354 -5.25528e-01 |149 -0.04131 -4.39361e-01 |150 -0.03602  9.61092e-01
151 -0.01823  5.51109e+00 |152 -0.06017  4.56328e+00 |153 -0.08407  3.59796e+00
154  0.03209  2.77039e+01 |155  0.01772  1.77327e+01 |156  0.01715  1.20198e+01
157  0.03540  8.59297e+00 |158 -0.04311  2.30067e-01 |159 -0.05864 -2.30199e+00
160  0.01391 -2.35251e+01 |161  0.01676 -3.75610e+01 |162 -0.05704 -1.13669e+01
163 -0.05586 -1.07974e+01 |164 -0.05301 -6.91462e+00 |165 -0.01746 -5.03070e+00
166 -0.01699  1.29899e+00 |167  0.10340  2.97998e+01 |168  0.02404  5.66721e+00
169 -0.02868  1.90349e+00 |170 -0.06082  8.25036e-01 |171 -0.06723  8.21915e-01
172 -0.08908  6.58413e+00 |173  0.03916  4.37207e+01 |174  0.05104  1.51345e+01
175  0.08402  4.56259e+00 |176  0.00635 -1.21387e+00 |177 -0.01640 -1.17457e+00
178 -0.01099 -2.65941e-01 |
178 variables; iteration 40; function evaluation 45; phase 1
Function value -1.4202715e+04; maximum gradient component mag 4.3979e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.10424 -2.71673e+01 |  2  0.09668 -1.30101e+01 |  3 -0.28530  4.01755e-08
  4 -0.07324  2.86911e-08 |  5 -0.07458 -3.69368e-03 |  6 -0.08503 -1.66451e-02
  7 -0.08195 -2.60333e-02 |  8 -0.07658 -4.67254e-02 |  9 -0.07314 -3.12359e-02
 10 -0.07246 -7.28838e-02 | 11 -0.07070 -1.01146e-01 | 12 -0.06944 -1.05553e-01
 13 -0.06646 -1.10126e-01 | 14 -0.06923 -5.28719e-02 | 15 -0.07216  9.42805e-03
 16 -0.07604  1.49185e-01 | 17 -0.07732  5.37032e-01 | 18 -0.05092  3.30638e+00
 19 -0.06638  3.43518e+00 | 20 -0.08363  2.68150e+00 | 21 -0.10011  1.41586e+00
 22 -0.11099  9.28860e-01 | 23 -0.11950  5.33750e-01 | 24 -0.09078  1.89578e+00
 25 -0.08240 -1.54158e+00 | 26 -0.04935 -8.92432e+00 | 27 -0.07839 -3.51340e+00
 28 -0.05197 -7.33387e+00 | 29 -0.07231 -3.79340e+00 | 30 -0.05301 -6.30050e+00
 31 -0.05738 -4.60797e+00 | 32 -0.06174 -3.21226e+00 | 33 -0.04589 -4.14617e+00
 34 -0.05566 -2.26028e+00 | 35 -0.07460 -7.68148e-01 | 36 -0.06975 -3.35749e-01
 37 -0.04981  2.42614e-01 | 38 -0.07006  3.72254e-01 | 39 -0.08386  2.99281e-01
 40 -0.08264  1.94944e-01 | 41 -0.07779  1.34488e-01 | 42 -0.07562  9.60984e-02
 43 -0.07497  6.51511e-02 | 44 -0.07465  3.76630e-02 | 45 -0.07420  1.82694e-02
 46 -0.07332  1.67676e-02 | 47  0.34755  1.97865e-02 | 48 -0.05136  3.10624e+01
 49 -0.11636  6.65299e+00 | 50 -0.12413  5.09510e+00 | 51 -0.07716  1.80196e-01
 52 -0.05307 -2.40694e+00 | 53 -0.04605 -5.23735e+00 | 54 -0.02689 -8.58278e-01
 55 -0.02529 -1.12932e+00 | 56 -0.02696 -4.98489e+00 | 57  0.03674  1.73553e+00
 58  0.01546 -6.39942e+00 | 59  0.04525 -9.47058e-01 | 60  0.05783 -3.10113e-01
 61  0.01983 -7.87948e+00 | 62  0.03767 -1.32111e+00 | 63  0.03442  3.50495e-01
 64  0.02298 -1.40488e+00 | 65  0.07870  5.90246e-01 | 66 -0.01734 -6.39311e-01
 67 -0.02408 -2.55721e+00 | 68  0.01274 -9.41557e-02 | 69  0.02190 -1.09817e+00
 70 -0.01691 -4.09167e+00 | 71 -0.02730 -3.74269e+00 | 72 -0.04819 -6.16290e-01
 73 -0.01553  5.97698e-01 | 74  0.00989  3.08076e+00 | 75 -0.00638  6.54115e+00
 76 -0.03792  6.87071e+00 | 77 -0.03640  6.00679e+00 | 78 -0.00831  4.93624e+00
 79  0.01632  8.45675e+00 | 80  0.03977 -1.92758e-01 | 81  0.06858  1.45423e+00
 82  0.06671 -5.04018e-01 | 83  0.03898 -7.26647e+00 | 84  0.03937 -5.56263e+00
 85  0.07053 -4.02250e+00 | 86  0.05373 -8.80937e-01 | 87  0.08324 -4.30888e+00
 88 -0.03248  1.56811e+00 | 89 -0.06133 -9.50826e-01 | 90 -0.04337  2.09282e+01
 91 -0.01728  6.43241e-01 | 92 -0.00976  5.88159e-01 | 93 -0.01561  5.19534e-01
 94 -0.02640  4.52288e-01 | 95 -0.77600 -7.15173e-02 | 96 -0.35593  3.19175e-01
 97 -0.38998  2.78321e-01 | 98 -0.12390  3.21386e-01 | 99 -0.03997  2.77387e-03
100  0.12823  2.76128e-01 |101  0.10097 -1.61533e-02 |102  0.09608  9.68202e-02
103  0.07412  7.82729e-01 |104  0.10570  1.02171e+00 |105  0.08820  1.20187e+00
106  0.03754  1.36917e+00 |107  0.05906  1.12008e+00 |108  0.01958  1.07357e+00
109  0.03172  1.08155e+00 |110  0.03182  9.47926e-01 |111  0.00917  8.75863e-01
112  0.01023  1.11716e+00 |113  0.01148  1.36298e+00 |114 -0.00071  1.50597e+00
115  0.04218  1.80920e+00 |116  0.02827  2.33479e+00 |117 -0.01216  2.36954e+00
118  0.01576  2.22382e+00 |119 -0.05427  2.14174e+00 |120 -0.04685  1.96955e+00
121 -0.01204  1.15671e+00 |122  0.01363  4.24869e-02 |123  0.11485 -4.61953e-01
124  0.19720  1.58129e-01 |125 -0.03607 -3.09964e-01 |126  0.02825  3.96126e-01
127  0.11054  1.14892e+00 |128  0.05087  1.62074e+00 |129  0.08113  2.01819e+00
130  0.05913  2.53980e+00 |131 -0.00343  3.12832e+00 |132  0.03678  3.44811e+00
133  0.03113  4.91339e+00 |134  0.09321  7.93038e+00 |135  0.06860 -1.13960e+01
136  0.04423 -8.63910e+00 |137  0.09368 -2.88296e+01 |138  0.06611 -2.13403e+01
139 -0.02437 -4.04714e+00 |140  0.02072 -1.03577e+01 |141 -0.01653 -3.45231e+00
142 -0.01944 -6.28558e-01 |143  0.09364 -9.89521e-01 |144  0.06737 -2.67491e+00
145 -0.03921 -6.78397e-01 |146 -0.04955 -1.03836e+00 |147 -0.06264 -9.08479e-01
148 -0.06353 -8.86955e-01 |149 -0.04131 -1.36734e+00 |150 -0.03600  1.26994e-01
