crab_year,fishery,size,shell,total,target_stock
1995,QO96,107,new,3082,BSSC
1995,QO96,107,old,1152,BSSC
1995,QO96,108,new,3304,BSSC
1995,QO96,108,old,1233,BSSC
1995,QO96,109,new,2611,BSSC
1995,QO96,109,old,1030,BSSC
1995,QO96,110,new,3016,BSSC
1995,QO96,110,old,1234,BSSC
1995,QO96,111,new,2481,BSSC
1995,QO96,111,old,1039,BSSC
1995,QO96,112,new,2641,BSSC
1995,QO96,112,old,1085,BSSC
1995,QO96,113,new,2541,BSSC
1995,QO96,113,old,1060,BSSC
1995,QO96,114,new,2246,BSSC
1995,QO96,114,old,882,BSSC
1995,QO96,115,new,2125,BSSC
1995,QO96,115,old,930,BSSC
1995,QO96,116,new,1895,BSSC
1995,QO96,116,old,775,BSSC
1995,QO96,117,new,1892,BSSC
1995,QO96,117,old,725,BSSC
1995,QO96,118,new,1725,BSSC
1995,QO96,118,old,685,BSSC
1995,QO96,119,new,1284,BSSC
1995,QO96,119,old,503,BSSC
1995,QO96,120,new,1319,BSSC
1995,QO96,120,old,519,BSSC
1995,QO96,121,new,1053,BSSC
1995,QO96,121,old,385,BSSC
1995,QO96,122,new,1016,BSSC
1995,QO96,122,old,324,BSSC
1995,QO96,123,new,882,BSSC
1995,QO96,123,old,300,BSSC
1995,QO96,124,new,736,BSSC
1995,QO96,124,old,216,BSSC
1995,QO96,125,new,528,BSSC
1995,QO96,125,old,184,BSSC
1995,QO96,126,new,431,BSSC
1995,QO96,126,old,122,BSSC
1995,QO96,127,new,353,BSSC
1995,QO96,127,old,94,BSSC
1995,QO96,128,new,248,BSSC
1995,QO96,128,old,86,BSSC
1995,QO96,129,new,196,BSSC
1995,QO96,129,old,66,BSSC
1995,QO96,130,new,187,BSSC
1995,QO96,130,old,42,BSSC
1995,QO96,131,new,117,BSSC
1995,QO96,131,old,25,BSSC
1995,QO96,132,new,95,BSSC
1995,QO96,132,old,13,BSSC
1995,QO96,133,new,54,BSSC
1995,QO96,133,old,12,BSSC
1995,QO96,134,new,44,BSSC
1995,QO96,134,old,14,BSSC
1995,QO96,135,new,20,BSSC
1995,QO96,135,old,6,BSSC
1995,QO96,136,new,13,BSSC
1995,QO96,136,old,3,BSSC
1995,QO96,137,new,13,BSSC
1995,QO96,137,old,4,BSSC
1995,QO96,138,new,9,BSSC
1995,QO96,138,old,1,BSSC
1995,QO96,139,new,6,BSSC
1995,QO96,140,new,7,BSSC
1995,QO96,140,old,2,BSSC
1995,QO96,141,new,1,BSSC
1995,QO96,143,new,2,BSSC
1996,QO97,65,old,1,BSSC
1996,QO97,67,new,1,BSSC
1996,QO97,69,new,3,BSSC
1996,QO97,70,new,1,BSSC
1996,QO97,70,old,1,BSSC
1996,QO97,71,new,1,BSSC
1996,QO97,72,new,3,BSSC
1996,QO97,73,new,3,BSSC
1996,QO97,74,new,4,BSSC
1996,QO97,75,new,9,BSSC
1996,QO97,75,old,4,BSSC
1996,QO97,76,new,5,BSSC
1996,QO97,77,new,11,BSSC
1996,QO97,77,old,2,BSSC
1996,QO97,78,new,16,BSSC
1996,QO97,78,old,1,BSSC
1996,QO97,79,new,13,BSSC
1996,QO97,79,old,3,BSSC
1996,QO97,80,new,19,BSSC
1996,QO97,80,old,2,BSSC
1996,QO97,81,new,27,BSSC
1996,QO97,81,old,4,BSSC
1996,QO97,82,new,36,BSSC
1996,QO97,82,old,2,BSSC
1996,QO97,83,new,51,BSSC
1996,QO97,83,old,6,BSSC
1996,QO97,84,new,64,BSSC
1996,QO97,84,old,2,BSSC
1996,QO97,85,new,93,BSSC
1996,QO97,85,old,3,BSSC
1996,QO97,86,new,97,BSSC
1996,QO97,86,old,4,BSSC
1996,QO97,87,new,124,BSSC
1996,QO97,87,old,2,BSSC
1996,QO97,88,new,181,BSSC
1996,QO97,88,old,7,BSSC
1996,QO97,89,new,179,BSSC
1996,QO97,89,old,3,BSSC
1996,QO97,90,new,291,BSSC
1996,QO97,90,old,11,BSSC
1996,QO97,91,new,328,BSSC
1996,QO97,91,old,10,BSSC
1996,QO97,92,new,536,BSSC
1996,QO97,92,old,10,BSSC
1996,QO97,93,new,693,BSSC
1996,QO97,93,old,16,BSSC
1996,QO97,94,new,894,BSSC
1996,QO97,94,old,20,BSSC
1996,QO97,95,new,1313,BSSC
1996,QO97,95,old,25,BSSC
1996,QO97,96,new,1594,BSSC
1996,QO97,96,old,36,BSSC
1996,QO97,97,new,2399,BSSC
1996,QO97,97,old,57,BSSC
1996,QO97,98,new,3276,BSSC
1996,QO97,98,old,81,BSSC
1996,QO97,99,new,3336,BSSC
1996,QO97,99,old,83,BSSC
1996,QO97,100,new,5138,BSSC
1996,QO97,100,old,150,BSSC
1996,QO97,101,new,5332,BSSC
1996,QO97,101,old,162,BSSC
1996,QO97,102,new,6842,BSSC
1996,QO97,102,old,184,BSSC
1996,QO97,103,new,7187,BSSC
1996,QO97,103,old,209,BSSC
1996,QO97,104,new,7017,BSSC
1996,QO97,104,old,189,BSSC
1996,QO97,105,new,7405,BSSC
1996,QO97,105,old,197,BSSC
1996,QO97,106,new,6280,BSSC
1996,QO97,106,old,180,BSSC
1996,QO97,107,new,6726,BSSC
1996,QO97,107,old,220,BSSC
1996,QO97,108,new,6816,BSSC
1996,QO97,108,old,229,BSSC
1996,QO97,109,new,5291,BSSC
1996,QO97,109,old,167,BSSC
1996,QO97,110,new,5890,BSSC
1996,QO97,110,old,210,BSSC
1996,QO97,111,new,4735,BSSC
1996,QO97,111,old,160,BSSC
1996,QO97,112,new,4802,BSSC
1996,QO97,112,old,185,BSSC
1996,QO97,113,new,4183,BSSC
1996,QO97,113,old,186,BSSC
1996,QO97,114,new,3565,BSSC
1996,QO97,114,old,161,BSSC
1996,QO97,115,new,3430,BSSC
1996,QO97,115,old,118,BSSC
1996,QO97,116,new,2639,BSSC
1996,QO97,116,old,133,BSSC
1996,QO97,117,new,2602,BSSC
1996,QO97,117,old,120,BSSC
1996,QO97,118,new,2355,BSSC
1996,QO97,118,old,136,BSSC
1996,QO97,119,new,1744,BSSC
1996,QO97,119,old,95,BSSC
1996,QO97,120,new,1556,BSSC
1996,QO97,120,old,101,BSSC
1996,QO97,121,new,1265,BSSC
1996,QO97,121,old,88,BSSC
1996,QO97,122,new,1083,BSSC
1996,QO97,122,old,82,BSSC
1996,QO97,123,new,953,BSSC
1996,QO97,123,old,76,BSSC
1996,QO97,124,new,670,BSSC
1996,QO97,124,old,60,BSSC
1996,QO97,125,new,572,BSSC
1996,QO97,125,old,49,BSSC
1996,QO97,126,new,413,BSSC
1996,QO97,126,old,44,BSSC
1996,QO97,127,new,335,BSSC
1996,QO97,127,old,31,BSSC
1996,QO97,128,new,255,BSSC
1996,QO97,128,old,26,BSSC
1996,QO97,129,new,165,BSSC
1996,QO97,129,old,25,BSSC
1996,QO97,130,new,151,BSSC
1996,QO97,130,old,14,BSSC
1996,QO97,131,new,83,BSSC
1996,QO97,131,old,11,BSSC
1996,QO97,132,new,82,BSSC
1996,QO97,132,old,9,BSSC
1996,QO97,133,new,34,BSSC
1996,QO97,133,old,8,BSSC
1996,QO97,134,new,26,BSSC
1996,QO97,134,old,4,BSSC
1996,QO97,135,new,18,BSSC
1996,QO97,135,old,5,BSSC
1996,QO97,136,new,17,BSSC
1996,QO97,136,old,2,BSSC
1996,QO97,137,new,8,BSSC
1996,QO97,137,old,1,BSSC
1996,QO97,138,new,4,BSSC
1996,QO97,139,new,6,BSSC
1996,QO97,139,old,2,BSSC
1996,QO97,140,new,3,BSSC
1996,QO97,141,new,1,BSSC
1996,QO97,141,old,1,BSSC
1996,QO97,142,new,1,BSSC
1996,QO97,143,new,1,BSSC
1997,QO98,60,new,1,BSSC
1997,QO98,65,new,2,BSSC
1997,QO98,67,old,1,BSSC
1997,QO98,68,old,1,BSSC
1997,QO98,70,new,2,BSSC
1997,QO98,71,new,3,BSSC
1997,QO98,72,new,6,BSSC
1997,QO98,73,new,6,BSSC
1997,QO98,73,old,1,BSSC
1997,QO98,74,new,3,BSSC
1997,QO98,74,old,2,BSSC
1997,QO98,75,new,7,BSSC
1997,QO98,75,old,4,BSSC
1997,QO98,76,new,6,BSSC
1997,QO98,76,old,4,BSSC
1997,QO98,77,new,12,BSSC
1997,QO98,77,old,6,BSSC
1997,QO98,78,new,11,BSSC
1997,QO98,78,old,2,BSSC
1997,QO98,79,new,11,BSSC
1997,QO98,80,new,15,BSSC
1997,QO98,80,old,5,BSSC
1997,QO98,81,new,17,BSSC
1997,QO98,81,old,3,BSSC
1997,QO98,82,new,10,BSSC
1997,QO98,82,old,5,BSSC
1997,QO98,83,new,25,BSSC
1997,QO98,83,old,3,BSSC
1997,QO98,84,new,21,BSSC
1997,QO98,84,old,9,BSSC
1997,QO98,85,new,38,BSSC
1997,QO98,85,old,7,BSSC
1997,QO98,86,new,45,BSSC
1997,QO98,86,old,8,BSSC
1997,QO98,87,new,42,BSSC
1997,QO98,87,old,16,BSSC
1997,QO98,88,new,80,BSSC
1997,QO98,88,old,14,BSSC
1997,QO98,89,new,70,BSSC
1997,QO98,89,old,16,BSSC
1997,QO98,90,new,113,BSSC
1997,QO98,90,old,25,BSSC
1997,QO98,91,new,138,BSSC
1997,QO98,91,old,24,BSSC
1997,QO98,92,new,205,BSSC
1997,QO98,92,old,20,BSSC
1997,QO98,93,new,285,BSSC
1997,QO98,93,old,22,BSSC
1997,QO98,94,new,477,BSSC
1997,QO98,94,old,28,BSSC
1997,QO98,95,new,697,BSSC
1997,QO98,95,old,51,BSSC
1997,QO98,96,new,878,BSSC
1997,QO98,96,old,49,BSSC
1997,QO98,97,new,1501,BSSC
1997,QO98,97,old,93,BSSC
1997,QO98,98,new,2031,BSSC
1997,QO98,98,old,95,BSSC
1997,QO98,99,new,2217,BSSC
1997,QO98,99,old,100,BSSC
1997,QO98,100,new,3593,BSSC
1997,QO98,100,old,166,BSSC
1997,QO98,101,new,3998,BSSC
1997,QO98,101,old,136,BSSC
1997,QO98,102,new,5844,BSSC
1997,QO98,102,old,177,BSSC
1997,QO98,103,new,6808,BSSC
1997,QO98,103,old,223,BSSC
1997,QO98,104,new,7659,BSSC
1997,QO98,104,old,229,BSSC
1997,QO98,105,new,8252,BSSC
1997,QO98,105,old,241,BSSC
1997,QO98,106,new,8014,BSSC
1997,QO98,106,old,216,BSSC
1997,QO98,107,new,8867,BSSC
1997,QO98,107,old,224,BSSC
1997,QO98,108,new,10072,BSSC
1997,QO98,108,old,226,BSSC
1997,QO98,109,new,8119,BSSC
1997,QO98,109,old,196,BSSC
1997,QO98,110,new,9749,BSSC
1997,QO98,110,old,177,BSSC
1997,QO98,111,new,8305,BSSC
1997,QO98,111,old,166,BSSC
1997,QO98,112,new,9459,BSSC
1997,QO98,112,old,192,BSSC
1997,QO98,113,new,8472,BSSC
1997,QO98,113,old,147,BSSC
1997,QO98,114,new,7394,BSSC
1997,QO98,114,old,120,BSSC
1997,QO98,115,new,7646,BSSC
1997,QO98,115,old,133,BSSC
1997,QO98,116,new,6204,BSSC
1997,QO98,116,old,99,BSSC
1997,QO98,117,new,6323,BSSC
1997,QO98,117,old,108,BSSC
1997,QO98,118,new,5870,BSSC
1997,QO98,118,old,115,BSSC
1997,QO98,119,new,4130,BSSC
1997,QO98,119,old,62,BSSC
1997,QO98,120,new,4386,BSSC
1997,QO98,120,old,57,BSSC
1997,QO98,121,new,3122,BSSC
1997,QO98,121,old,43,BSSC
1997,QO98,122,new,3191,BSSC
1997,QO98,122,old,40,BSSC
1997,QO98,123,new,2585,BSSC
1997,QO98,123,old,46,BSSC
1997,QO98,124,new,2045,BSSC
1997,QO98,124,old,21,BSSC
1997,QO98,125,new,1825,BSSC
1997,QO98,125,old,21,BSSC
1997,QO98,126,new,1362,BSSC
1997,QO98,126,old,15,BSSC
1997,QO98,127,new,1170,BSSC
1997,QO98,127,old,17,BSSC
1997,QO98,128,new,971,BSSC
1997,QO98,128,old,13,BSSC
1997,QO98,129,new,562,BSSC
1997,QO98,129,old,9,BSSC
1997,QO98,130,new,587,BSSC
1997,QO98,130,old,4,BSSC
1997,QO98,131,new,350,BSSC
1997,QO98,131,old,5,BSSC
1997,QO98,132,new,319,BSSC
1997,QO98,132,old,4,BSSC
1997,QO98,133,new,187,BSSC
1997,QO98,133,old,1,BSSC
1997,QO98,134,new,127,BSSC
1997,QO98,134,old,1,BSSC
1997,QO98,135,new,105,BSSC
1997,QO98,135,old,2,BSSC
1997,QO98,136,new,56,BSSC
1997,QO98,137,new,40,BSSC
1997,QO98,138,new,26,BSSC
1997,QO98,138,old,1,BSSC
1997,QO98,139,new,14,BSSC
1997,QO98,140,new,3,BSSC
1997,QO98,141,new,2,BSSC
1997,QO98,142,new,1,BSSC
1997,QO98,143,new,2,BSSC
1997,QO98,144,new,1,BSSC
1997,QO98,146,new,1,BSSC
1997,QO98,149,new,1,BSSC
1997,QO98,150,new,1,BSSC
1998,QO99,60,old,1,BSSC
1998,QO99,62,old,1,BSSC
1998,QO99,63,new,1,BSSC
1998,QO99,66,new,1,BSSC
1998,QO99,67,old,1,BSSC
1998,QO99,69,new,1,BSSC
1998,QO99,69,old,1,BSSC
1998,QO99,70,new,2,BSSC
1998,QO99,70,old,1,BSSC
1998,QO99,71,new,2,BSSC
1998,QO99,71,old,1,BSSC
1998,QO99,72,new,3,BSSC
1998,QO99,72,old,1,BSSC
1998,QO99,73,new,1,BSSC
1998,QO99,74,new,2,BSSC
1998,QO99,74,old,1,BSSC
1998,QO99,75,new,3,BSSC
1998,QO99,75,old,1,BSSC
1998,QO99,76,new,2,BSSC
1998,QO99,76,old,2,BSSC
1998,QO99,77,new,1,BSSC
1998,QO99,77,old,1,BSSC
1998,QO99,78,new,5,BSSC
1998,QO99,78,old,1,BSSC
1998,QO99,79,new,9,BSSC
1998,QO99,79,old,7,BSSC
1998,QO99,80,new,8,BSSC
1998,QO99,80,old,5,BSSC
1998,QO99,81,new,15,BSSC
1998,QO99,81,old,4,BSSC
1998,QO99,82,new,16,BSSC
1998,QO99,82,old,6,BSSC
1998,QO99,83,new,11,BSSC
1998,QO99,83,old,4,BSSC
1998,QO99,84,new,18,BSSC
1998,QO99,84,old,14,BSSC
1998,QO99,85,new,30,BSSC
1998,QO99,85,old,6,BSSC
1998,QO99,86,new,30,BSSC
1998,QO99,86,old,9,BSSC
1998,QO99,87,new,49,BSSC
1998,QO99,87,old,7,BSSC
1998,QO99,88,new,64,BSSC
1998,QO99,88,old,16,BSSC
1998,QO99,89,new,64,BSSC
1998,QO99,89,old,11,BSSC
1998,QO99,90,new,130,BSSC
1998,QO99,90,old,16,BSSC
1998,QO99,91,new,139,BSSC
1998,QO99,91,old,21,BSSC
1998,QO99,92,new,209,BSSC
1998,QO99,92,old,23,BSSC
1998,QO99,93,new,306,BSSC
1998,QO99,93,old,45,BSSC
1998,QO99,94,new,444,BSSC
1998,QO99,94,old,40,BSSC
1998,QO99,95,new,600,BSSC
1998,QO99,95,old,61,BSSC
1998,QO99,96,new,820,BSSC
1998,QO99,96,old,52,BSSC
1998,QO99,97,new,1486,BSSC
1998,QO99,97,old,67,BSSC
1998,QO99,98,new,1859,BSSC
1998,QO99,98,old,101,BSSC
1998,QO99,99,new,1965,BSSC
1998,QO99,99,old,99,BSSC
1998,QO99,100,new,3199,BSSC
1998,QO99,100,old,131,BSSC
1998,QO99,101,new,3347,BSSC
1998,QO99,101,old,115,BSSC
1998,QO99,102,new,4994,BSSC
1998,QO99,102,old,139,BSSC
1998,QO99,103,new,5736,BSSC
1998,QO99,103,old,170,BSSC
1998,QO99,104,new,6542,BSSC
1998,QO99,104,old,182,BSSC
1998,QO99,105,new,6925,BSSC
1998,QO99,105,old,182,BSSC
1998,QO99,106,new,6601,BSSC
1998,QO99,106,old,154,BSSC
1998,QO99,107,new,7913,BSSC
1998,QO99,107,old,195,BSSC
1998,QO99,108,new,8496,BSSC
1998,QO99,108,old,169,BSSC
1998,QO99,109,new,6723,BSSC
1998,QO99,109,old,153,BSSC
1998,QO99,110,new,8246,BSSC
1998,QO99,110,old,172,BSSC
1998,QO99,111,new,6791,BSSC
1998,QO99,111,old,154,BSSC
1998,QO99,112,new,7898,BSSC
1998,QO99,112,old,167,BSSC
1998,QO99,113,new,7207,BSSC
1998,QO99,113,old,133,BSSC
1998,QO99,114,new,6894,BSSC
1998,QO99,114,old,124,BSSC
1998,QO99,115,new,6509,BSSC
1998,QO99,115,old,109,BSSC
1998,QO99,116,new,5309,BSSC
1998,QO99,116,old,88,BSSC
1998,QO99,117,new,5780,BSSC
1998,QO99,117,old,103,BSSC
1998,QO99,118,new,4917,BSSC
1998,QO99,118,old,64,BSSC
1998,QO99,119,new,3460,BSSC
1998,QO99,119,old,50,BSSC
1998,QO99,120,new,3472,BSSC
1998,QO99,120,old,68,BSSC
1998,QO99,121,new,2499,BSSC
1998,QO99,121,old,57,BSSC
1998,QO99,122,new,2372,BSSC
1998,QO99,122,old,46,BSSC
1998,QO99,123,new,2033,BSSC
1998,QO99,123,old,38,BSSC
1998,QO99,124,new,1480,BSSC
1998,QO99,124,old,22,BSSC
1998,QO99,125,new,1174,BSSC
1998,QO99,125,old,21,BSSC
1998,QO99,126,new,895,BSSC
1998,QO99,126,old,15,BSSC
1998,QO99,127,new,672,BSSC
1998,QO99,127,old,13,BSSC
1998,QO99,128,new,480,BSSC
1998,QO99,128,old,6,BSSC
1998,QO99,129,new,348,BSSC
1998,QO99,129,old,9,BSSC
1998,QO99,130,new,279,BSSC
1998,QO99,130,old,1,BSSC
1998,QO99,131,new,184,BSSC
1998,QO99,131,old,4,BSSC
1998,QO99,132,new,124,BSSC
1998,QO99,132,old,3,BSSC
1998,QO99,133,new,81,BSSC
1998,QO99,133,old,1,BSSC
1998,QO99,134,new,52,BSSC
1998,QO99,134,old,2,BSSC
1998,QO99,135,new,32,BSSC
1998,QO99,135,old,1,BSSC
1998,QO99,136,new,22,BSSC
1998,QO99,137,new,13,BSSC
1998,QO99,137,old,1,BSSC
1998,QO99,138,new,10,BSSC
1998,QO99,139,new,9,BSSC
1998,QO99,140,new,1,BSSC
1998,QO99,141,new,1,BSSC
1998,QO99,142,new,1,BSSC
1998,QO99,143,new,1,BSSC
1998,QO99,144,new,1,BSSC
1999,QO00,61,new,1,BSSC
1999,QO00,61,old,1,BSSC
1999,QO00,63,new,1,BSSC
1999,QO00,66,new,1,BSSC
1999,QO00,68,new,2,BSSC
1999,QO00,68,old,1,BSSC
1999,QO00,69,new,1,BSSC
1999,QO00,70,new,2,BSSC
1999,QO00,72,new,2,BSSC
1999,QO00,73,old,1,BSSC
1999,QO00,75,new,1,BSSC
1999,QO00,76,new,3,BSSC
1999,QO00,77,new,2,BSSC
1999,QO00,78,new,2,BSSC
1999,QO00,78,old,1,BSSC
1999,QO00,79,new,4,BSSC
1999,QO00,80,new,2,BSSC
1999,QO00,81,new,3,BSSC
1999,QO00,81,old,2,BSSC
1999,QO00,82,new,7,BSSC
1999,QO00,82,old,1,BSSC
1999,QO00,83,new,7,BSSC
1999,QO00,84,new,6,BSSC
1999,QO00,84,old,2,BSSC
1999,QO00,85,new,6,BSSC
1999,QO00,86,new,5,BSSC
1999,QO00,86,old,2,BSSC
1999,QO00,87,new,5,BSSC
1999,QO00,87,old,1,BSSC
1999,QO00,88,new,12,BSSC
1999,QO00,89,new,10,BSSC
1999,QO00,90,new,15,BSSC
1999,QO00,90,old,6,BSSC
1999,QO00,91,new,23,BSSC
1999,QO00,91,old,4,BSSC
1999,QO00,92,new,38,BSSC
1999,QO00,92,old,4,BSSC
1999,QO00,93,new,36,BSSC
1999,QO00,93,old,6,BSSC
1999,QO00,94,new,49,BSSC
1999,QO00,94,old,9,BSSC
1999,QO00,95,new,75,BSSC
1999,QO00,95,old,11,BSSC
1999,QO00,96,new,132,BSSC
1999,QO00,96,old,20,BSSC
1999,QO00,97,new,181,BSSC
1999,QO00,97,old,24,BSSC
1999,QO00,98,new,247,BSSC
1999,QO00,98,old,23,BSSC
1999,QO00,99,new,264,BSSC
1999,QO00,99,old,40,BSSC
1999,QO00,100,new,462,BSSC
1999,QO00,100,old,48,BSSC
1999,QO00,101,new,493,BSSC
1999,QO00,101,old,43,BSSC
1999,QO00,102,new,668,BSSC
1999,QO00,102,old,60,BSSC
1999,QO00,103,new,871,BSSC
1999,QO00,103,old,61,BSSC
1999,QO00,104,new,987,BSSC
1999,QO00,104,old,80,BSSC
1999,QO00,105,new,1054,BSSC
1999,QO00,105,old,65,BSSC
1999,QO00,106,new,1088,BSSC
1999,QO00,106,old,60,BSSC
1999,QO00,107,new,1212,BSSC
1999,QO00,107,old,68,BSSC
1999,QO00,108,new,1353,BSSC
1999,QO00,108,old,65,BSSC
1999,QO00,109,new,1236,BSSC
1999,QO00,109,old,51,BSSC
1999,QO00,110,new,1482,BSSC
1999,QO00,110,old,66,BSSC
1999,QO00,111,new,1357,BSSC
1999,QO00,111,old,60,BSSC
1999,QO00,112,new,1531,BSSC
1999,QO00,112,old,48,BSSC
1999,QO00,113,new,1446,BSSC
1999,QO00,113,old,51,BSSC
1999,QO00,114,new,1455,BSSC
1999,QO00,114,old,43,BSSC
1999,QO00,115,new,1366,BSSC
1999,QO00,115,old,44,BSSC
1999,QO00,116,new,1201,BSSC
1999,QO00,116,old,38,BSSC
1999,QO00,117,new,1169,BSSC
1999,QO00,117,old,30,BSSC
1999,QO00,118,new,1042,BSSC
1999,QO00,118,old,24,BSSC
1999,QO00,119,new,843,BSSC
1999,QO00,119,old,33,BSSC
1999,QO00,120,new,806,BSSC
1999,QO00,120,old,34,BSSC
1999,QO00,121,new,638,BSSC
1999,QO00,121,old,15,BSSC
1999,QO00,122,new,604,BSSC
1999,QO00,122,old,25,BSSC
1999,QO00,123,new,535,BSSC
1999,QO00,123,old,17,BSSC
1999,QO00,124,new,361,BSSC
1999,QO00,124,old,13,BSSC
1999,QO00,125,new,272,BSSC
1999,QO00,125,old,15,BSSC
1999,QO00,126,new,187,BSSC
1999,QO00,126,old,4,BSSC
1999,QO00,127,new,172,BSSC
1999,QO00,127,old,8,BSSC
1999,QO00,128,new,111,BSSC
1999,QO00,128,old,10,BSSC
1999,QO00,129,new,77,BSSC
1999,QO00,129,old,5,BSSC
1999,QO00,130,new,57,BSSC
1999,QO00,130,old,6,BSSC
1999,QO00,131,new,57,BSSC
1999,QO00,131,old,4,BSSC
1999,QO00,132,new,37,BSSC
1999,QO00,133,new,23,BSSC
1999,QO00,133,old,1,BSSC
1999,QO00,134,new,15,BSSC
1999,QO00,135,new,5,BSSC
1999,QO00,135,old,1,BSSC
1999,QO00,136,new,4,BSSC
1999,QO00,136,old,1,BSSC
1999,QO00,137,new,1,BSSC
1999,QO00,138,new,2,BSSC
1999,QO00,139,new,1,BSSC
1999,QO00,142,new,1,BSSC
1999,QO00,144,old,1,BSSC
2000,QO01,62,new,1,BSSC
2000,QO01,71,new,1,BSSC
2000,QO01,73,old,1,BSSC
2000,QO01,74,new,1,BSSC
2000,QO01,75,new,1,BSSC
2000,QO01,76,new,4,BSSC
2000,QO01,76,old,1,BSSC
2000,QO01,77,new,3,BSSC
2000,QO01,78,new,3,BSSC
2000,QO01,78,old,1,BSSC
2000,QO01,79,new,3,BSSC
2000,QO01,80,new,5,BSSC
2000,QO01,80,old,2,BSSC
2000,QO01,81,new,5,BSSC
2000,QO01,81,old,1,BSSC
2000,QO01,82,new,8,BSSC
2000,QO01,82,old,1,BSSC
2000,QO01,83,new,8,BSSC
2000,QO01,83,old,3,BSSC
2000,QO01,84,new,9,BSSC
2000,QO01,85,new,16,BSSC
2000,QO01,86,new,14,BSSC
2000,QO01,86,old,3,BSSC
2000,QO01,87,new,19,BSSC
2000,QO01,87,old,2,BSSC
2000,QO01,88,new,19,BSSC
2000,QO01,88,old,3,BSSC
2000,QO01,89,new,16,BSSC
2000,QO01,89,old,4,BSSC
2000,QO01,90,new,28,BSSC
2000,QO01,90,old,3,BSSC
2000,QO01,91,new,20,BSSC
2000,QO01,91,old,7,BSSC
2000,QO01,92,new,31,BSSC
2000,QO01,92,old,4,BSSC
2000,QO01,93,new,44,BSSC
2000,QO01,93,old,7,BSSC
2000,QO01,94,new,57,BSSC
2000,QO01,94,old,6,BSSC
2000,QO01,95,new,69,BSSC
2000,QO01,95,old,16,BSSC
2000,QO01,96,new,104,BSSC
2000,QO01,96,old,9,BSSC
2000,QO01,97,new,126,BSSC
2000,QO01,97,old,23,BSSC
2000,QO01,98,new,201,BSSC
2000,QO01,98,old,37,BSSC
2000,QO01,99,new,218,BSSC
2000,QO01,99,old,31,BSSC
2000,QO01,100,new,365,BSSC
2000,QO01,100,old,32,BSSC
2000,QO01,101,new,440,BSSC
2000,QO01,101,old,54,BSSC
2000,QO01,102,new,643,BSSC
2000,QO01,102,old,69,BSSC
2000,QO01,103,new,702,BSSC
2000,QO01,103,old,97,BSSC
2000,QO01,104,new,807,BSSC
2000,QO01,104,old,103,BSSC
2000,QO01,105,new,928,BSSC
2000,QO01,105,old,100,BSSC
2000,QO01,106,new,860,BSSC
2000,QO01,106,old,99,BSSC
2000,QO01,107,new,1137,BSSC
2000,QO01,107,old,120,BSSC
2000,QO01,108,new,1192,BSSC
2000,QO01,108,old,131,BSSC
2000,QO01,109,new,1061,BSSC
2000,QO01,109,old,131,BSSC
2000,QO01,110,new,1316,BSSC
2000,QO01,110,old,134,BSSC
2000,QO01,111,new,1160,BSSC
2000,QO01,111,old,110,BSSC
2000,QO01,112,new,1415,BSSC
2000,QO01,112,old,165,BSSC
2000,QO01,113,new,1390,BSSC
2000,QO01,113,old,120,BSSC
2000,QO01,114,new,1340,BSSC
2000,QO01,114,old,110,BSSC
2000,QO01,115,new,1352,BSSC
2000,QO01,115,old,119,BSSC
2000,QO01,116,new,1205,BSSC
2000,QO01,116,old,87,BSSC
2000,QO01,117,new,1464,BSSC
2000,QO01,117,old,108,BSSC
2000,QO01,118,new,1144,BSSC
2000,QO01,118,old,81,BSSC
2000,QO01,119,new,1000,BSSC
2000,QO01,119,old,82,BSSC
2000,QO01,120,new,1007,BSSC
2000,QO01,120,old,71,BSSC
2000,QO01,121,new,737,BSSC
2000,QO01,121,old,56,BSSC
2000,QO01,122,new,760,BSSC
2000,QO01,122,old,41,BSSC
2000,QO01,123,new,688,BSSC
2000,QO01,123,old,40,BSSC
2000,QO01,124,new,499,BSSC
2000,QO01,124,old,34,BSSC
2000,QO01,125,new,349,BSSC
2000,QO01,125,old,28,BSSC
2000,QO01,126,new,292,BSSC
2000,QO01,126,old,27,BSSC
2000,QO01,127,new,270,BSSC
2000,QO01,127,old,21,BSSC
2000,QO01,128,new,174,BSSC
2000,QO01,128,old,14,BSSC
2000,QO01,129,new,106,BSSC
2000,QO01,129,old,11,BSSC
2000,QO01,130,new,105,BSSC
2000,QO01,130,old,8,BSSC
2000,QO01,131,new,69,BSSC
2000,QO01,131,old,6,BSSC
2000,QO01,132,new,56,BSSC
2000,QO01,133,new,35,BSSC
2000,QO01,134,new,20,BSSC
2000,QO01,135,new,19,BSSC
2000,QO01,135,old,3,BSSC
2000,QO01,136,new,9,BSSC
2000,QO01,136,old,1,BSSC
2000,QO01,137,new,7,BSSC
2000,QO01,137,old,1,BSSC
2000,QO01,138,new,3,BSSC
2000,QO01,139,new,2,BSSC
2000,QO01,141,new,3,BSSC
2001,QO02,58,old,1,BSSC
2001,QO02,67,new,1,BSSC
2001,QO02,68,new,1,BSSC
2001,QO02,69,new,1,BSSC
2001,QO02,70,new,1,BSSC
2001,QO02,71,new,1,BSSC
2001,QO02,73,old,1,BSSC
2001,QO02,74,new,4,BSSC
2001,QO02,75,new,2,BSSC
2001,QO02,76,new,2,BSSC
2001,QO02,77,new,3,BSSC
