crab_year,fishery,size,sex,shell,total,target_stock
1991,QP91,152,1,old,1,SMBKC_PIBKC
1991,QP91,156,1,new,1,SMBKC_PIBKC
1991,QP91,160,1,new,1,SMBKC_PIBKC
1991,QT91,55,1,new,1,WBT
1991,QT91,58,2,new,2,WBT
1991,QT91,59,2,new,2,WBT
1991,QT91,60,1,old,1,WBT
1991,QT91,60,2,old,1,WBT
1991,QT91,61,2,new,4,WBT
1991,QT91,62,2,old,1,WBT
1991,QT91,63,2,new,1,WBT
1991,QT91,63,2,old,2,WBT
1991,QT91,64,1,old,1,WBT
1991,QT91,64,2,new,1,WBT
1991,QT91,64,2,old,2,WBT
1991,QT91,65,2,new,3,WBT
1991,QT91,66,2,new,2,WBT
1991,QT91,66,2,old,2,WBT
1991,QT91,67,1,new,1,WBT
1991,QT91,67,1,old,1,WBT
1991,QT91,67,2,new,4,WBT
1991,QT91,67,2,old,2,WBT
1991,QT91,68,1,old,2,WBT
1991,QT91,68,2,new,4,WBT
1991,QT91,68,2,old,2,WBT
1991,QT91,69,1,new,1,WBT
1991,QT91,69,2,new,4,WBT
1991,QT91,69,2,old,3,WBT
1991,QT91,70,1,old,1,WBT
1991,QT91,70,2,new,1,WBT
1991,QT91,70,2,old,5,WBT
1991,QT91,71,1,new,1,WBT
1991,QT91,71,1,old,1,WBT
1991,QT91,71,2,new,4,WBT
1991,QT91,71,2,old,1,WBT
1991,QT91,72,1,new,5,WBT
1991,QT91,72,1,old,2,WBT
1991,QT91,72,2,new,6,WBT
1991,QT91,72,2,old,2,WBT
1991,QT91,73,1,new,2,WBT
1991,QT91,73,1,old,6,WBT
1991,QT91,73,2,new,2,WBT
1991,QT91,73,2,old,3,WBT
1991,QT91,74,1,old,2,WBT
1991,QT91,74,2,new,1,WBT
1991,QT91,74,2,old,3,WBT
1991,QT91,75,1,new,6,WBT
1991,QT91,75,1,old,6,WBT
1991,QT91,75,2,new,1,WBT
1991,QT91,75,2,old,3,WBT
1991,QT91,76,1,new,2,WBT
1991,QT91,76,1,old,2,WBT
1991,QT91,76,2,new,4,WBT
1991,QT91,76,2,old,10,WBT
1991,QT91,77,1,new,9,WBT
1991,QT91,77,1,old,4,WBT
1991,QT91,77,2,old,1,WBT
1991,QT91,78,1,new,6,WBT
1991,QT91,78,1,old,13,WBT
1991,QT91,79,1,new,11,WBT
1991,QT91,79,1,old,5,WBT
1991,QT91,80,1,new,8,WBT
1991,QT91,80,1,old,6,WBT
1991,QT91,81,1,new,17,WBT
1991,QT91,81,1,old,10,WBT
1991,QT91,82,1,new,9,WBT
1991,QT91,82,1,old,6,WBT
1991,QT91,82,2,old,1,WBT
1991,QT91,83,1,new,11,WBT
1991,QT91,83,1,old,11,WBT
1991,QT91,83,2,old,1,WBT
1991,QT91,84,1,new,11,WBT
1991,QT91,84,1,old,7,WBT
1991,QT91,85,1,new,14,WBT
1991,QT91,85,1,old,4,WBT
1991,QT91,86,1,new,11,WBT
1991,QT91,86,1,old,5,WBT
1991,QT91,86,2,old,1,WBT
1991,QT91,87,1,new,18,WBT
1991,QT91,87,1,old,11,WBT
1991,QT91,88,1,new,14,WBT
1991,QT91,88,1,old,10,WBT
1991,QT91,88,2,new,1,WBT
1991,QT91,89,1,new,14,WBT
1991,QT91,89,1,old,10,WBT
1991,QT91,90,1,new,21,WBT
1991,QT91,90,1,old,8,WBT
1991,QT91,91,1,new,32,WBT
1991,QT91,91,1,old,11,WBT
1991,QT91,91,2,old,1,WBT
1991,QT91,92,1,new,34,WBT
1991,QT91,92,1,old,3,WBT
1991,QT91,93,1,new,46,WBT
1991,QT91,93,1,old,13,WBT
1991,QT91,94,1,new,49,WBT
1991,QT91,94,1,old,20,WBT
1991,QT91,94,2,new,1,WBT
1991,QT91,95,1,new,49,WBT
1991,QT91,95,1,old,17,WBT
1991,QT91,96,1,new,78,WBT
1991,QT91,96,1,old,19,WBT
1991,QT91,97,1,new,57,WBT
1991,QT91,97,1,old,19,WBT
1991,QT91,98,1,new,98,WBT
1991,QT91,98,1,old,14,WBT
1991,QT91,98,2,new,1,WBT
1991,QT91,99,1,new,63,WBT
1991,QT91,99,1,old,6,WBT
1991,QT91,100,1,new,94,WBT
1991,QT91,100,1,old,9,WBT
1991,QT91,101,1,new,99,WBT
1991,QT91,101,1,old,13,WBT
1991,QT91,102,1,new,135,WBT
1991,QT91,102,1,old,8,WBT
1991,QT91,103,1,new,160,WBT
1991,QT91,103,1,old,9,WBT
1991,QT91,104,1,new,199,WBT
1991,QT91,104,1,old,13,WBT
1991,QT91,105,1,new,203,WBT
1991,QT91,105,1,old,15,WBT
1991,QT91,106,1,new,251,WBT
1991,QT91,106,1,old,12,WBT
1991,QT91,107,1,new,273,WBT
1991,QT91,107,1,old,7,WBT
1991,QT91,108,1,new,291,WBT
1991,QT91,108,1,old,15,WBT
1991,QT91,109,1,new,367,WBT
1991,QT91,109,1,old,7,WBT
1991,QT91,110,1,new,397,WBT
1991,QT91,110,1,old,6,WBT
1991,QT91,111,1,new,358,WBT
1991,QT91,111,1,old,10,WBT
1991,QT91,112,1,new,492,WBT
1991,QT91,112,1,old,13,WBT
1991,QT91,113,1,new,478,WBT
1991,QT91,113,1,old,11,WBT
1991,QT91,114,1,new,489,WBT
1991,QT91,114,1,old,16,WBT
1991,QT91,115,1,new,462,WBT
1991,QT91,115,1,old,15,WBT
1991,QT91,116,1,new,458,WBT
1991,QT91,116,1,old,19,WBT
1991,QT91,117,1,new,455,WBT
1991,QT91,117,1,old,14,WBT
1991,QT91,118,1,new,429,WBT
1991,QT91,118,1,old,21,WBT
1991,QT91,119,1,new,363,WBT
1991,QT91,119,1,old,11,WBT
1991,QT91,120,1,new,338,WBT
1991,QT91,120,1,old,10,WBT
1991,QT91,121,1,new,332,WBT
1991,QT91,121,1,old,14,WBT
1991,QT91,122,1,new,237,WBT
1991,QT91,122,1,old,4,WBT
1991,QT91,123,1,new,213,WBT
1991,QT91,123,1,old,6,WBT
1991,QT91,124,1,new,180,WBT
1991,QT91,124,1,old,7,WBT
1991,QT91,125,1,new,131,WBT
1991,QT91,125,1,old,10,WBT
1991,QT91,126,1,new,90,WBT
1991,QT91,127,1,new,77,WBT
1991,QT91,127,1,old,1,WBT
1991,QT91,128,1,new,66,WBT
1991,QT91,128,1,old,3,WBT
1991,QT91,129,1,new,34,WBT
1991,QT91,129,1,old,1,WBT
1991,QT91,130,1,new,24,WBT
1991,QT91,130,1,old,1,WBT
1991,QT91,131,1,new,21,WBT
1991,QT91,132,1,new,15,WBT
1991,QT91,132,1,old,3,WBT
1991,QT91,133,1,new,17,WBT
1991,QT91,134,1,new,6,WBT
1991,QT91,135,1,new,8,WBT
1991,QT91,136,1,new,3,WBT
1991,QT91,137,1,new,2,WBT
1991,QT91,139,1,new,1,WBT
1991,QT91,140,1,old,1,WBT
1991,QT91,142,1,new,1,WBT
1991,QT91,172,1,new,1,WBT
1991,QT91,198,1,new,1,WBT
1991,TR91,71,1,old,1,BBRKC
1991,TR91,80,1,old,1,BBRKC
1991,TR91,94,1,old,3,BBRKC
1991,TR91,96,1,old,1,BBRKC
1991,TR91,101,1,new,1,BBRKC
1991,TR91,107,1,new,1,BBRKC
1991,TR91,108,1,new,1,BBRKC
1991,TR91,112,1,new,1,BBRKC
1991,TR91,121,1,new,1,BBRKC
1991,TR91,123,1,old,1,BBRKC
1991,TR91,125,1,new,1,BBRKC
1991,TR91,129,1,new,1,BBRKC
1991,TR91,130,1,new,1,BBRKC
1991,TR91,132,1,new,1,BBRKC
1991,TT91,55,1,old,1,EBT
1991,TT91,58,1,old,1,EBT
1991,TT91,59,1,old,1,EBT
1991,TT91,60,1,new,1,EBT
1991,TT91,60,1,old,1,EBT
1991,TT91,61,1,old,1,EBT
1991,TT91,62,1,old,2,EBT
1991,TT91,64,1,new,1,EBT
1991,TT91,64,1,old,1,EBT
1991,TT91,65,1,old,4,EBT
1991,TT91,65,2,new,1,EBT
1991,TT91,66,1,new,2,EBT
1991,TT91,66,1,old,3,EBT
1991,TT91,66,2,old,1,EBT
1991,TT91,67,1,new,2,EBT
1991,TT91,67,1,old,4,EBT
1991,TT91,67,2,old,1,EBT
1991,TT91,68,1,new,3,EBT
1991,TT91,68,1,old,6,EBT
1991,TT91,68,2,old,2,EBT
1991,TT91,69,1,new,2,EBT
1991,TT91,69,1,old,8,EBT
1991,TT91,69,2,new,1,EBT
1991,TT91,69,2,old,1,EBT
1991,TT91,70,1,new,3,EBT
1991,TT91,70,1,old,7,EBT
1991,TT91,70,2,old,1,EBT
1991,TT91,71,1,new,2,EBT
1991,TT91,71,1,old,8,EBT
1991,TT91,71,2,new,3,EBT
1991,TT91,71,2,old,2,EBT
1991,TT91,72,1,new,1,EBT
1991,TT91,72,1,old,4,EBT
1991,TT91,72,2,new,2,EBT
1991,TT91,72,2,old,2,EBT
1991,TT91,73,1,new,1,EBT
1991,TT91,73,1,old,7,EBT
1991,TT91,73,2,old,2,EBT
1991,TT91,74,1,new,4,EBT
1991,TT91,74,1,old,7,EBT
1991,TT91,74,2,old,3,EBT
1991,TT91,75,1,new,1,EBT
1991,TT91,75,1,old,11,EBT
1991,TT91,75,2,old,2,EBT
1991,TT91,76,1,new,2,EBT
1991,TT91,76,1,old,18,EBT
1991,TT91,76,2,old,1,EBT
1991,TT91,77,1,new,3,EBT
1991,TT91,77,1,old,14,EBT
1991,TT91,77,2,new,1,EBT
1991,TT91,78,1,new,1,EBT
1991,TT91,78,1,old,8,EBT
1991,TT91,78,2,new,1,EBT
1991,TT91,78,2,old,1,EBT
1991,TT91,79,1,new,4,EBT
1991,TT91,79,1,old,17,EBT
1991,TT91,80,1,new,4,EBT
1991,TT91,80,1,old,13,EBT
1991,TT91,80,2,old,2,EBT
1991,TT91,81,1,new,5,EBT
1991,TT91,81,1,old,6,EBT
1991,TT91,81,2,new,1,EBT
1991,TT91,82,1,new,2,EBT
1991,TT91,82,1,old,9,EBT
1991,TT91,82,2,new,1,EBT
1991,TT91,83,1,new,3,EBT
1991,TT91,83,1,old,7,EBT
1991,TT91,84,1,new,7,EBT
1991,TT91,84,1,old,10,EBT
1991,TT91,84,2,new,1,EBT
1991,TT91,85,1,new,2,EBT
1991,TT91,85,1,old,13,EBT
1991,TT91,86,1,new,1,EBT
1991,TT91,86,1,old,12,EBT
1991,TT91,86,2,new,2,EBT
1991,TT91,87,1,new,7,EBT
1991,TT91,87,1,old,12,EBT
1991,TT91,88,1,new,5,EBT
1991,TT91,88,1,old,6,EBT
1991,TT91,88,2,old,2,EBT
1991,TT91,89,1,new,7,EBT
1991,TT91,89,1,old,8,EBT
1991,TT91,89,2,new,1,EBT
1991,TT91,90,1,new,10,EBT
1991,TT91,90,1,old,9,EBT
1991,TT91,90,2,old,1,EBT
1991,TT91,91,1,new,10,EBT
1991,TT91,91,1,old,7,EBT
1991,TT91,91,2,new,2,EBT
1991,TT91,92,1,new,4,EBT
1991,TT91,92,1,old,14,EBT
1991,TT91,92,2,new,2,EBT
1991,TT91,93,1,new,13,EBT
1991,TT91,93,1,old,10,EBT
1991,TT91,94,1,new,9,EBT
1991,TT91,94,1,old,14,EBT
1991,TT91,94,2,new,2,EBT
1991,TT91,94,2,old,1,EBT
1991,TT91,95,1,new,14,EBT
1991,TT91,95,1,old,11,EBT
1991,TT91,95,2,new,4,EBT
1991,TT91,96,1,new,7,EBT
1991,TT91,96,1,old,11,EBT
1991,TT91,96,2,new,1,EBT
1991,TT91,97,1,new,4,EBT
1991,TT91,97,1,old,6,EBT
1991,TT91,97,2,new,2,EBT
1991,TT91,98,1,new,12,EBT
1991,TT91,98,1,old,18,EBT
1991,TT91,98,2,new,3,EBT
1991,TT91,99,1,new,9,EBT
1991,TT91,99,1,old,10,EBT
1991,TT91,99,2,new,2,EBT
1991,TT91,100,1,new,11,EBT
1991,TT91,100,1,old,10,EBT
1991,TT91,100,2,new,2,EBT
1991,TT91,100,2,old,1,EBT
1991,TT91,101,1,new,12,EBT
1991,TT91,101,1,old,7,EBT
1991,TT91,101,2,new,1,EBT
1991,TT91,102,1,new,13,EBT
1991,TT91,102,1,old,15,EBT
1991,TT91,102,2,new,1,EBT
1991,TT91,102,2,old,1,EBT
1991,TT91,103,1,new,14,EBT
1991,TT91,103,1,old,5,EBT
1991,TT91,104,1,new,14,EBT
1991,TT91,104,1,old,10,EBT
1991,TT91,105,1,new,17,EBT
1991,TT91,105,1,old,10,EBT
1991,TT91,105,2,new,1,EBT
1991,TT91,106,1,new,22,EBT
1991,TT91,106,1,old,6,EBT
1991,TT91,107,1,new,27,EBT
1991,TT91,107,1,old,6,EBT
1991,TT91,107,2,new,1,EBT
1991,TT91,108,1,new,18,EBT
1991,TT91,108,1,old,6,EBT
1991,TT91,108,2,new,1,EBT
1991,TT91,109,1,new,21,EBT
1991,TT91,109,1,old,5,EBT
1991,TT91,110,1,new,32,EBT
1991,TT91,110,1,old,6,EBT
1991,TT91,111,1,new,39,EBT
1991,TT91,111,1,old,10,EBT
1991,TT91,111,2,new,1,EBT
1991,TT91,112,1,new,27,EBT
1991,TT91,112,1,old,10,EBT
1991,TT91,113,1,new,30,EBT
1991,TT91,113,1,old,3,EBT
1991,TT91,114,1,new,28,EBT
1991,TT91,114,2,new,1,EBT
1991,TT91,115,1,new,51,EBT
1991,TT91,115,1,old,3,EBT
1991,TT91,116,1,new,38,EBT
1991,TT91,116,1,old,3,EBT
1991,TT91,117,1,new,45,EBT
1991,TT91,117,1,old,3,EBT
1991,TT91,118,1,new,59,EBT
1991,TT91,118,1,old,4,EBT
1991,TT91,119,1,new,55,EBT
1991,TT91,119,1,old,2,EBT
1991,TT91,120,1,new,60,EBT
1991,TT91,120,1,old,2,EBT
1991,TT91,121,1,new,74,EBT
1991,TT91,121,1,old,2,EBT
1991,TT91,122,1,new,68,EBT
1991,TT91,122,1,old,2,EBT
1991,TT91,123,1,new,69,EBT
1991,TT91,123,1,old,1,EBT
1991,TT91,124,1,new,54,EBT
1991,TT91,124,1,old,2,EBT
1991,TT91,125,1,new,61,EBT
1991,TT91,125,1,old,3,EBT
1991,TT91,126,1,new,67,EBT
1991,TT91,126,1,old,3,EBT
1991,TT91,127,1,new,65,EBT
1991,TT91,127,1,old,1,EBT
1991,TT91,128,1,new,55,EBT
1991,TT91,128,1,old,2,EBT
1991,TT91,129,1,new,42,EBT
1991,TT91,130,1,new,60,EBT
1991,TT91,130,1,old,2,EBT
1991,TT91,131,1,new,54,EBT
1991,TT91,131,1,old,4,EBT
1991,TT91,132,1,new,47,EBT
1991,TT91,133,1,new,21,EBT
1991,TT91,134,1,new,26,EBT
1991,TT91,134,1,old,1,EBT
1991,TT91,135,1,new,20,EBT
1991,TT91,136,1,new,9,EBT
1991,TT91,137,1,new,10,EBT
1991,TT91,138,1,new,6,EBT
1991,TT91,139,1,new,4,EBT
1991,TT91,140,1,new,3,EBT
1991,TT91,141,1,new,3,EBT
1991,TT91,142,1,new,2,EBT
1991,TT91,143,1,old,1,EBT
1991,TT91,144,1,new,1,EBT
1991,TT91,145,1,new,1,EBT
1991,TT91,151,1,new,1,EBT
1991,TT91,158,1,new,1,EBT
1991,TT91,199,1,new,1,EBT
1992,QP92,84,1,new,1,SMBKC_PIBKC
1992,QP92,88,1,new,2,SMBKC_PIBKC
1992,QP92,90,1,new,2,SMBKC_PIBKC
1992,QP92,92,1,new,1,SMBKC_PIBKC
1992,QP92,93,1,new,2,SMBKC_PIBKC
1992,QP92,94,1,new,1,SMBKC_PIBKC
1992,QP92,95,1,new,1,SMBKC_PIBKC
1992,QP92,96,1,new,3,SMBKC_PIBKC
1992,QP92,97,1,new,2,SMBKC_PIBKC
1992,QP92,98,1,new,2,SMBKC_PIBKC
1992,QP92,99,1,new,1,SMBKC_PIBKC
1992,QP92,100,1,new,6,SMBKC_PIBKC
1992,QP92,101,1,new,1,SMBKC_PIBKC
1992,QP92,102,1,new,2,SMBKC_PIBKC
1992,QP92,103,1,new,2,SMBKC_PIBKC
1992,QP92,104,1,new,2,SMBKC_PIBKC
1992,QP92,106,1,new,1,SMBKC_PIBKC
1992,QP92,107,1,new,2,SMBKC_PIBKC
1992,QP92,108,1,new,1,SMBKC_PIBKC
1992,QP92,110,1,new,2,SMBKC_PIBKC
1992,QT92,56,1,new,1,WBT
1992,QT92,57,2,old,1,WBT
1992,QT92,61,1,new,1,WBT
1992,QT92,61,1,old,1,WBT
1992,QT92,61,2,old,1,WBT
1992,QT92,62,1,new,1,WBT
1992,QT92,62,1,old,1,WBT
1992,QT92,63,1,new,3,WBT
1992,QT92,63,2,old,2,WBT
1992,QT92,64,1,new,2,WBT
1992,QT92,64,2,old,1,WBT
1992,QT92,65,1,new,2,WBT
1992,QT92,65,2,old,1,WBT
1992,QT92,66,1,new,3,WBT
1992,QT92,66,2,new,1,WBT
1992,QT92,66,2,old,3,WBT
1992,QT92,67,1,new,3,WBT
1992,QT92,67,1,old,3,WBT
1992,QT92,67,2,new,1,WBT
1992,QT92,67,2,old,2,WBT
1992,QT92,68,1,new,5,WBT
1992,QT92,68,1,old,3,WBT
1992,QT92,68,2,new,8,WBT
1992,QT92,68,2,old,2,WBT
1992,QT92,69,1,new,3,WBT
1992,QT92,69,1,old,1,WBT
1992,QT92,69,2,new,1,WBT
1992,QT92,69,2,old,3,WBT
1992,QT92,70,1,new,6,WBT
1992,QT92,70,2,new,3,WBT
1992,QT92,70,2,old,2,WBT
1992,QT92,71,1,new,8,WBT
1992,QT92,71,1,old,6,WBT
1992,QT92,71,2,new,4,WBT
1992,QT92,71,2,old,2,WBT
1992,QT92,72,1,new,16,WBT
1992,QT92,72,1,old,1,WBT
1992,QT92,72,2,old,4,WBT
1992,QT92,73,1,new,15,WBT
1992,QT92,73,1,old,3,WBT
1992,QT92,73,2,new,3,WBT
1992,QT92,73,2,old,4,WBT
1992,QT92,74,1,new,12,WBT
1992,QT92,74,1,old,3,WBT
1992,QT92,74,2,old,5,WBT
1992,QT92,75,1,new,16,WBT
1992,QT92,75,1,old,5,WBT
1992,QT92,75,2,old,1,WBT
1992,QT92,76,1,new,44,WBT
1992,QT92,76,1,old,4,WBT
1992,QT92,76,2,new,1,WBT
1992,QT92,76,2,old,1,WBT
1992,QT92,77,1,new,31,WBT
1992,QT92,77,1,old,7,WBT
1992,QT92,77,2,old,4,WBT
1992,QT92,78,1,new,23,WBT
1992,QT92,78,1,old,7,WBT
1992,QT92,78,2,old,3,WBT
1992,QT92,79,1,new,21,WBT
1992,QT92,79,1,old,3,WBT
1992,QT92,80,1,new,28,WBT
1992,QT92,80,1,old,16,WBT
1992,QT92,80,2,old,1,WBT
1992,QT92,81,1,new,29,WBT
1992,QT92,81,1,old,6,WBT
1992,QT92,82,1,new,55,WBT
1992,QT92,82,1,old,10,WBT
1992,QT92,83,1,new,44,WBT
1992,QT92,83,1,old,3,WBT
1992,QT92,84,1,new,49,WBT
1992,QT92,84,1,old,11,WBT
1992,QT92,85,1,new,42,WBT
1992,QT92,85,1,old,10,WBT
1992,QT92,86,1,new,54,WBT
1992,QT92,86,1,old,12,WBT
1992,QT92,87,1,new,49,WBT
1992,QT92,87,1,old,12,WBT
1992,QT92,88,1,new,37,WBT
1992,QT92,88,1,old,11,WBT
1992,QT92,88,2,old,1,WBT
1992,QT92,89,1,new,42,WBT
1992,QT92,89,1,old,9,WBT
1992,QT92,90,1,new,62,WBT
1992,QT92,90,1,old,17,WBT
1992,QT92,90,2,old,1,WBT
1992,QT92,91,1,new,46,WBT
1992,QT92,91,1,old,13,WBT
1992,QT92,91,2,old,2,WBT
1992,QT92,92,1,new,71,WBT
1992,QT92,92,1,old,18,WBT
1992,QT92,92,2,old,1,WBT
1992,QT92,93,1,new,62,WBT
1992,QT92,93,1,old,11,WBT
1992,QT92,94,1,new,51,WBT
1992,QT92,94,1,old,23,WBT
1992,QT92,95,1,new,78,WBT
1992,QT92,95,1,old,9,WBT
1992,QT92,96,1,new,49,WBT
1992,QT92,96,1,old,14,WBT
1992,QT92,97,1,new,54,WBT
1992,QT92,97,1,old,19,WBT
1992,QT92,98,1,new,57,WBT
1992,QT92,98,1,old,12,WBT
1992,QT92,99,1,new,46,WBT
1992,QT92,99,1,old,13,WBT
1992,QT92,100,1,new,55,WBT
1992,QT92,100,1,old,19,WBT
1992,QT92,101,1,new,42,WBT
1992,QT92,101,1,old,11,WBT
1992,QT92,102,1,new,61,WBT
1992,QT92,102,1,old,14,WBT
1992,QT92,103,1,new,56,WBT
1992,QT92,103,1,old,9,WBT
1992,QT92,104,1,new,61,WBT
1992,QT92,104,1,old,15,WBT
1992,QT92,105,1,new,65,WBT
1992,QT92,105,1,old,14,WBT
1992,QT92,106,1,new,53,WBT
1992,QT92,106,1,old,10,WBT
1992,QT92,107,1,new,68,WBT
1992,QT92,107,1,old,10,WBT
1992,QT92,108,1,new,69,WBT
1992,QT92,108,1,old,18,WBT
1992,QT92,109,1,new,62,WBT
1992,QT92,109,1,old,7,WBT
1992,QT92,110,1,new,76,WBT
1992,QT92,110,1,old,18,WBT
1992,QT92,111,1,new,74,WBT
1992,QT92,111,1,old,16,WBT
1992,QT92,112,1,new,113,WBT
1992,QT92,112,1,old,12,WBT
1992,QT92,113,1,new,65,WBT
1992,QT92,113,1,old,20,WBT
1992,QT92,114,1,new,94,WBT
1992,QT92,114,1,old,15,WBT
1992,QT92,115,1,new,128,WBT
1992,QT92,115,1,old,18,WBT
1992,QT92,116,1,new,96,WBT
1992,QT92,116,1,old,10,WBT
1992,QT92,117,1,new,120,WBT
1992,QT92,117,1,old,25,WBT
1992,QT92,118,1,new,99,WBT
1992,QT92,118,1,old,22,WBT
1992,QT92,119,1,new,80,WBT
1992,QT92,119,1,old,15,WBT
1992,QT92,120,1,new,112,WBT
1992,QT92,120,1,old,17,WBT
1992,QT92,121,1,new,92,WBT
1992,QT92,121,1,old,13,WBT
1992,QT92,122,1,new,100,WBT
1992,QT92,122,1,old,14,WBT
1992,QT92,123,1,new,74,WBT
1992,QT92,123,1,old,15,WBT
1992,QT92,124,1,new,72,WBT
1992,QT92,124,1,old,10,WBT
1992,QT92,125,1,new,67,WBT
1992,QT92,125,1,old,10,WBT
1992,QT92,126,1,new,52,WBT
1992,QT92,126,1,old,6,WBT
1992,QT92,127,1,new,34,WBT
1992,QT92,127,1,old,11,WBT
1992,QT92,128,1,new,42,WBT
1992,QT92,128,1,old,11,WBT
1992,QT92,129,1,new,27,WBT
1992,QT92,129,1,old,4,WBT
1992,QT92,130,1,new,25,WBT
1992,QT92,130,1,old,6,WBT
1992,QT92,131,1,new,8,WBT
1992,QT92,131,1,old,3,WBT
1992,QT92,132,1,new,12,WBT
1992,QT92,132,1,old,7,WBT
1992,QT92,133,1,new,11,WBT
1992,QT92,133,1,old,4,WBT
1992,QT92,134,1,new,10,WBT
1992,QT92,134,1,old,2,WBT
1992,QT92,135,1,new,6,WBT
1992,QT92,136,1,new,1,WBT
1992,QT92,136,1,old,1,WBT
1992,QT92,137,1,new,2,WBT
1992,QT92,138,1,new,3,WBT
1992,QT92,139,1,old,1,WBT
1992,QT92,140,1,new,1,WBT
1992,QT92,140,1,old,1,WBT
1992,QT92,141,1,new,1,WBT
1992,QT92,141,1,old,1,WBT
1992,QT92,142,1,new,2,WBT
1992,QT92,143,1,new,2,WBT
1992,QT92,145,1,new,2,WBT
1992,QT92,150,1,new,1,WBT
1992,QT92,152,1,new,1,WBT
1992,QT92,156,1,new,1,WBT
1992,QT92,196,1,new,1,WBT
1992,TR92,96,1,old,1,BBRKC
1992,TR92,100,1,old,1,BBRKC
1992,TR92,109,1,old,1,BBRKC
1992,TR92,111,1,old,1,BBRKC
1992,TR92,112,1,new,1,BBRKC
1992,TR92,115,1,old,1,BBRKC
1992,TR92,118,1,new,1,BBRKC
1992,TR92,119,1,old,1,BBRKC
1992,TR92,122,1,new,1,BBRKC
1992,TR92,123,1,new,1,BBRKC
1992,TR92,123,1,old,1,BBRKC
1992,TR92,127,1,new,1,BBRKC
1992,TR92,134,1,new,1,BBRKC
1992,TR92,135,1,old,1,BBRKC
1992,TR92,141,1,new,1,BBRKC
1992,TR92,142,1,new,1,BBRKC
1992,TR92,143,1,new,1,BBRKC
1992,TR92,173,1,old,1,BBRKC
1992,TT92,64,1,old,1,EBT
1992,TT92,65,2,old,1,EBT
1992,TT92,66,1,new,1,EBT
1992,TT92,66,2,old,1,EBT
1992,TT92,67,1,old,4,EBT
1992,TT92,69,1,new,1,EBT
1992,TT92,69,1,old,6,EBT
1992,TT92,69,2,old,1,EBT
1992,TT92,70,1,old,1,EBT
1992,TT92,71,1,new,1,EBT
1992,TT92,71,1,old,8,EBT
1992,TT92,71,2,old,3,EBT
1992,TT92,72,1,new,1,EBT
1992,TT92,72,1,old,6,EBT
1992,TT92,72,2,old,1,EBT
1992,TT92,73,1,old,2,EBT
1992,TT92,73,2,old,3,EBT
1992,TT92,74,1,old,4,EBT
1992,TT92,74,2,old,3,EBT
1992,TT92,75,1,new,4,EBT
1992,TT92,75,1,old,6,EBT
1992,TT92,75,2,old,1,EBT
1992,TT92,76,1,old,10,EBT
1992,TT92,76,2,old,1,EBT
1992,TT92,77,1,old,7,EBT
1992,TT92,77,2,old,1,EBT
1992,TT92,78,1,old,12,EBT
1992,TT92,79,1,new,1,EBT
1992,TT92,79,1,old,13,EBT
1992,TT92,79,2,old,1,EBT
1992,TT92,80,1,old,7,EBT
1992,TT92,80,2,old,1,EBT
1992,TT92,81,1,new,1,EBT
1992,TT92,81,1,old,6,EBT
1992,TT92,82,1,new,3,EBT
