crab_year,fishery,group,count,obs_effort,ft_effort,cpue,avg_wt,total_catch_n,total_catch_wt,target_stock
1993,QT93,legal_male,2792,112,40100,24.928571428571427,4.6880659079395407e-4,999635.7142857142,468.6358112501648,WBT
1993,TR93,female,4,558,254389,0.007168458781362007,2.779349529038161e-4,1823.5770609318997,0.5068358045465869,BBRKC
1993,TR93,sublegal_male,6,558,254389,0.010752688172043012,5.780203719785243e-4,2735.3655913978496,1.5810970366370412,BBRKC
1993,TR93,legal_male,34,558,254389,0.06093189964157706,6.385699022841802e-4,15500.405017921146,9.898092117659122,BBRKC
1993,TT93,female,3,896,286620,0.0033482142857142855,2.0031921089549236e-4,959.6651785714286,0.19223937129531032,EBT
1993,TT93,sublegal_male,17,896,286620,0.018973214285714284,1.6074202775594144e-4,5438.102678571428,0.8741316516985881,EBT
1993,TT93,legal_male,596,896,286620,0.6651785714285714,6.722519451742325e-4,190653.48214285713,128.16717422477652,EBT
1994,QO95,female,2039,1530,507603,1.3326797385620914,1.1549060647435624e-4,676472.2333333333,78.1261884907289,BSSC
1994,QO95,sublegal_male,35420,1530,507603,23.15032679738562,1.6531361229608506e-4,11751175.333333334,1942.629243077985,BSSC
1994,QO95,legal_male,264394,1530,507603,172.8065359477124,4.560008547492299e-4,87717116.06666666,39999.07990253741,BSSC
1994,QP94,female,0,203,60860,0,7.068729797710487e-5,0,0,SMBKC_PIBKC
1994,QP94,sublegal_male,1,203,60860,0.0049261083743842365,4.704537493359728e-4,299.8029556650246,0.14104342455461727,SMBKC_PIBKC
1994,QP94,legal_male,10,203,60860,0.04926108374384237,3.7105865856572166e-4,2998.0295566502464,1.1124448256310258,SMBKC_PIBKC
1994,QT94,female,0,6,21282,0,1.3467779578500504e-4,0,0,WBT
1994,QT94,sublegal_male,3,6,21282,0.5,1.8132150875930817e-4,10641,1.929442174707798,WBT
1994,QT94,legal_male,25,6,21282,4.166666666666667,6.605108981412918e-4,88675,58.57080389267905,WBT
1994,TT94,female,0,411,228254,0,2.7905000449540793e-4,0,0,EBT
1994,TT94,sublegal_male,24,411,228254,0.058394160583941604,2.1751957338613233e-4,13328.700729927006,2.899253296565153,EBT
1994,TT94,legal_male,63,411,228254,0.15328467153284672,7.951994477069116e-4,34987.8394160584,27.82231058010775,EBT
1995,QO96,female,563,1394,520685,0.40387374461979914,1.0133891431168487e-4,210291.00071736012,21.310661702215018,BSSC
1995,QO96,sublegal_male,14873,1394,520685,10.669296987087519,1.6605878438868824e-4,5555342.901721665,922.5134891222276,BSSC
1995,QO96,legal_male,264015,1394,520685,189.39383070301292,4.4220025428797784e-4,98614526.73959829,43607.36880073896,BSSC
1995,QP95,female,0,47,48560,0,7.068729797710487e-5,0,0,SMBKC_PIBKC
1995,QP95,sublegal_male,1,47,48560,0.02127659574468085,1.6443520837506882e-4,1033.191489361702,0.16989305784453917,SMBKC_PIBKC
1995,QP95,legal_male,3,47,48560,0.06382978723404255,2.9692258050622623e-4,3099.574468085106,0.9203336495350433,SMBKC_PIBKC
1995,QR95,female,75,34,71763,2.2058823529411766,9.770101010344495e-5,158300.73529411765,15.466141738353354,PIRKC
1995,QR95,sublegal_male,802,34,71763,23.58823529411765,1.5107829449669316e-4,1692762.5294117648,255.73967593143783,PIRKC
1995,QR95,legal_male,1235,34,71763,36.3235294117647,3.461704591523208e-4,2606685.4411764704,902.3574960377287,PIRKC
1995,QT95,female,164,39,46454,4.205128205128205,8.297105669289548e-5,195345.02564102566,16.207983197136663,WBT
1995,QT95,sublegal_male,259,39,46454,6.641025641025641,1.6083985224642002e-4,308502.2051282051,49.619449090515275,WBT
1995,QT95,legal_male,781,39,46454,20.025641025641026,3.3921755051461426e-4,930271.1282051282,315.5642934242103,WBT
1995,TT95,female,200,382,201988,0.5235602094240838,1.361684182383657e-4,105752.87958115184,14.400202336717806,EBT
1995,TT95,sublegal_male,306,382,201988,0.8010471204188482,1.94958268913914e-4,161801.9057591623,31.544619453778534,EBT
1995,TT95,legal_male,733,382,201988,1.918848167539267,4.3535681820825356e-4,387584.3036649215,168.73746923102178,EBT
1996,QO97,female,2408,1733,754140,1.3894979803808425,9.597859792643205e-5,1047876.0069244086,100.57366994535293,BSSC
1996,QO97,sublegal_male,8381,1733,754140,4.836122331217542,1.6651182454771604e-4,3647113.294864397,607.287489060103,BSSC
1996,QO97,legal_male,390036,1733,754140,225.06405077899595,4.5285016443600423e-4,169729803.25447202,76862.1693134783,BSSC
1996,QP96,female,10,96,91085,0.10416666666666667,6.944859303246385e-5,9488.020833333334,0.6589296975377053,SMBKC_PIBKC
1996,QP96,sublegal_male,2702,96,91085,28.145833333333332,1.5477194655021955e-4,2563663.2291666665,396.7831482773466,SMBKC_PIBKC
1996,QP96,legal_male,1308,96,91085,13.625,2.6074790053250526e-4,1241033.125,323.59678183504417,SMBKC_PIBKC
1996,QT96,female,0,34,8533,0,1.3467779578500504e-4,0,0,WBT
1996,QT96,sublegal_male,51,34,8533,1.5,1.5196301186494706e-4,12799.5,1.94505057036539,WBT
1996,QT96,legal_male,3572,34,8533,105.05882352941177,5.278440822329379e-4,896466.9411764706,473.1947698174632,WBT
1996,TR96,female,0,84,77081,0,2.606128456723377e-4,0,0,BBRKC
1996,TR96,sublegal_male,1,84,77081,0.011904761904761904,2.0134574804342862e-4,917.6309523809523,0.18476109053494666,BBRKC
1996,TR96,legal_male,0,84,77081,0,5.850813068482548e-4,0,0,BBRKC
1996,TT96,female,1,100,64989,0.01,9.239052114811368e-5,649.89,0.0600436757889476,EBT
1996,TT96,sublegal_male,161,100,64989,1.61,1.492875042350107e-4,104632.29000000001,15.620293436493867,EBT
1996,TT96,legal_male,2583,100,64989,25.83,5.974568548860942e-4,1678665.8699999999,1002.930431094829,EBT
1997,QO98,female,4965,3851,930794,1.2892755128538043,8.250812674529436e-5,1200049.911711244,99.01387021615062,BSSC
1997,QO98,sublegal_male,13846,3851,930794,3.5954297585042845,1.6342747087668062e-4,3346604.446637237,546.9271007385769,BSSC
1997,QO98,legal_male,965586,3851,930794,250.7364320955596,5.013004863077817e-4,233383966.5759543,116995.49594096495,BSSC
1997,QP97,female,2,133,81117,0.015037593984962405,7.297446925785482e-5,1219.8045112781954,0.08901458680886329,SMBKC_PIBKC
1997,QP97,sublegal_male,321,133,81117,2.4135338345864663,2.0590455279435245e-4,195778.62406015038,40.31171003379892,SMBKC_PIBKC
1997,QP97,legal_male,380,133,81117,2.857142857142857,3.5477496161454534e-4,231762.85714285716,82.22365874653451,SMBKC_PIBKC
1997,TR97,female,2,604,91085,0.0033112582781456954,2.1277576076038357e-4,301.60596026490066,0.06417443764523026,BBRKC
1997,TR97,sublegal_male,41,604,91085,0.06788079470198675,1.496687715185889e-4,6182.922185430463,0.9253903678884063,BBRKC
1997,TR97,legal_male,69,604,91085,0.11423841059602649,4.5355700377858107e-4,10405.405629139073,4.7194446002531,BBRKC
1998,QO99,female,214,2291,945533,0.09340899170667831,8.605421802822191e-5,88321.28415539066,7.60041904324053,BSSC
1998,QO99,sublegal_male,3534,2291,945533,1.5425578350065474,1.6350258189606383e-4,1458539.3374072458,238.47494746305887,BSSC
1998,QO99,legal_male,415857,2291,945533,181.5176778699258,5.06113698778425e-4,171630954.50938454,86864.77721161621,BSSC
1998,QP98,female,11,304,181326,0.03618421052631579,1.1526493627158014e-4,6561.138157894738,0.7562691716387696,SMBKC_PIBKC
1998,QP98,sublegal_male,177,304,181326,0.5822368421052632,1.6237222076951772e-4,105574.67763157895,17.142394864065402,SMBKC_PIBKC
1998,QP98,legal_male,1800,304,181326,5.921052631578948,4.786385974480099e-4,1073640.7894736843,513.8859216366583,SMBKC_PIBKC
1998,TR98,female,0,592,145689,0,2.606128456723377e-4,0,0,BBRKC
1998,TR98,sublegal_male,8,592,145689,0.013513513513513514,3.2843944829520297e-4,1968.7702702702704,0.6466218213875653,BBRKC
1998,TR98,legal_male,50,592,145689,0.08445945945945946,4.333723351267129e-4,12304.814189189188,5.332566058469229,BBRKC
1999,QO00,female,304,784,182634,0.3877551020408163,1.1325635862137825e-4,70817.26530612244,8.020505596095491,BSSC
1999,QO00,sublegal_male,3036,784,182634,3.872448979591837,1.5885910326706424e-4,707240.8469387755,112.35164673853292,BSSC
1999,QO00,legal_male,144802,784,182634,184.69642857142858,5.667716678512286e-4,33731847.53571429,19118.255487520146,BSSC
1999,TR99,female,1,441,151212,0.0022675736961451248,2.711883317932249e-4,342.8843537414966,0.09298623588915449,BBRKC
1999,TR99,sublegal_male,31,441,151212,0.07029478458049887,1.4919430853915298e-4,10629.414965986396,1.5858482160260645,BBRKC
1999,TR99,legal_male,149,441,151212,0.3378684807256236,5.037154817250843e-4,51089.768707482996,25.734707455712933,BBRKC
2000,QB01,female,0,1351,4262,0,1.2709921329813478e-4,0,0,PIGKC
2000,QB01,sublegal_male,0,1351,4262,0,1.5394862405409404e-4,0,0,PIGKC
2000,QB01,legal_male,13,1351,4262,0.009622501850481125,5.080158345871472e-4,41.01110288675056,0.020834289660351946,PIGKC
2000,QO01,female,60,1491,191200,0.04024144869215292,1.194206869899945e-4,7694.164989939638,0.9188424689129557,BSSC
2000,QO01,sublegal_male,1967,1491,191200,1.3192488262910798,1.6556520940078437e-4,252240.37558685444,41.76223060337005,BSSC
2000,QO01,legal_male,210849,1491,191200,141.41448692152917,5.424767440646226e-4,27038449.89939638,14667.73026597897,BSSC
2000,TR00,female,1,1101,104056,9.082652134423251e-4,2.6360425569018394e-4,94.51044504995458,0.024913355522341307,BBRKC
2000,TR00,sublegal_male,23,1101,104056,0.02089009990917348,1.6951102509803713e-4,2173.7402361489553,0.36847293572645873,BBRKC
2000,TR00,legal_male,1310,1101,104056,1.189827429609446,6.113847973518968e-4,123808.68301544052,75.69474657580034,BBRKC
2001,QB02,female,2,1504,5279,0.0013297872340425532,1.2709921329813478e-4,7.019946808510638,8.922297167564541e-4,PIGKC
2001,QB02,sublegal_male,0,1504,5279,0,1.5394862405409404e-4,0,0,PIGKC
2001,QB02,legal_male,6,1504,5279,0.003989361702127659,6.62981209754357e-4,21.059840425531913,0.01396227848255286,PIGKC
2001,QO02,female,1642,2415,326977,0.6799171842650104,7.19303929847326e-5,222317.2811594203,15.991369401094392,BSSC
2001,QO02,sublegal_male,6867,2415,326977,2.8434782608695652,1.660977692213903e-4,929751.9913043479,154.42973168479767,BSSC
2001,QO02,legal_male,279783,2415,326977,115.85217391304347,4.917788640322589e-4,37880996.26956522,18629.07331385702,BSSC
2001,TB02,female,0,20,80,0,NA,0,0,BBGKC
2001,TB02,sublegal_male,0,20,80,0,NA,0,0,BBGKC
2001,TB02,legal_male,0,20,80,0,NA,0,0,BBGKC
2001,TR01,female,5,660,66947,0.007575757575757576,2.908460734891589e-4,507.17424242424244,0.14750963698392972,BBRKC
2001,TR01,sublegal_male,1,660,66947,0.0015151515151515152,1.859731809151066e-4,101.43484848484849,0.018864161428369153,BBRKC
2001,TR01,legal_male,161,660,66947,0.24393939393939393,6.34616026903292e-4,16331.010606060605,10.363921066133704,BBRKC
2002,QB03,female,0,593,2854,0,1.2709921329813478e-4,0,0,PIGKC
2002,QB03,sublegal_male,1,593,2854,0.0016863406408094434,1.2087233789633068e-4,4.812816188870151,5.817363446140434e-4,PIGKC
2002,QB03,legal_male,0,593,2854,0,5.388000200824766e-4,0,0,PIGKC
2002,QO03,female,212,1612,153862,0.1315136476426799,9.072837861594859e-5,20234.952853598013,1.83588446377711,BSSC
2002,QO03,sublegal_male,9876,1612,153862,6.126550868486352,1.641109056365446e-4,942643.3697270472,154.69805709818985,BSSC
2002,QO03,legal_male,406235,1612,153862,252.00682382133996,4.432871820565666e-4,38774273.92679901,17188.138625300136,BSSC
2002,TR02,female,0,738,72514,0,2.606128456723377e-4,0,0,BBRKC
2002,TR02,sublegal_male,8,738,72514,0.01084010840108401,1.7011337524418946e-4,786.059620596206,0.13371925520278757,BBRKC
2002,TR02,legal_male,203,738,72514,0.2750677506775068,5.728070774641754e-4,19946.262872628726,11.425360542402649,BBRKC
2003,QB04,female,0,552,2312,0,1.2709921329813478e-4,0,0,PIGKC
2003,QB04,sublegal_male,0,552,2312,0,1.5394862405409404e-4,0,0,PIGKC
2003,QB04,legal_male,0,552,2312,0,5.388000200824766e-4,0,0,PIGKC
2003,QO04,female,90,1627,123709,0.05531653349723417,1.2003074547110568e-4,6843.153042409343,0.8213887610532582,BSSC
2003,QO04,sublegal_male,2309,1627,123709,1.419176398279041,1.640835017194e-4,175564.89305470188,28.807302431407454,BSSC
2003,QO04,legal_male,260702,1627,123709,160.23478795328825,5.381506166653576e-4,19822485.382913336,10667.48273265485,BSSC
2003,TB04,female,0,10,36,0,NA,0,0,BBGKC
2003,TB04,sublegal_male,0,10,36,0,NA,0,0,BBGKC
2003,TB04,legal_male,0,10,36,0,NA,0,0,BBGKC
2003,TR03,female,1,1010,134515,9.900990099009901e-4,2.4165917003463193e-4,133.18316831683168,0.032184933918028236,BBRKC
2003,TR03,sublegal_male,14,1010,134515,0.013861386138613862,1.5516069991900413e-4,1864.5643564356435,0.28930711058858194,BBRKC
2003,TR03,legal_male,155,1010,134515,0.15346534653465346,4.972222109530475e-4,20643.39108910891,10.264352558895173,BBRKC
2004,QB05,female,0,602,2397,0,1.2709921329813478e-4,0,0,PIGKC
2004,QB05,sublegal_male,0,602,2397,0,1.5394862405409404e-4,0,0,PIGKC
2004,QB05,legal_male,0,602,2397,0,5.388000200824766e-4,0,0,PIGKC
2004,QO05o,female,125,637,75095,0.19623233908948196,1.003272953827305e-4,14736.067503924647,1.4784297972461042,BSSC
2004,QO05o,sublegal_male,5919,637,75095,9.291993720565149,1.531927255642568e-4,697782.2684458399,106.89516755362813,BSSC
2004,QO05o,legal_male,216232,637,75095,339.45368916797486,5.793693217669816e-4,25491274.788069073,14768.862584939336,BSSC
2004,TR04,female,0,762,97621,0,2.606128456723377e-4,0,0,BBRKC
2004,TR04,sublegal_male,149,762,97621,0.19553805774278216,1.752041946450877e-4,19088.620734908138,3.3444064227451027,BBRKC
2004,TR04,legal_male,105,762,97621,0.13779527559055119,5.499849385666032e-4,13451.712598425198,7.398239327060486,BBRKC
2005,QO05r,female,853,2583,117375,0.3302361595044522,9.116584785769808e-5,38761.469221835076,3.5337222058186635,BSSC
2005,QO05r,sublegal_male,8651,2583,117375,3.3492063492063493,1.612468604516987e-4,393113.09523809527,63.38825240959249,BSSC
2005,QO05r,legal_male,648613,2583,117375,251.10840108401084,5.879914566148114e-4,29473848.577235773,17330.37115697325,BSSC
2005,QT05,female,16,160,6346,0.1,1.7450704012293656e-4,634.6,0.11074216766201554,WBT
2005,QT05,sublegal_male,258,160,6346,1.6125,1.5769303370141797e-4,10232.925000000001,1.6136609868890825,WBT
2005,QT05,legal_male,2726,160,6346,17.0375,6.131303860635938e-4,108119.975,66.29164201293611,WBT
2005,TR05,female,4,1855,114944,0.00215633423180593,2.638886628766322e-4,247.85768194070084,0.06540683227103314,BBRKC
2005,TR05,sublegal_male,11,1855,114944,0.005929919137466307,1.4608512120375925e-4,681.6086253369272,0.09957287864587273,BBRKC
2005,TR05,legal_male,251,1855,114944,0.1353099730458221,5.447610031794908e-4,15553.069541778976,8.472705766099898,BBRKC
2006,QO06,female,137,1118,86328,0.12254025044722719,1.1811097193118592e-4,10578.654740608228,1.2494551931376852,BSSC
2006,QO06,sublegal_male,5267,1118,86328,4.711091234347048,1.6936427781291194e-4,406699.084078712,68.88029666216381,BSSC
2006,QO06,legal_male,556083,1118,86328,497.3908765652952,4.796667714257705e-4,42938759.5921288,20596.296182583756,BSSC
2006,QT06,female,0,141,4517,0,1.3467779578500504e-4,0,0,WBT
2006,QT06,sublegal_male,13,141,4517,0.09219858156028368,1.4334712205850279e-4,416.46099290780137,0.05969848478295987,WBT
2006,QT06,legal_male,889,141,4517,6.304964539007092,5.266935095233401e-4,28479.524822695035,14.99998087842233,WBT
2006,TR06,female,1,1324,71708,7.552870090634441e-4,2.3880566971540762e-4,54.16012084592145,0.01293374393047768,BBRKC
2006,TR06,sublegal_male,9,1324,71708,0.006797583081570997,1.3836679597940585e-4,487.441087613293,0.0674456615217682,BBRKC
2006,TR06,legal_male,190,1324,71708,0.14350453172205438,5.543368395573463e-4,10290.422960725075,5.704360541756688,BBRKC
2006,TT06,female,1,280,15273,0.0035714285714285713,1.7115887336913887e-4,54.54642857142857,0.00933610526059592,EBT
2006,TT06,sublegal_male,136,280,15273,0.4857142857142857,1.5951506388333633e-4,7418.314285714286,1.1833328771923808,EBT
2006,TT06,legal_male,2204,280,15273,7.871428571428571,5.571438605689367e-4,120220.32857142856,66.98001797915175,EBT
2007,QO07,female,1890,1731,140857,1.0918544194107451,1.1943295116531237e-4,153795.3379549393,18.36823108742498,BSSC
2007,QO07,sublegal_male,6608,1731,140857,3.8174465626805314,1.6525894747037377e-4,537714.0704794916,88.86206132745116,BSSC
2007,QO07,legal_male,846717,1731,140857,489.1490467937608,4.97363694409953e-4,68900067.28422877,34268.392009578354,BSSC
2007,QT07,female,0,103,7268,0,1.3467779578500504e-4,0,0,WBT
2007,QT07,sublegal_male,31,103,7268,0.30097087378640774,1.5164214025117922e-4,2187.4563106796113,0.3317105566574047,WBT
2007,QT07,legal_male,2182,103,7268,21.184466019417474,5.643752066826185e-4,153968.6990291262,86.89611633721698,WBT
2007,TR07,female,1,1979,113214,5.053057099545225e-4,3.1958813286230155e-4,57.20768064679131,0.018282895843290858,BBRKC
2007,TR07,sublegal_male,25,1979,113214,0.012632642748863061,1.59203158202448e-4,1430.1920161697826,0.22769108581015599,BBRKC
2007,TR07,legal_male,355,1979,113214,0.1793835270338555,5.722308698932249e-4,20308.726629610916,11.621280305685955,BBRKC
2007,TT07,female,10,773,26441,0.0129366106080207,1.5404451358489495e-4,342.0569210866753,0.05269199202714369,EBT
2007,TT07,sublegal_male,445,773,26441,0.5756791720569211,1.6105388256731283e-4,15221.53298835705,2.451486986401335,EBT
2007,TT07,legal_male,15112,773,26441,19.54980595084088,5.3369196659391e-4,516916.4191461837,275.8741402988087,EBT
2008,QO08,female,1523,1657,163537,0.9191309595654797,1.1569140103145719e-4,150311.91973445987,17.3897965858076,BSSC
2008,QO08,sublegal_male,2252,1657,163537,1.3590826795413398,1.663901351728391e-4,222260.30416415207,36.9819220534296,BSSC
2008,QO08,legal_male,625146,1657,163537,377.2757996378998,5.127152907374745e-4,61698552.44538322,31633.79125511598,BSSC
2008,QT08,female,0,77,2336,0,1.3467779578500504e-4,0,0,WBT
2008,QT08,sublegal_male,2,77,2336,0.025974025974025976,1.7500479545577903e-4,60.67532467532468,0.010618472784018177,WBT
2008,QT08,legal_male,566,77,2336,7.35064935064935,5.576384790066677e-4,17171.116883116883,9.575275501547011,WBT
2008,TR08,female,2,1846,139937,0.0010834236186348862,3.047822866017965e-4,151.61105092091006,0.04620836277377638,BBRKC
2008,TR08,sublegal_male,5,1846,139937,0.0027085590465872156,1.4804083729535032e-4,379.02762730227516,0.056111567303898796,BBRKC
2008,TR08,legal_male,182,1846,139937,0.09859154929577464,5.366087896191946e-4,13796.605633802816,7.403379850008291,BBRKC
2008,TT08,female,0,607,19401,0,1.787720827325911e-4,0,0,EBT
2008,TT08,sublegal_male,67,607,19401,0.11037891268533773,1.6625249427365765e-4,2141.461285008237,0.3560232800230915,EBT
2008,TT08,legal_male,1270,607,19401,2.0922570016474467,5.123593090238778e-4,40591.87808896211,20.797626609642112,EBT
2009,QB10,female,0,314,1159,0,1.2709921329813478e-4,0,0,PIGKC
2009,QB10,sublegal_male,0,314,1159,0,1.5394862405409404e-4,0,0,PIGKC
2009,QB10,legal_male,0,314,1159,0,5.388000200824766e-4,0,0,PIGKC
2009,QO09,female,1288,1643,137292,0.7839318320146075,1.1532716147116503e-4,107627.56908094948,12.41238203814763,BSSC
2009,QO09,sublegal_male,3181,1643,137292,1.9360925136944613,1.6431855841014212e-4,265810.01339013997,43.677518211248376,BSSC
2009,QO09,legal_male,555407,1643,137292,338.0444309190505,5.60642199478468e-4,46410796.00973828,26019.850754446175,BSSC
2009,QP09,female,138,988,10697,0.1396761133603239,7.636297891180863e-5,1494.1153846153848,0.11409510160719347,SMBKC_PIBKC
2009,QP09,sublegal_male,311,988,10697,0.3147773279352227,1.3579507924509562e-4,3367.173076923077,0.4572455348127217,SMBKC_PIBKC
2009,QP09,legal_male,1158,988,10697,1.1720647773279351,4.09285195568909e-4,12537.576923076922,5.131444622921778,SMBKC_PIBKC
2009,TR09,female,0,2063,118521,0,2.606128456723377e-4,0,0,BBRKC
2009,TR09,sublegal_male,3,2063,118521,0.001454192922927775,1.7420720328660208e-4,172.35239941832282,0.030025029482401402,BBRKC
2009,TR09,legal_male,354,2063,118521,0.17159476490547745,5.521196753837493e-4,20337.583131362095,11.228779796577655,BBRKC
2009,TT09,female,0,354,6635,0,1.787720827325911e-4,0,0,EBT
2009,TT09,sublegal_male,15,354,6635,0.0423728813559322,1.8074077467416448e-4,281.14406779661016,0.05081419660860514,EBT
2009,TT09,legal_male,371,354,6635,1.0480225988700564,5.273964210799187e-4,6953.629943502824,3.6673195457175467,EBT
2010,QB10,female,0,169,664,0,1.2709921329813478e-4,0,0,PIGKC
2010,QB10,sublegal_male,0,169,664,0,1.5394862405409404e-4,0,0,PIGKC
