crab_year,fishery,sex,total_catch_n,total_catch_wt,retained_n,retained_wt,discard_n,discard_wt,discard_mortality_n,discard_mortality_wt,total_mortality_n,total_mortality_wt,target_stock
1992,QP92,2,0,0,0,0,0,0,0,0,0,0,SMBKC_PIBKC
1992,QT92,1,4240650.849056604,2258.770648434094,0,0,4240650.849056604,2258.770648434094,1272195.2547169812,677.6311945302281,1272195.2547169812,677.6311945302281,WBT
1992,QT92,2,55032.54716981132,6.842209046362288,0,0,55032.54716981132,6.842209046362288,16509.764150943396,2.052662713908686,16509.764150943396,2.052662713908686,WBT
1992,TR92,1,12881.211072664359,11.43594374058492,0,0,12881.211072664359,11.43594374058492,3864.3633217993074,3.430783122175476,3864.3633217993074,3.430783122175476,BBRKC
1992,TR92,2,0,0,0,0,0,0,0,0,0,0,BBRKC
1992,TT92,1,1927167.8676470588,1265.3955573149726,0,0,1927167.8676470588,1265.3955573149726,578150.3602941176,379.61866719449176,578150.3602941176,379.61866719449176,EBT
1992,TT92,2,56754.7818627451,12.57389239496625,0,0,56754.7818627451,12.57389239496625,17026.43455882353,3.772167718489875,17026.43455882353,3.772167718489875,EBT
1993,QO94,1,177178551.58531666,90214.93689543761,114810186,67944.778543056,62368365.58531666,22270.158352381608,18710509.675594997,6681.047505714482,133520695.675595,74625.82604877048,BSSC
1993,QO94,2,1153548.722872126,115.55903111038312,0,0,1153548.722872126,115.55903111038312,346064.61686163774,34.667709333114935,346064.61686163774,34.667709333114935,BSSC
1993,QP93,1,136843,41.00378169921906,0,0,136843,41.00378169921906,41052.9,12.301134509765719,41052.9,12.301134509765719,SMBKC_PIBKC
1993,QP93,2,3490.892857142857,0.2501577474054399,0,0,3490.892857142857,0.2501577474054399,1047.267857142857,0.07504732422163196,1047.267857142857,0.07504732422163196,SMBKC_PIBKC
1993,QR93,1,471166.94545454544,258.88349044650454,0,0,471166.94545454544,258.88349044650454,141350.08363636362,77.66504713395136,141350.08363636362,77.66504713395136,PIRKC
1993,QR93,2,0,0,0,0,0,0,0,0,0,0,PIRKC
1993,QT93,1,1031142.857142857,473.8953546945094,0,0,1031142.857142857,473.8953546945094,309342.8571428571,142.16860640835282,309342.8571428571,142.16860640835282,WBT
1993,QT93,2,15037.5,1.5438612472517224,0,0,15037.5,1.5438612472517224,4511.25,0.4631583741755167,4511.25,0.4631583741755167,WBT
1993,TR93,1,18235.770609318995,11.479189154296163,0,0,18235.770609318995,11.479189154296163,5470.731182795698,3.443756746288849,5470.731182795698,3.443756746288849,BBRKC
1993,TR93,2,1823.5770609318997,0.5068358045465869,0,0,1823.5770609318997,0.5068358045465869,547.0731182795699,0.1520507413639761,547.0731182795699,0.1520507413639761,BBRKC
1993,TT93,1,196091.58482142855,129.0413058764751,0,0,196091.58482142855,129.0413058764751,58827.475446428565,38.712391762942524,58827.475446428565,38.712391762942524,EBT
1993,TT93,2,959.6651785714286,0.19223937129531032,0,0,959.6651785714286,0.19223937129531032,287.89955357142856,0.05767181138859309,287.89955357142856,0.05767181138859309,EBT
1994,QO95,1,99468291.39999999,41941.709145615394,60591399,34159.644749704,38876892.39999999,7782.064395911395,11663067.719999997,2334.6193187734184,72254466.72,36494.264068477416,BSSC
1994,QO95,2,676472.2333333333,78.1261884907289,0,0,676472.2333333333,78.1261884907289,202941.66999999998,23.43785654721867,202941.66999999998,23.43785654721867,BSSC
