"idx","objFun","maxGrad","seed","folder","npar","bmsy","status","ofl_tot","ofl_directed","ofl_disc","fmsy","fofl","has_hessian","mmb_terminal","rec_terminal","terminal_year","seed_used","exit_code","elapsed_s","complete","note","converged","meets_conventional","mode"
1,-19218.076357412,0.0201042970930213,20260822,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/001",407,NA,NA,46.71677595,46.55084662,0.16592933,33.40610013,31.3409117,FALSE,121.00533043,1826762.5979684,2024,20260822,134,66.3,TRUE,"",FALSE,FALSE,NA
2,-19219.7944859565,0.00538777275093846,20260823,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/002",407,NA,NA,51.42928147,51.26920329,0.16007818,39.36525394,37.80063102,FALSE,128.83474662,2036181.38161621,2024,20260823,134,58.4,TRUE,"",TRUE,FALSE,"minor"
3,-19225.0690761032,0.00174706109592012,20260824,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/003",407,NA,NA,50.23527008,50.0795774,0.15569268,40.58792782,39.03255746,FALSE,127.43998295,2006405.60997253,2024,20260824,134,63.8,TRUE,"",TRUE,FALSE,"minor"
4,-19223.8723032768,0.00122999067906554,20260825,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/004",407,NA,NA,49.47452925,49.294727,0.17980225,29.74936669,27.34888338,FALSE,121.07487278,1537496.08153915,2024,20260825,134,73.3,TRUE,"",TRUE,FALSE,"minor"
5,-19226.9975564153,0.00925857026444181,20260826,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/005",407,NA,NA,50.35378219,50.19899458,0.15478761,41.37547411,39.22932532,FALSE,128.0581775,2039882.66735634,2024,20260826,134,57.7,TRUE,"",TRUE,FALSE,"A"
6,-19217.4268637045,0.0289225534660571,20260827,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/006",407,NA,NA,50.62224543,50.47867497,0.14357046,47.30051553,46.47384076,FALSE,128.81691892,2110316.75132731,2024,20260827,134,56.8,TRUE,"",FALSE,FALSE,NA
7,-19211.9886454571,0.0165089899859263,20260828,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/007",407,NA,NA,50.37536237,50.22630628,0.14905609,43.04452134,41.95067914,FALSE,126.89006308,1990489.07588317,2024,20260828,134,56.9,TRUE,"",FALSE,FALSE,NA
8,-19226.9975564158,0.00149437821977223,20260829,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/008",407,NA,NA,50.35378063,50.19899301,0.15478762,41.37546879,39.22931917,FALSE,128.05817026,2039882.37060246,2024,20260829,134,59.2,TRUE,"",TRUE,FALSE,"A"
9,-19163.2701713815,0.0145041794118816,20260830,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/009",407,NA,NA,71.63591383,71.46688138,0.16903245,43.4600332,42.2299726,FALSE,130.23797809,2571385.82800964,2024,20260830,134,62.1,TRUE,"",FALSE,FALSE,NA
10,-19223.7537120249,0.00144475220430974,20260831,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/010",407,NA,NA,49.36724804,49.1851114,0.18213664,28.93539115,26.73266107,FALSE,120.35063842,1500085.97321489,2024,20260831,134,58.2,TRUE,"",TRUE,FALSE,"E"
11,-19206.5745172668,0.00715642642421317,20260832,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/011",407,NA,NA,50.89963134,50.73433073,0.16530061,36.04186726,34.27671093,FALSE,126.6164275,1885690.49082096,2024,20260832,134,58.7,TRUE,"",TRUE,FALSE,"minor"
12,-19217.4268637003,0.00157961385460062,20260833,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/012",407,NA,NA,50.62224407,50.47867358,0.14357049,47.30050431,46.47382818,FALSE,128.81691198,2110316.66720076,2024,20260833,134,57.9,TRUE,"",TRUE,FALSE,"minor"
13,-19223.7537120252,0.00331169110746139,20260834,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/013",407,NA,NA,49.36725041,49.18511376,0.18213665,28.93539843,26.7326689,FALSE,120.3506446,1500086.20020212,2024,20260834,134,59.4,TRUE,"",TRUE,FALSE,"E"
14,-19163.8041132587,0.00735654476431544,20260835,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/014",407,NA,NA,72.26350929,72.09773649,0.1657728,45.72536899,44.92607973,FALSE,131.51698724,2618959.47913026,2024,20260835,134,58.1,TRUE,"",TRUE,FALSE,"minor"
15,-19225.9429632014,0.00168748036575818,20260836,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/015",407,NA,NA,43.06025013,42.90881908,0.15143105,41.75903331,39.10018236,FALSE,121.93172552,2018063.38000895,2024,20260836,134,63.5,TRUE,"",TRUE,FALSE,"minor"
16,-19227.0037091952,0.0116567624945143,20260837,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/016",407,NA,NA,50.35966073,50.20487978,0.15478095,41.38727994,39.24218592,FALSE,128.0696525,2040176.0698718,2024,20260837,134,59.1,TRUE,"",FALSE,FALSE,NA
17,-19210.7450023585,0.011888253853774,20260838,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/017",407,NA,NA,51.68001362,51.53057173,0.14944189,44.67566758,43.56496185,FALSE,129.45815825,2109040.44521196,2024,20260838,134,58.3,TRUE,"",FALSE,FALSE,NA
18,-19221.4296789467,0.00986774530343055,20260839,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/018",407,NA,NA,49.92609781,49.75059025,0.17550756,31.72176347,29.66678643,FALSE,122.59861698,1607568.61400085,2024,20260839,134,59.2,TRUE,"",TRUE,FALSE,"minor"
19,-19224.2815988803,0.00410711775941329,20260840,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/019",407,NA,NA,49.70150201,49.52226789,0.17923412,30.15440506,27.77061641,FALSE,121.51923663,1543010.25426022,2024,20260840,134,60.3,TRUE,"",TRUE,FALSE,"minor"
20,-19160.2958558042,0.000945531020608394,20260841,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/020",407,NA,NA,71.72738464,71.55872375,0.16866089,43.49417814,42.39647858,FALSE,130.39316633,2559276.35902016,2024,20260841,134,61.1,TRUE,"",TRUE,TRUE,"minor"
21,-19225.0481591576,0.00697155335830638,20260842,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/021",407,NA,NA,43.61701785,43.46624726,0.15077059,42.22812079,40.72224847,FALSE,122.28430743,1996707.01300441,2024,20260842,134,57.9,TRUE,"",TRUE,FALSE,"minor"
22,-19225.9095773286,0.00151003031094753,20260843,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/022",407,NA,NA,50.2647199,50.10912257,0.15559733,40.89367298,38.75445149,FALSE,127.75460429,2024714.9251316,2024,20260843,134,58.5,TRUE,"",TRUE,FALSE,"minor"
23,-19225.0690761026,0.00634976110436319,20260844,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/023",407,NA,NA,50.23526752,50.07957484,0.15569268,40.5879476,39.0325728,FALSE,127.43998794,2006405.40707109,2024,20260844,134,62.1,TRUE,"",TRUE,FALSE,"minor"
24,-19220.0692531795,0.0118264451472536,20260845,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/024",407,NA,NA,43.36960143,43.21596094,0.15364049,40.63854398,38.61332694,FALSE,121.43651214,1972493.10684224,2024,20260845,134,63.4,TRUE,"",FALSE,FALSE,NA
25,-19212.4288274348,0.0306234779133858,20260846,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/025",407,NA,NA,52.22616571,52.08091025,0.14525546,48.00528928,46.80604853,FALSE,131.55831385,2201383.29186255,2024,20260846,134,55.8,TRUE,"",FALSE,FALSE,NA
26,-19226.8631924012,0.00161224103828801,20260847,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/026",407,NA,NA,49.10375559,48.94988154,0.15387405,41.32538971,38.87569253,FALSE,126.68376764,2034905.27252755,2024,20260847,134,56.9,TRUE,"",TRUE,FALSE,"B"
27,-19220.9463235454,0.00605436278810167,20260848,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/027",407,NA,NA,51.82632679,51.66887386,0.15745293,41.0984992,39.35585355,FALSE,130.18666649,2097021.44036609,2024,20260848,134,55.9,TRUE,"",TRUE,FALSE,"minor"
28,-19164.2999078297,0.00342139619090718,20260849,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/028",407,NA,NA,68.58275496,68.404207,0.17854796,39.50631272,38.98046976,FALSE,128.57889373,2546815.56812344,2024,20260849,134,63.9,TRUE,"",TRUE,FALSE,"minor"
29,-19217.3061993398,0.00572321499839019,20260850,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/029",407,NA,NA,50.49841499,50.33413673,0.16427826,36.14714608,34.39692214,FALSE,126.11456704,1891925.09285148,2024,20260850,134,55.6,TRUE,"",TRUE,FALSE,"minor"
30,-19192.9602637515,0.00401615577718742,20260851,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/030",407,NA,NA,73.42728202,73.23471759,0.19256443,37.95101717,37.95101717,FALSE,127.68487216,2403708.84382186,2024,20260851,134,59.9,TRUE,"",TRUE,FALSE,"minor"
31,-19212.4317176557,0.00425740587108026,20260852,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/031",407,NA,NA,43.97238215,43.82017533,0.15220682,42.25377835,40.13360869,FALSE,122.83187979,2050597.54699631,2024,20260852,134,56,TRUE,"",TRUE,FALSE,"minor"
32,-19208.1523666179,0.0108873237487978,20260853,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/032",407,NA,NA,52.01264847,51.87060791,0.14204056,50.07651247,49.51890281,FALSE,131.83226421,2233830.75868311,2024,20260853,134,62,TRUE,"",FALSE,FALSE,NA
33,-19225.0170392905,0.00478684927825377,20260854,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/033",407,NA,NA,50.16965971,50.01353445,0.15612526,40.26600623,38.69939229,FALSE,127.2109858,1996123.37126421,2024,20260854,134,67.5,TRUE,"",TRUE,FALSE,"D"
34,-19190.901342434,0.00739669096992738,20260855,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/034",407,NA,NA,69.43994311,69.25068323,0.18925988,36.92936873,36.39803624,FALSE,122.02113946,2257870.44593791,2024,20260855,134,59.5,TRUE,"",TRUE,FALSE,"minor"
35,-19217.9066545711,0.0106335436072015,20260856,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/035",407,NA,NA,50.58885214,50.44505783,0.14379431,47.07969802,46.21804536,FALSE,128.67990184,2101034.17473328,2024,20260856,134,56.8,TRUE,"",FALSE,FALSE,NA
36,-19223.7537120246,0.00481449222436405,20260857,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/25_gmacs_update_newmat_plus_group/jitter/036",407,NA,NA,49.36725177,49.18511513,0.18213664,28.93539577,26.73266548,FALSE,120.3506411,1500086.12787126,2024,20260857,134,58.1,TRUE,"",TRUE,FALSE,"E"
