"label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"base",TRUE,2025,2025,2026,235,-14178.2686550822,0.00550549897334731,FALSE,134.25119046,74.35054931,152.7,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00551 > 1e-03"
