"idx","objFun","maxGrad","seed","folder","npar","bmsy","status","ofl_tot","ofl_directed","ofl_disc","fmsy","fofl","has_hessian","mmb_terminal","rec_terminal","terminal_year","seed_used","exit_code","elapsed_s","complete","note","converged","meets_conventional","mode"
43,-23545.2941958622,0.00276972434285787,20260864,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/043",412,NA,NA,80.17832437,79.95114523,0.22717914,56.48171555,56.48171555,FALSE,135.2907909,977855.19011679,2025,20260864,134,47.3,TRUE,"",TRUE,FALSE,"minor"
44,-23544.5231546434,0.000987159617195686,20260865,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/044",412,NA,NA,81.24836119,81.02498484,0.22337635,58.56977365,58.56977365,FALSE,137.49330815,1021050.32074182,2025,20260865,134,49.5,TRUE,"",TRUE,TRUE,"minor"
45,-23545.1589422274,0.00370123343871885,20260866,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/045",412,NA,NA,80.86983248,80.6450855,0.22474698,57.96202078,57.96202078,FALSE,136.70455564,1010784.09468861,2025,20260866,134,48.2,TRUE,"",TRUE,FALSE,"minor"
46,-23544.9233497143,0.00791281002475651,20260867,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/046",412,NA,NA,80.18753461,79.96024817,0.22728644,56.34371723,56.34371723,FALSE,135.25915032,977076.84701227,2025,20260867,134,53.9,TRUE,"",TRUE,FALSE,"A"
47,-23536.4508142053,0.00176708882578783,20260868,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/047",412,NA,NA,82.42037704,82.20840883,0.21196821,67.04105165,67.04105165,FALSE,142.05977352,1146405.82983994,2025,20260868,134,50.3,TRUE,"",TRUE,FALSE,"minor"
48,-23544.9255327625,0.0101095554196323,20260869,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/048",412,NA,NA,81.65375917,81.43326662,0.22049255,60.32813125,60.32813125,FALSE,138.56303716,1048592.06139955,2025,20260869,134,48.1,TRUE,"",FALSE,FALSE,NA
49,-23385.1582267515,0.00165242305067482,20260870,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/049",412,NA,NA,79.87889691,79.59377639,0.28512052,33.49904566,33.49904566,FALSE,126.2044118,635073.69941406,2025,20260870,134,58.7,TRUE,"",TRUE,FALSE,"minor"
50,-23541.7760823292,0.0220851730300237,20260871,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/050",412,NA,NA,81.19145954,80.98314861,0.20831093,68.31252743,68.31252743,FALSE,140.72210506,1139627.78007875,2025,20260871,134,52.1,TRUE,"",FALSE,FALSE,NA
51,-23544.9233497147,0.00181380018787509,20260872,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/051",412,NA,NA,80.1875288,79.96024237,0.22728643,56.34374155,56.34374155,FALSE,135.25914827,977076.74053442,2025,20260872,134,47.6,TRUE,"",TRUE,FALSE,"A"
52,-23544.5610072109,0.00631086253863655,20260873,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/052",412,NA,NA,81.43596521,81.21388467,0.22208054,59.18144443,59.18144443,FALSE,137.92522034,1030765.72611735,2025,20260873,134,47.9,TRUE,"",TRUE,FALSE,"C"
53,-23544.5610072108,0.00634134399124789,20260874,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/053",412,NA,NA,81.43597659,81.21389575,0.22208084,59.18125618,59.18125618,FALSE,137.92517275,1030764.09543765,2025,20260874,134,47.1,TRUE,"",TRUE,FALSE,"C"
54,-23544.2443016809,0.00559984697437614,20260875,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/054",412,NA,NA,81.68629257,81.46702241,0.21927016,61.14317554,61.14317554,FALSE,138.84067693,1056265.85665178,2025,20260875,134,44.8,TRUE,"",TRUE,FALSE,"minor"
55,-23545.126110993,0.00433301446198494,20260876,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/055",412,NA,NA,80.65227709,80.4261444,0.22613269,57.06817587,57.06817587,FALSE,136.13822085,994891.20023263,2025,20260876,134,50.1,TRUE,"",TRUE,FALSE,"minor"
56,-23534.3812056494,0.00546654580343397,20260877,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/056",412,NA,NA,81.67398157,81.45445521,0.21952636,62.80609196,62.80609196,FALSE,139.26593803,1095118.28383692,2025,20260877,134,47.3,TRUE,"",TRUE,FALSE,"minor"
57,-23544.9233497141,0.0126701270696555,20260878,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/057",412,NA,NA,80.1874887,79.96020257,0.22728613,56.34391851,56.34391851,FALSE,135.25914309,977077.77550161,2025,20260878,134,49.1,TRUE,"",FALSE,FALSE,NA
58,-23541.9413711973,0.00339485245229392,20260879,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/058",412,NA,NA,80.13839757,79.9273482,0.21104937,66.82543992,66.82543992,FALSE,138.75448041,1104312.53391583,2025,20260879,134,51.1,TRUE,"",TRUE,FALSE,"minor"
59,-23545.0027191648,0.000680590820902629,20260880,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/059",412,NA,NA,84.863508,84.62745479,0.23605321,51.73962475,51.73962475,FALSE,142.00733119,1029079.07949665,2025,20260880,134,54.8,TRUE,"",TRUE,TRUE,"minor"
60,-23526.5634015854,0.0100300425679186,20260881,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/060",412,NA,NA,83.40279453,83.18189057,0.22090396,62.59590792,62.59590792,FALSE,141.81739254,1125557.43371289,2025,20260881,134,48.3,TRUE,"",FALSE,FALSE,NA
61,-23544.5610072108,0.0239812796341724,20260882,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/061",412,NA,NA,81.43593436,81.21385389,0.22208047,59.18147846,59.18147846,FALSE,137.92519529,1030765.55599584,2025,20260882,134,50.6,TRUE,"",FALSE,FALSE,NA
62,-23544.8412234439,0.00945729409863403,20260883,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/062",412,NA,NA,80.26294459,80.03669765,0.22624694,56.9947769,56.9947769,FALSE,135.55920554,985329.07707223,2025,20260883,134,48.7,TRUE,"",TRUE,FALSE,"minor"
63,-23544.6544152081,0.00932360050436544,20260884,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/063",412,NA,NA,80.20584288,79.97904343,0.22679945,56.6218452,56.6218452,FALSE,135.37242339,979922.44669688,2025,20260884,134,50.7,TRUE,"",TRUE,FALSE,"B"
64,-23534.3812056497,0.00661501213246221,20260885,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/064",412,NA,NA,81.67400812,81.45448173,0.21952639,62.80609138,62.80609138,FALSE,139.26596762,1095118.21467683,2025,20260885,134,47.5,TRUE,"",TRUE,FALSE,"minor"
65,-23541.4378597447,0.000590146460993572,20260886,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/065",412,NA,NA,81.20040429,80.99267431,0.20772998,68.7327539,68.7327539,FALSE,140.84647868,1142607.98077914,2025,20260886,134,51.5,TRUE,"",TRUE,TRUE,"minor"
66,-23544.5610072107,0.0127823774768614,20260887,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/066",412,NA,NA,81.4359696,81.21388892,0.22208068,59.18136093,59.18136093,FALSE,137.92520763,1030765.87869686,2025,20260887,134,45.7,TRUE,"",FALSE,FALSE,NA
67,-23522.758754213,0.00167658201563073,20260888,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/067",412,NA,NA,81.84762285,81.64832367,0.19929918,78.61797827,78.61797827,FALSE,144.37344861,1343676.2755248,2025,20260888,134,47.9,TRUE,"",TRUE,FALSE,"minor"
68,-23537.5507514328,0.0169965722595054,20260889,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/068",412,NA,NA,82.79293381,82.56629601,0.2266378,57.7651339,57.7651339,FALSE,139.385095,1033792.96181625,2025,20260889,134,49,TRUE,"",FALSE,FALSE,NA
69,-23541.731847941,0.00235723454183681,20260890,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/069",412,NA,NA,79.83664004,79.6232174,0.21342264,64.86273664,64.86273664,FALSE,137.81722251,1075204.53698024,2025,20260890,134,49.7,TRUE,"",TRUE,FALSE,"minor"
70,-23536.8249700269,0.000492424456391715,20260891,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/070",412,NA,NA,82.63156694,82.41948724,0.2120797,67.20628939,67.20628939,FALSE,142.3706809,1148284.89153124,2025,20260891,134,63.4,TRUE,"",TRUE,TRUE,"minor"
71,-23544.5610072111,0.000816605322861634,20260892,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/071",412,NA,NA,81.4359618,81.21388123,0.22208057,59.18141543,59.18141543,FALSE,137.92520652,1030765.5862732,2025,20260892,134,49,TRUE,"",TRUE,TRUE,"C"
72,-23544.5610072111,0.00423750143140852,20260893,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/072",412,NA,NA,81.43596065,81.21388007,0.22208058,59.18140178,59.18140178,FALSE,137.92520469,1030765.47207872,2025,20260893,134,49.1,TRUE,"",TRUE,FALSE,"C"
73,-23544.9404389722,0.0131001604817799,20260894,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/073",412,NA,NA,81.42700962,81.20501276,0.22199686,59.31537848,59.31537848,FALSE,137.95431428,1031447.09476463,2025,20260894,134,47.3,TRUE,"",FALSE,FALSE,NA
74,-23245.5537238753,0.00306088328421097,20260895,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/074",412,NA,NA,76.3130515,76.03223683,0.28081467,33.86281902,33.86281902,FALSE,121.98877752,618108.78628725,2025,20260895,134,56.9,TRUE,"",TRUE,FALSE,"minor"
75,-23544.9233497147,0.00169323975531874,20260896,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/075",412,NA,NA,80.18752257,79.96023616,0.22728641,56.3437395,56.3437395,FALSE,135.25914057,977076.66488867,2025,20260896,134,47.9,TRUE,"",TRUE,FALSE,"A"
76,-23542.1467877535,0.0026966517156038,20260897,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_update_newmat_plus_group/jitter/076",412,NA,NA,81.18357954,80.97540811,0.20817143,68.51022869,68.51022869,FALSE,140.76683065,1141036.82526587,2025,20260897,134,52.6,TRUE,"",TRUE,FALSE,"minor"
