"label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"base",TRUE,2025,2025,2026,412,-23884.7838769978,0.00504619732508801,FALSE,153.84122794,84.96312791,478.9,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00505 > 1e-03"
