"idx","objFun","maxGrad","seed","folder","npar","bmsy","status","ofl_tot","ofl_directed","ofl_disc","fmsy","fofl","has_hessian","mmb_terminal","rec_terminal","terminal_year","seed_used","exit_code","elapsed_s","complete","note","converged","meets_conventional","mode"
1,-23880.9818918271,0.0102430197284933,20260822,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/001",412,NA,NA,93.58033585,93.33839601,0.24193984,55.42257702,55.42257702,FALSE,152.97709485,967191.37093461,2025,20260822,134,113.3,TRUE,"",FALSE,FALSE,NA
2,-23880.1587369735,0.00699604557151433,20260823,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/002",412,NA,NA,89.55802121,89.33736559,0.22065562,66.17737665,66.17737665,FALSE,150.58799812,1107347.23203653,2025,20260823,134,107.5,TRUE,"",TRUE,FALSE,"A"
3,-23875.5355161229,0.00990173918193258,20260824,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/003",412,NA,NA,92.25980203,92.04318086,0.21662117,70.81099595,70.81099595,FALSE,155.66313415,1172637.54107861,2025,20260824,134,110.4,TRUE,"",TRUE,FALSE,"F"
4,-23874.0379950364,0.00614053776321409,20260825,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/004",412,NA,NA,92.31738554,92.09281518,0.22457036,64.9876436,64.9876436,FALSE,154.83558753,1112972.43858435,2025,20260825,134,126.4,TRUE,"",TRUE,FALSE,"minor"
5,-23874.7005549645,0.00990630092031908,20260826,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/005",412,NA,NA,92.25376608,92.03738446,0.21638162,71.03576533,71.03576533,FALSE,155.7215011,1174416.17383514,2025,20260826,134,107.1,TRUE,"",TRUE,FALSE,"G"
6,-23880.1587369733,0.0107067026447629,20260827,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/006",412,NA,NA,89.55804407,89.3373886,0.22065547,66.17748686,66.17748686,FALSE,150.58807708,1107348.55383077,2025,20260827,134,111.8,TRUE,"",FALSE,FALSE,NA
7,-23880.1587369738,0.00320601070667301,20260828,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/007",412,NA,NA,89.55800559,89.33735008,0.22065551,66.17744083,66.17744083,FALSE,150.58801022,1107347.71913579,2025,20260828,134,111.6,TRUE,"",TRUE,FALSE,"A"
8,-23878.4917889995,0.00889164234794933,20260829,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/008",412,NA,NA,90.16391426,89.95501124,0.20890302,74.99782022,74.99782022,FALSE,153.97551454,1204500.00937007,2025,20260829,134,104.7,TRUE,"",TRUE,FALSE,"C"
9,-23880.1587369737,0.00246951662332467,20260830,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/009",412,NA,NA,89.55801024,89.33735471,0.22065553,66.17743228,66.17743228,FALSE,150.58800757,1107347.52453942,2025,20260830,134,108.2,TRUE,"",TRUE,FALSE,"A"
10,-23880.1587369735,0.0119757378704586,20260831,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/010",412,NA,NA,89.55800657,89.33735103,0.22065554,66.17741942,66.17741942,FALSE,150.58799544,1107347.67267745,2025,20260831,134,107.1,TRUE,"",FALSE,FALSE,NA
11,-23876.384374817,0.00865751870886694,20260832,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/011",412,NA,NA,91.94240416,91.71267424,0.22972992,62.03704237,62.03704237,FALSE,152.55408063,1072431.57162574,2025,20260832,134,107.3,TRUE,"",TRUE,FALSE,"D"
12,-23875.5339691734,0.00107147966839839,20260833,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/012",412,NA,NA,92.2619373,92.04546431,0.21647299,70.94302598,70.94302598,FALSE,155.70250963,1173720.69310341,2025,20260833,134,109.6,TRUE,"",TRUE,FALSE,"F"
13,-23886.0489996499,0.00947862556185255,20260834,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/013",412,NA,NA,90.31152871,90.08396264,0.22756607,61.56314613,61.56314613,FALSE,151.12119238,1025254.59563453,2025,20260834,134,110.6,TRUE,"",TRUE,FALSE,"minor"
14,-23878.4950788837,0.00936737796522774,20260835,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/014",412,NA,NA,90.16970201,89.96096062,0.20874139,75.15639988,75.15639988,FALSE,154.02403171,1205802.37980799,2025,20260835,134,110.5,TRUE,"",TRUE,FALSE,"C"
15,-23878.4917889995,0.00547249538389413,20260836,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/015",412,NA,NA,90.16391768,89.95501466,0.20890302,74.99783563,74.99783563,FALSE,153.97551861,1204500.12786773,2025,20260836,134,109.4,TRUE,"",TRUE,FALSE,"C"
16,-23875.5355161235,0.00360093740561207,20260837,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/016",412,NA,NA,92.25977506,92.04315396,0.2166211,70.81106966,70.81106966,FALSE,155.66310541,1172637.28182697,2025,20260837,134,106.8,TRUE,"",TRUE,FALSE,"F"
17,-23880.1587369738,0.00933995165992775,20260838,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/017",412,NA,NA,89.55801225,89.33735663,0.22065562,66.1773639,66.1773639,FALSE,150.58798808,1107346.85703942,2025,20260838,134,108,TRUE,"",TRUE,FALSE,"A"
18,-23875.5355161236,0.00391002643865367,20260839,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/018",412,NA,NA,92.25977307,92.043152,0.21662107,70.81109255,70.81109255,FALSE,155.6631137,1172637.41524786,2025,20260839,134,116.1,TRUE,"",TRUE,FALSE,"F"
19,-23880.1587369735,0.00955785843146255,20260840,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/019",412,NA,NA,89.55802177,89.33736609,0.22065568,66.17732961,66.17732961,FALSE,150.58799543,1107346.82735712,2025,20260840,134,108.5,TRUE,"",TRUE,FALSE,"A"
20,-23830.3801061193,0.0143421546816676,20260841,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/020",412,NA,NA,99.02996934,98.85595503,0.17401431,112.74881891,112.74881891,FALSE,175.02428103,1473297.36791543,2025,20260841,134,108.1,TRUE,"",FALSE,FALSE,NA
21,-23791.6157518072,0.0151381246707369,20260842,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/021",412,NA,NA,90.0441586,89.767132,0.2770266,39.2658618,39.2658618,FALSE,142.28980391,758644.92086118,2025,20260842,134,111.4,TRUE,"",FALSE,FALSE,NA
22,-23882.8496618312,0.00981252002895604,20260843,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/022",412,NA,NA,89.69503911,89.48006811,0.214971,70.00894298,70.00894298,FALSE,151.76357182,1113859.41670717,2025,20260843,134,106.1,TRUE,"",TRUE,FALSE,"minor"
23,-23876.3812824216,0.0144040529485079,20260844,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/023",412,NA,NA,91.94459732,91.71501896,0.22957836,62.14740532,62.14740532,FALSE,152.5907367,1073419.88365621,2025,20260844,134,114,TRUE,"",FALSE,FALSE,NA
24,-23883.3162073405,0.00252653847093879,20260845,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_combined/jitter/024",412,NA,NA,89.69788517,89.48248098,0.21540419,69.6517878,69.6517878,FALSE,151.67048942,1111464.16267017,2025,20260845,134,122.7,TRUE,"",TRUE,FALSE,"minor"
