"label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"base",TRUE,2025,2025,2026,234,-14008.0616524535,0.00631763793746305,FALSE,130.28075256,72.49318755,130.8,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00632 > 1e-03"
