"quantity","mode","n_peels","mohns_rho","ralstons_sigma","min_rel_diff","max_rel_diff"
"mature_male_biomass","standard",10,-0.0902220669158311,0.269889192343324,-0.480593690730307,0.146506580353914
"mature_male_biomass","drop_survey",8,-0.10548811963312,0.294505320861723,-0.480593690730307,0.115735429462784
"recruitment_male","standard",10,0.760677211584647,0.979334503123443,-0.761889349910155,3.85977839075843
"recruitment_male","drop_survey",8,1.0776260363238,0.950227995104981,-0.549838393650346,3.85977839075843
