"","V1","V2","V3"
"1",141.492000713347,0.158453362565569,0.137672590482913
"2",82.1821314580155,0.202513111697348,0.125745079654206
"3",39.3686378866757,0.199801561612919,0.11809394959155
"4",5.88913821299534,0.215444708660892,0.106383722063543
"5",15.1739557834732,0.208775452376609,0.111755621865519
"6",119.55120143744,0.188936091535149,0.106531785007417
"7",165.618574549038,0.176562445268525,0.149473540241556
"8",256.727533751669,0.324162566521812,0.107479841133939
"9",174.94184588605,0.210417837422485,0.138804919072894
"10",199.019575176495,0.242710432754576,0.146783824609653
"11",123.479179063344,0.201645069978923,0.0935105478661627
"12",127.080564677938,0.166262690396058,0.105030158261864
"13",122.60395733716,0.140025005609801,0.0836820542485329
"14",164.958521831314,0.13621072499988,0.127413857407473
"15",104.429105530683,0.151494117623505,0.124971945552857
"16",101.393429032752,0.196958975127053,0.0949941902815062
"17",70.1826636932359,0.280132609932778,0.0896271298462897
"18",29.8489754608652,0.238358392756879,0.0896501231364168
"19",93.8820933853643,0.53867228576359,0.136138643626889
"20",74.8401024931202,0.296941732061633,0.116307987897813
"21",29.5080611942114,0.318966757796024,0.226758298481348
"22",38.7614576956064,0.406033028958188,0.118666633242819
"23",47.7426489181972,0.27950071347701,0.137811185143317
"24",62.6031340770991,0.223264714859875,0.112658847783127
"25",50.5924362889234,0.203562564017867,0.260356089768817
"26",54.4486054497502,0.323707006159477,0.14742330595097
"27",49.3519599571903,0.235248512949306,0.101776163036285
"28",50.0017450615409,0.230841877449593,0.128305998570058
"29",94.9560696728096,0.183636174287044,0.121562793976423
"30",169.117354666679,0.192171127585698,0.114164472193153
"31",143.252851035284,0.234781550538836,0.118587539658112
"32",125.67181083375,0.206738316138733,0.11812299701488
"33",111.361857527118,0.213974576243242,0.163949853665845
"34",81.6277699926336,0.18286333982271,0.117512078798174
"35",53.1241818969891,0.206034736023932,0.107936516495982
"36",105.882964864136,0.219326395874879,0.130962611119783
"37",165.448352278054,0.199848997750133,0.170348243614935
"38",109.225882772988,0.196982285117444,0.171822356978459
"39",30.5379995610163,0.442857125412516,0.133759741514328
"40",21.4315871068806,0.344939570064228,0.14917282446069
"41",15.3002151956703,0.273918245655376,0.126914933230507
"42",41.9009250636282,0.228606637339325,0.121994952982002
"43",147.337715938452,0.171558519918174,0.146587023248981
