"year","sex","maturity","m27.5","m32.5","m37.5","m42.5","m47.5","m52.5","m57.5","m62.5","m67.5","m72.5","m77.5","m82.5","m87.5","m92.5","m97.5","m102.5","m107.5","m112.5","m117.5","m122.5","m127.5","m132.5"
1988,"male","immature",0.00321909961306568,0.047503471016638,0.0819607437305157,0.127458501101568,0.144040028261455,0.156825083097785,0.131619104883696,0.0989479080794096,0.0554861419898921,0.0473147238246485,0.0341135855437049,0.0276172683776091,0.0165217532144283,0.0126403695199572,0.00769692497481178,0.00401313288847602,0.00148610805449935,0.000762606821875748,0.000466824680608693,0.00022052140097133,7.3753699527439e-05,1.23452248568818e-05
1989,"male","immature",0.000510909365045323,0.00469831678788503,0.0336574183907953,0.117599730897338,0.122758692034239,0.110286713223965,0.0978064650164343,0.0920277264381856,0.107730069634794,0.0974856889138245,0.0690210903367909,0.0528907416975538,0.0384972588635588,0.0276265785523008,0.0160927984475607,0.00730358108205694,0.00239249719433476,0.00087615678463183,0.000488486428844629,0.000207221874839958,3.47008035153576e-05,7.15723150593533e-06
1990,"male","immature",0.00329927682619216,0.0279982578298237,0.0546869831177005,0.0534799078116126,0.0865929334645448,0.115227900213954,0.111419915397401,0.0856098032170059,0.0680804564486807,0.0506477977251467,0.0444737974538876,0.0477107758253137,0.0535935425455562,0.0727998176999109,0.0618992580074144,0.0353836108943431,0.0141427166604065,0.00661003318316493,0.00419445612302175,0.0015920439453634,0.000380440471606187,0.000176275137949317
1991,"male","immature",0.0532817661711578,0.0645117591299195,0.0809138632109353,0.131132402160711,0.139489454208016,0.0962027306787737,0.110782170342878,0.0912635754887788,0.0517474023107738,0.0268685455001498,0.0240007420086831,0.0233958634817918,0.0279591636869981,0.0360476555127823,0.0211682720129967,0.00884269240210961,0.00395173465477987,0.00375513477959526,0.00269933577365087,0.00144561230373656,0.00041325875114716,0.000126865429634578
1992,"male","immature",0.0333334756564085,0.0886673803423029,0.117266238890049,0.231888765312806,0.240554954689871,0.0883496191288111,0.0484858564298087,0.0414040021751233,0.0297818287237471,0.0169541071659855,0.0183684769426146,0.0141872420181234,0.0105271336196899,0.00829440836407516,0.0052067380832166,0.00317868784864543,0.00151348283111846,0.000986205336751929,0.00062607833840225,0.000322876713904838,7.77949259919161e-05,2.46464625517195e-05
1993,"male","immature",0.0392587273042391,0.114427795657225,0.141054965920401,0.211133992827077,0.176380832627284,0.139024577217637,0.0830563781451825,0.0469496044909543,0.018049436281787,0.0098172849295278,0.00686339998885861,0.00522915646436235,0.00300403668251411,0.00250219280652428,0.00157662076870175,0.000907233513975357,0.000351825730354503,0.000203796838691889,0.000133984934433545,5.57025551359759e-05,1.5751603304052e-05,2.70271182792317e-06
1994,"male","immature",0.0258048751335095,0.0890254550422212,0.119498594033105,0.153819010019971,0.132709802886867,0.128175452064158,0.116054428011008,0.0884413066597071,0.0581011594711293,0.0387848773651294,0.0233925949536819,0.0135013362035158,0.00536495209942749,0.00396929139342044,0.00164691939401161,0.00101357889656624,0.000324196071986599,0.000160214311106522,0.000120167343860462,6.54417521245689e-05,2.13852302881228e-05,4.96166320399661e-06
1995,"male","immature",0.00600150518569129,0.0234391058409068,0.0393614590465432,0.0678685130320281,0.137799654198616,0.161971693589576,0.15009789496955,0.134516454117267,0.0975217982374477,0.0715682950359159,0.0405821568394713,0.0290294519901977,0.0194699967034998,0.0119858733035047,0.00599171614298306,0.00213991236949253,0.00044870486493525,0.000123723799315009,5.5508003088159e-05,2.24665863309167e-05,3.39371927285138e-06,7.2242436703042e-07
1996,"male","immature",0.00125171464132012,0.00344192364072832,0.0161326881588724,0.035096020719832,0.0489297760345724,0.0801025174798623,0.109460045210158,0.120812683980178,0.11894293557694,0.101422538968158,0.0869886004286391,0.0831545163229233,0.0719130654482302,0.0608973559168188,0.0351807284167268,0.0169763922265076,0.005720794084421,0.00232966430262918,0.00101159625321625,0.00017505501478631,4.42784284712223e-05,1.51087460089358e-05
1997,"male","immature",0.000841937599113897,0.0023091969121664,0.00798631153346745,0.0241547322155484,0.047806209460381,0.0644356122648567,0.0715132818811437,0.0836013538123259,0.081573899624046,0.0948762812185038,0.0911088519508103,0.095142709330534,0.0913423823976914,0.0918348820439222,0.0682062459532745,0.0410290817862434,0.0209523940876705,0.0127185123031535,0.00597096837613154,0.0020989447767086,0.00039862026230491,9.7590210002027e-05
1998,"male","immature",0.0128673485490642,0.0129754438320962,0.0255597039023328,0.0858898810839092,0.193587323446179,0.122527731407913,0.107589132008407,0.0874489774132537,0.0614193621188129,0.0405709555308453,0.0363481128188401,0.0365078120464809,0.0432075281780149,0.0499476292568161,0.0400157358395073,0.0231849724640084,0.0100836827115214,0.005955478286987,0.00298471543056901,0.00104035113094227,0.000235218510566084,5.29040329339367e-05
1999,"male","immature",0.0544613303009613,0.121327027165393,0.084692099887072,0.0750026722367269,0.117090662500013,0.12152735311799,0.126820834657938,0.112576247306951,0.0626174401120698,0.0307299821857368,0.0186326207655601,0.0148596874163137,0.0136961037296806,0.0152308354401918,0.012894132684237,0.00771393552018944,0.00329437788377624,0.00307258118745315,0.00202938098724286,0.0011651809218181,0.00045694895613521,0.000108565036550182
2000,"male","immature",0.0201326999443329,0.0555784082898862,0.0931853094232733,0.156192068752321,0.142671326067047,0.171875493181429,0.165048624154351,0.0899872467004315,0.0398557256254439,0.0227493906704198,0.0165566470513004,0.0120211623187265,0.00668322188847676,0.00405766999215179,0.00197415444610214,0.000843572148165392,0.000209797027129043,0.000177122892756735,0.000125150598546106,6.14029328452901e-05,9.87818888619421e-06,3.92770597862047e-06
2001,"male","immature",0.0047283095584777,0.00780947298527349,0.0753829105451175,0.13377906122107,0.0500798015171344,0.0833849716292362,0.133765202008759,0.138944884978557,0.132086156914956,0.0993406977607958,0.0643250480784929,0.0371691647646681,0.0198524657840896,0.0104162136225869,0.00548657166875446,0.00247024858061263,0.000614711238623436,0.00021098322956866,0.000105713494944675,3.76500901280672e-05,9.37908454583354e-06,3.81243607527347e-07
2002,"male","immature",0.00755470548584127,0.0237235071659684,0.0352958566706171,0.0784366281640011,0.0768347526735899,0.11496811714946,0.0980040793636741,0.104530973113284,0.0811914884858744,0.0844161819065565,0.0647782368109883,0.0608720666240975,0.069337441140177,0.0541367148395438,0.0288033896088018,0.0117601910219577,0.00361160892650627,0.0012887805913002,0.000322718323307514,0.000102136438620434,2.74131697827531e-05,3.01232604960561e-06
2003,"male","immature",0.0226795222422806,0.0784484267603408,0.121192808048184,0.121009555280107,0.213845887145116,0.122231550867788,0.0892048430133387,0.0564785343650642,0.0467993286005111,0.0313835334614385,0.025518401225815,0.0196927221903195,0.0164022651777502,0.0153902979460136,0.0115367710566345,0.00429395885701085,0.00200933041339808,0.00108543561883273,0.000538302184235589,0.000226909695670004,2.75045641518108e-05,4.11128599946513e-06
2004,"male","immature",0.0174869013251817,0.122019912050002,0.250864095583517,0.132274375784225,0.120203410687104,0.0996116484343779,0.0800107552083879,0.0903641019649662,0.04333968982055,0.0138527750173869,0.0100747912529916,0.0067868498534556,0.00337274563442523,0.00390556656897196,0.00262786023926665,0.00137065320204554,0.000718058695801637,0.000500265061876746,0.000374898806987826,0.000182157151539554,4.46701588839037e-05,1.38174980551829e-05
2005,"male","immature",0.0066029579165746,0.026501404432981,0.0379751417984653,0.137661496930044,0.145731120780517,0.128750499983215,0.124535281845619,0.156373980132244,0.105231106374614,0.0405232278522287,0.0266629300090504,0.0285640963050755,0.020939686831742,0.00969803355631615,0.00276511039751756,0.000856776286779787,0.000252359401907849,0.00016695217243745,0.000119405220887163,5.67149032356268e-05,2.63978006189104e-05,5.31906792805206e-06
2006,"male","immature",0.0149013865753548,0.0314282547730824,0.105884660940825,0.190017989244483,0.092814203223047,0.0644998891238546,0.0919113243277674,0.106288814605684,0.0845777166299816,0.0611593996021461,0.0423130586364614,0.047669534485515,0.029375522443099,0.0150710329579014,0.0104920234371297,0.00705116665622131,0.0029825378500652,0.00111911734182517,0.000368360108690514,4.45679176004032e-05,1.79676145133239e-05,1.14715047512935e-05
