"model","parameter","class","n_optima","min","max","range","share_pct"
"26_gmacs_male_only","Sel_NMFS_Trawl_1989_male_base_class_1","male",29,-3.50819637,-3.13664006,0.37155631,20.4737783843343
"26_gmacs_male_only","Rec_dev_est_2019","shared (recruitment devs)",29,-1.76954371,-1.5382118,0.23133191,12.7470268465223
"26_gmacs_male_only","Rec_dev_est_2020","shared (recruitment devs)",29,0.5703398,0.69655003,0.12621023,6.95453208386061
"26_gmacs_male_only","Rec_dev_est_2022","shared (recruitment devs)",29,1.51649107,1.56274826,0.0462571899999999,2.54889886472939
"26_gmacs_male_only","Rec_dev_est_2001","shared (recruitment devs)",29,0.58411623,0.6273156,0.04319937,2.38040454143507
"26_gmacs_male_only","Rec_dev_est_2003","shared (recruitment devs)",29,0.28038145,0.3197708,0.03938935,2.17046192164783
"26_gmacs_male_only","Rec_dev_est_2021","shared (recruitment devs)",29,0.98357399,1.02205575,0.03848176,2.12045120719156
"26_gmacs_male_only","Rec_dev_est_2018","shared (recruitment devs)",29,-1.29174499,-1.25372875,0.0380162399999999,2.09479977009585
"26_gmacs_male_only","Rec_dev_est_2000","shared (recruitment devs)",29,-1.56203604,-1.52463116,0.03740488,2.06111214640014
"26_gmacs_male_only","Rec_dev_est_2002","shared (recruitment devs)",29,0.3473211,0.38173642,0.03441532,1.89637913754162
"26_gmacs_male_only","Rec_dev_est_2005","shared (recruitment devs)",29,-0.79663288,-0.76458845,0.03204443,1.7657365535585
"26_gmacs_male_only","Sel_NMFS_Trawl_1989_male_base_class_2","male",29,-2.6419849,-2.61184379,0.0301411100000002,1.66085836733023
"26_gmacs_male_only","Log_fdev_Pot_Fishery_year_2025_season_2","shared (fishing mortality)",29,-0.59574859,-0.56561104,0.0301375500000001,1.66066220150263
"26_gmacs_male_only","Log_fdev_Trawl_Bycatch_year_2025_season_2","shared (fishing mortality)",29,1.3878635,1.41693957,0.0290760700000001,1.60217172322384
"26_gmacs_male_only","Log_fdev_Pot_Fishery_year_2019_season_2","shared (fishing mortality)",29,0.75252902,0.7747455,0.02221648,1.22418937791689
"26_gmacs_male_only","M_male_mature_block_group_1_block_1","male",29,0.47716672,0.4987486,0.02158188,1.18922116606577
"26_gmacs_male_only","Rec_dev_est_2023","shared (recruitment devs)",29,0.10037801,0.11974157,0.01936356,1.06698561026123
"26_gmacs_male_only","Rec_dev_est_2025","shared (recruitment devs)",29,-0.20529987,-0.18686112,0.01843875,1.01602602626811
"26_gmacs_male_only","Log_fdev_Trawl_Bycatch_year_2019_season_2","shared (fishing mortality)",29,0.73347928,0.75176818,0.0182889000000001,1.00776887759826
"26_gmacs_male_only","Rec_dev_est_2024","shared (recruitment devs)",29,-0.32371623,-0.30718539,0.01653084,0.910894918368869
"26_gmacs_male_only","Rec_dev_est_1999","shared (recruitment devs)",29,-1.10390963,-1.08744403,0.0164656000000001,0.907300014269967
"26_gmacs_male_only","Sel_NMFS_Trawl_1989_male_base_class_4","male",29,-1.28564423,-1.27060147,0.01504276,0.82889760243536
"26_gmacs_male_only","Rec_dev_est_2013","shared (recruitment devs)",29,-0.29490284,-0.27990379,0.01499905,0.826489060771298
"26_gmacs_male_only","Rec_dev_est_2004","shared (recruitment devs)",29,0.71817717,0.73311571,0.0149385399999999,0.823154792729834
"26_gmacs_male_only","Rec_dev_est_1987","shared (recruitment devs)",29,0.40356003,0.41687729,0.01331726,0.733817789089787
"26_gmacs_male_only","M_male_immature_block_group_1_block_2","male",29,2.87158122,2.88466898,0.0130877599999999,0.721171705541356
"26_gmacs_male_only","Rec_dev_est_2012","shared (recruitment devs)",29,-0.3467148,-0.33436977,0.01234503,0.680245232190937
"26_gmacs_male_only","Rec_dev_est_2011","shared (recruitment devs)",29,-1.00338742,-0.99156429,0.0118231299999999,0.651487101454884
"26_gmacs_male_only","Log_fdev_Trawl_Bycatch_year_2018_season_2","shared (fishing mortality)",29,1.66077165,1.67208295,0.0113113,0.623283855517676
"26_gmacs_male_only","Rec_dev_est_1995","shared (recruitment devs)",29,-1.16434507,-1.15340466,0.0109404099999999,0.602846792653723
"26_gmacs_male_only","Log_fdev_Trawl_Bycatch_year_2007_season_2","shared (fishing mortality)",29,0.45357952,0.46451473,0.01093521,0.602560258298817
"26_gmacs_male_only","Log_fdev_Pot_Fishery_year_2007_season_2","shared (fishing mortality)",29,0.16693615,0.17741165,0.0104755,0.57722896824197
"26_gmacs_male_only","Rec_dev_est_2009","shared (recruitment devs)",29,-1.05269883,-1.04242513,0.0102736999999999,0.566109231161042
"26_gmacs_male_only","Log_fdev_Pot_Fishery_year_2018_season_2","shared (fishing mortality)",29,1.04922767,1.05930794,0.01008027,0.555450704186004
"26_gmacs_male_only","Log_fdev_Trawl_Bycatch_year_2020_season_2","shared (fishing mortality)",29,1.22276387,1.23231029,0.00954641999999994,0.526034095461265
"26_gmacs_male_only","Log_fdev_Trawl_Bycatch_year_2023_season_2","shared (fishing mortality)",29,0.59343086,0.60213267,0.00870181000000003,0.479493752865036
"26_gmacs_male_only","Rec_dev_est_1992","shared (recruitment devs)",29,-0.74300355,-0.73441618,0.00858736999999998,0.473187792946594
"26_gmacs_male_only","Rec_dev_est_1998","shared (recruitment devs)",29,-0.34452127,-0.33646581,0.00805546000000001,0.443878083577344
"26_gmacs_male_only","Log_fdev_Pot_Fishery_year_2020_season_2","shared (fishing mortality)",29,1.24520421,1.25317425,0.00797004000000001,0.439171205770344
"26_gmacs_male_only","Rec_dev_est_1994","shared (recruitment devs)",29,-1.14447384,-1.13663763,0.00783621000000001,0.431796803324654
