"model","parameter","class","n_optima","min","max","range","share_pct"
"26_gmacs_male_only_eqmdevs","Sel_NMFS_Trawl_1989_male_base_class_1","male",61,-3.50428803,-3.13968779,0.36460024,20.8735746695594
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2019","shared (recruitment devs)",61,-1.6763885,-1.44456578,0.23182272,13.271984834734
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2020","shared (recruitment devs)",61,0.60156138,0.71838297,0.11682159,6.6881036114558
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2001","shared (recruitment devs)",61,0.56088086,0.60446868,0.0435878199999999,2.49542791154859
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2022","shared (recruitment devs)",61,1.52409354,1.56608676,0.0419932199999999,2.4041361390361
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2000","shared (recruitment devs)",61,-1.57954038,-1.54259866,0.0369417200000002,2.11493484162808
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2021","shared (recruitment devs)",61,0.94487769,0.98153181,0.03665412,2.09846957524491
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2003","shared (recruitment devs)",61,0.28606714,0.32233035,0.03626321,2.07608975159455
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2018","shared (recruitment devs)",61,-1.26435203,-1.22889375,0.0354582800000001,2.03000704342418
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2002","shared (recruitment devs)",61,0.33441025,0.36822024,0.03380999,1.93564148735079
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2005","shared (recruitment devs)",61,-0.84093255,-0.80941531,0.03151724,1.8043802234426
"26_gmacs_male_only_eqmdevs","Sel_NMFS_Trawl_1989_male_base_class_2","male",61,-2.6325369,-2.60592368,0.0266132199999998,1.5236222413551
"26_gmacs_male_only_eqmdevs","Log_fdev_Trawl_Bycatch_year_2025_season_2","shared (fishing mortality)",61,1.46923984,1.49139713,0.02215729,1.26851767099792
"26_gmacs_male_only_eqmdevs","Log_fdev_Pot_Fishery_year_2025_season_2","shared (fishing mortality)",61,-0.66753905,-0.64607157,0.02146748,1.22902564942709
"26_gmacs_male_only_eqmdevs","Log_fdev_Pot_Fishery_year_2019_season_2","shared (fishing mortality)",61,0.8202697,0.83960357,0.01933387,1.10687524258501
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2023","shared (recruitment devs)",61,0.09657924,0.11547877,0.01889953,1.08200902630941
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2025","shared (recruitment devs)",61,-0.21016584,-0.191834,0.01833184,1.04950844538779
"26_gmacs_male_only_eqmdevs","Log_fdev_Trawl_Bycatch_year_2019_season_2","shared (fishing mortality)",61,0.77946845,0.79516481,0.0156963600000001,0.898625690702472
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2024","shared (recruitment devs)",61,-0.32775585,-0.3121376,0.01561825,0.89415384801405
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1999","shared (recruitment devs)",61,-1.13123802,-1.11562778,0.01561024,0.893695270880082
"26_gmacs_male_only_eqmdevs","Sel_NMFS_Trawl_1989_male_base_class_4","male",61,-1.29022564,-1.27577385,0.0144517900000001,0.827373338190324
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2013","shared (recruitment devs)",61,-0.31613626,-0.30171931,0.01441695,0.825378728034584
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1987","shared (recruitment devs)",61,0.37959594,0.39332799,0.01373205,0.786167806804304
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1995","shared (recruitment devs)",61,-1.20554426,-1.19268453,0.01285973,0.736226982147275
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2004","shared (recruitment devs)",61,0.67039882,0.68323194,0.01283312,0.734703544252787
"26_gmacs_male_only_eqmdevs","M_male_immature_block_group_1_block_2","male",61,2.85764984,2.87010272,0.0124528800000001,0.712934584275274
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2011","shared (recruitment devs)",61,-1.00876997,-0.99750303,0.0112669399999999,0.64503883318191
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2009","shared (recruitment devs)",61,-1.08210197,-1.0712505,0.01085147,0.621252935323035
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1996","shared (recruitment devs)",61,-0.77726158,-0.76698745,0.01027413,0.588199886318671
"26_gmacs_male_only_eqmdevs","Log_fdev_Trawl_Bycatch_year_2007_season_2","shared (fishing mortality)",61,0.44483578,0.45486683,0.01003105,0.574283415691343
"26_gmacs_male_only_eqmdevs","Log_fdev_Pot_Fishery_year_2007_season_2","shared (fishing mortality)",61,0.15598599,0.16582597,0.00983998,0.563344547652988
"26_gmacs_male_only_eqmdevs","Log_fdev_Trawl_Bycatch_year_2018_season_2","shared (fishing mortality)",61,1.71337566,1.72319097,0.00981531000000002,0.561932175880832
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1994","shared (recruitment devs)",61,-1.18552164,-1.17596557,0.00955606999999992,0.54709053590457
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2012","shared (recruitment devs)",61,-0.33717903,-0.32798257,0.00919646000000002,0.526502655361984
"26_gmacs_male_only_eqmdevs","Log_fdev_Trawl_Bycatch_year_2023_season_2","shared (fishing mortality)",61,0.57893839,0.58785508,0.00891668999999995,0.51048566100865
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1991","shared (recruitment devs)",61,1.26201674,1.27078434,0.0087676000000001,0.501950172256691
"26_gmacs_male_only_eqmdevs","M_male_mature_block_group_1_block_1","male",61,0.63365765,0.6423873,0.00872965000000003,0.499777512801747
"26_gmacs_male_only_eqmdevs","Log_fdev_Trawl_Bycatch_year_2022_season_2","shared (fishing mortality)",61,-0.05277864,-0.04437699,0.00840165,0.48099932304626
"26_gmacs_male_only_eqmdevs","Log_fdev_Pot_Fishery_year_2018_season_2","shared (fishing mortality)",61,1.09358465,1.10183961,0.00825496000000014,0.472601235682755
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1985","shared (recruitment devs)",61,1.23976671,1.24783398,0.00806726999999996,0.461855874599796
"26_gmacs_male_only_eqmdevs","Rec_dev_est_1992","shared (recruitment devs)",61,-0.74714418,-0.73932575,0.00781843000000004,0.447609640640182
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2016","shared (recruitment devs)",61,-0.54896919,-0.54134965,0.00761953999999998,0.436223073077775
"26_gmacs_male_only_eqmdevs","Rec_dev_est_2007","shared (recruitment devs)",61,0.25906436,0.26630798,0.00724362000000001,0.414701435599477
