"model","parameter","class","n_optima","min","max","range","share_pct"
"26_gmacs_update_newmat_plus_group","M_female_immature_block_group_1_block_2","female",43,1.81354047,9.88283327,8.0692928,16.1197893259897
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2018","sex allocation",43,-2.20157023,4.72316248,6.92473271,13.8333352365142
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2003","sex allocation",43,1.03106327,3.92882997,2.8977667,5.78878346313923
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_1","male",43,12.07604813,13.86365184,1.78760371,3.57104345049391
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_2","male",43,12.25272505,13.80088392,1.54815887,3.09271152331495
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1996","sex allocation",43,2.76672513,3.92234996,1.15562483,2.30855779573183
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_1","female",43,-5.9977949,-4.92449595,1.07329895,2.14409780220219
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1983","sex allocation",43,1.28322935,2.22145261,0.93822326,1.87426106187934
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1982","sex allocation",43,2.66752573,3.4967268,0.82920107,1.65647063362049
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2006","sex allocation",43,1.49775843,2.16979284,0.67203441,1.34250341108155
"26_gmacs_update_newmat_plus_group","Rec_dev_est_2018","shared (recruitment devs)",43,-1.62230179,-0.95663817,0.66566362,1.329776670934
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_3","female",43,-4.63692897,-4.0954553,0.541473669999999,1.08168605382252
"26_gmacs_update_newmat_plus_group","M_female_immature_block_group_1_block_1","female",43,1.73458868,2.2466632,0.51207452,1.02295623497605
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2023","sex allocation",43,3.72748141,4.22814641,0.500665,1.00016377183595
"26_gmacs_update_newmat_plus_group","M_male_mature_block_group_1_block_1","male",43,0.20905864,0.70510766,0.49604902,0.990942564107188
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_5","male",43,12.8680128,13.34870936,0.48069656,0.960273405487032
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1982","shared (recruitment devs)",43,0.22613328,0.69282347,0.46669019,0.932293291340986
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2019","sex allocation",43,-3.04878814,-2.59126012,0.45752802,0.913990293317553
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2017","sex allocation",43,-3.04797733,-2.6031662,0.44481113,0.888586135510591
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1984","sex allocation",43,0.02722559,0.4339522,0.40672661,0.812505808002653
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1987","sex allocation",43,0.2172184,0.58140664,0.36418824,0.727528155107098
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_4","male",43,13.3488421,13.69085302,0.34201092,0.683225174031103
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1985","sex allocation",43,-0.93447602,-0.61579799,0.31867803,0.636613744691658
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_3","male",43,13.11396258,13.41326124,0.29929866,0.597900146187659
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1983","shared (recruitment devs)",43,0.03482498,0.31563828,0.2808133,0.560972485214064
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_male_base_class_1","male",43,-3.32798349,-3.06614854,0.26183495,0.523059992590807
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1989","sex allocation",43,0.91366514,1.1684552,0.25479006,0.508986622663672
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1986","sex allocation",43,-3.66607536,-3.43450644,0.23156892,0.462598433018439
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_2","female",43,-5.50890161,-5.28481181,0.2240898,0.447657614568549
"26_gmacs_update_newmat_plus_group","M_female_mature_block_group_1_block_2","female",43,1.13532584,1.35041397,0.21508813,0.429675242683113
"26_gmacs_update_newmat_plus_group","M_male_immature_block_group_1_block_2","male",43,1.98104307,2.19221005,0.21116698,0.421842076446338
"26_gmacs_update_newmat_plus_group","M_female_mature_block_group_1_block_1","female",43,-0.00719128,0.20346093,0.21065221,0.420813735530101
