"model","parameter","class","n_optima","min","max","range","share_pct"
"26_gmacs_update_newmat_plus_group","M_female_immature_block_group_1_block_2","female",31,1.79388866,9.96395923,8.17007057,23.3414967718026
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_1","male",31,12.12685774,13.85303755,1.72617981,4.93161229360908
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_2","male",31,12.30421211,13.79178241,1.4875703,4.2499164551622
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_1","female",31,-5.99413149,-4.92135149,1.07278,3.06488061422637
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1983","sex allocation",31,1.31828681,2.21421365,0.89592684,2.55961968314201
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1982","sex allocation",31,2.64433511,3.48698401,0.8426489,2.40740718340123
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1993","sex allocation",31,-1.55074336,-0.79118571,0.75955765,2.17001949782093
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_3","female",31,-4.63060345,-4.0924535,0.538149949999999,1.53746839920756
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1993","shared (recruitment devs)",31,-0.36279096,0.11793708,0.48072804,1.37341677744835
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1982","shared (recruitment devs)",31,0.220997,0.68276564,0.46176864,1.31925068792639
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1992","sex allocation",31,-2.45279922,-1.9986723,0.45412692,1.29741866319873
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1991","sex allocation",31,1.0928265,1.51581442,0.42298792,1.20845604509772
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1989","sex allocation",31,0.72924269,1.15000161,0.42075892,1.20208789982179
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1984","sex allocation",31,0.02204352,0.42854102,0.4064975,1.16134371211384
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2012","sex allocation",31,1.35761388,1.75906834,0.40145446,1.14693599055605
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_4","male",31,13.33521754,13.68333172,0.34811418,0.994545388448058
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1990","sex allocation",31,1.66476296,1.97801926,0.3132563,0.894958109914688
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1983","shared (recruitment devs)",31,0.03282008,0.31824994,0.28542986,0.815459315642859
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2006","sex allocation",31,1.89673044,2.17997724,0.2832468,0.809222418726722
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2003","sex allocation",31,3.73059965,3.99801818,0.26741853,0.764001816292169
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_male_base_class_1","male",31,-3.30689375,-3.05017022,0.25672353,0.733446718164732
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1992","shared (recruitment devs)",31,-0.30308178,-0.04800806,0.25507372,0.72873329072746
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1985","sex allocation",31,-0.86793744,-0.62073634,0.2472011,0.706241595858828
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1987","sex allocation",31,0.32191734,0.5675587,0.24564136,0.701785494058614
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1996","sex allocation",31,3.66860855,3.90468412,0.23607557,0.674456494328232
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1995","sex allocation",31,-1.20848425,-0.98386229,0.22462196,0.641734084093226
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_2","female",31,-5.50232479,-5.28167664,0.220648150000001,0.630381100971228
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_immature_newshell_class_3","male",31,13.17580031,13.3898984,0.21409809,0.611667896105346
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_male_base_class_2","male",31,-2.86030767,-2.6467418,0.21356587,0.610147369286703
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1986","sex allocation",31,-3.64789965,-3.439371,0.20852865,0.595756275187639
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1986","shared (recruitment devs)",31,0.84836878,1.05273728,0.2043685,0.583870927691159
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2025","sex allocation",31,0.60355154,0.79961115,0.19605961,0.560132830516772
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_mature_newshell_class_1","male",31,9.54978973,9.74183118,0.19204145,0.548653141588137
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_mature_newshell_class_2","male",31,9.56378488,9.75555811,0.191773230000001,0.547886850010792
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_mature_newshell_class_3","male",31,9.61147423,9.80201391,0.190539679999999,0.544362657276321
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_mature_newshell_class_4","male",31,9.73973093,9.92641241,0.186681479999999,0.533339966337072
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1985","shared (recruitment devs)",31,1.77194351,1.94726581,0.1753223,0.500887338048416
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_female_mature_immature_newshell_class_1","female",31,-13.84653717,-13.67350749,0.173029679999999,0.49433743350714
"26_gmacs_update_newmat_plus_group","Log_fdov_Pot_Fishery_year_1987_season_2","female (F offsets)",31,1.48321026,1.64480681,0.16159655,0.46167353364237
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_1988","sex allocation",31,-0.26245761,-0.10138326,0.16107435,0.460181633479477
"26_gmacs_update_newmat_plus_group","Logit_rec_prop_est_2023","sex allocation",31,4.10598429,4.26495047,0.158966179999999,0.454158693674022
"26_gmacs_update_newmat_plus_group","Rec_dev_est_1984","shared (recruitment devs)",31,1.20627443,1.35984475,0.15357032,0.438742982427469
"26_gmacs_update_newmat_plus_group","M_female_immature_block_group_1_block_1","female",31,1.73837781,1.87990095,0.14152314,0.404324771388769
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_female_mature_immature_newshell_class_2","female",31,-13.87107119,-13.72961531,0.141455880000001,0.404132612819341
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_male_base_class_4","male",31,-1.66931752,-1.53163063,0.13768689,0.393364790538711
"26_gmacs_update_newmat_plus_group","Log_fdov_Pot_Fishery_year_1988_season_2","female (F offsets)",31,0.62972112,0.76266981,0.13294869,0.37982798212848
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_female_base_class_4","female",31,-2.20353552,-2.07682151,0.12671401,0.36201580268078
"26_gmacs_update_newmat_plus_group","Initial_logN_for_sex_male_mature_mature_newshell_class_5","male",31,10.24041243,10.35944611,0.119033680000001,0.340073471049077
"26_gmacs_update_newmat_plus_group","M_base_female_immature","female",31,0.40835107,0.52637494,0.11802387,0.337188492681606
"26_gmacs_update_newmat_plus_group","Log_fdov_Pot_Fishery_year_1995_season_2","female (F offsets)",31,-0.69668606,-0.57944986,0.1172362,0.334938157558461
"26_gmacs_update_newmat_plus_group","Sel_NMFS_Trawl_1982_male_base_class_3","male",31,-2.42261028,-2.31296668,0.1096436,0.313246466296901
