crab_year,fishery,size,sex,shell,total,target_stock
1996,QO97,90,1,new,2486,BSSC
1996,QO97,90,1,old,44,BSSC
1996,QO97,91,1,new,2331,BSSC
1996,QO97,91,1,old,46,BSSC
1996,QO97,91,2,old,1,BSSC
1996,QO97,92,1,new,3061,BSSC
1996,QO97,92,1,old,47,BSSC
1996,QO97,92,2,old,1,BSSC
1996,QO97,93,1,new,3397,BSSC
1996,QO97,93,1,old,70,BSSC
1996,QO97,94,1,new,3608,BSSC
1996,QO97,94,1,old,59,BSSC
1996,QO97,95,1,new,4055,BSSC
1996,QO97,95,1,old,61,BSSC
1996,QO97,96,1,new,3964,BSSC
1996,QO97,96,1,old,48,BSSC
1996,QO97,97,1,new,4669,BSSC
1996,QO97,97,1,old,61,BSSC
1996,QO97,98,1,new,5249,BSSC
1996,QO97,98,1,old,66,BSSC
1996,QO97,99,1,new,4185,BSSC
1996,QO97,99,1,old,55,BSSC
1996,QO97,100,1,new,5452,BSSC
1996,QO97,100,1,old,63,BSSC
1996,QO97,101,1,new,4267,BSSC
1996,QO97,101,1,old,60,BSSC
1996,QO97,102,1,new,5679,BSSC
1996,QO97,102,1,old,86,BSSC
1996,QO97,103,1,new,5413,BSSC
1996,QO97,103,1,old,72,BSSC
1996,QO97,104,1,new,5143,BSSC
1996,QO97,104,1,old,79,BSSC
1996,QO97,105,1,new,4968,BSSC
1996,QO97,105,1,old,76,BSSC
1996,QO97,106,1,new,4138,BSSC
1996,QO97,106,1,old,86,BSSC
1996,QO97,107,1,new,4647,BSSC
1996,QO97,107,1,old,83,BSSC
1996,QO97,108,1,new,4416,BSSC
1996,QO97,108,1,old,95,BSSC
1996,QO97,109,1,new,3247,BSSC
1996,QO97,109,1,old,75,BSSC
1996,QO97,110,1,new,3638,BSSC
1996,QO97,110,1,old,72,BSSC
1996,QO97,111,1,new,2826,BSSC
1996,QO97,111,1,old,70,BSSC
1996,QO97,111,2,old,1,BSSC
1996,QO97,112,1,new,3107,BSSC
1996,QO97,112,1,old,73,BSSC
1996,QO97,113,1,new,2500,BSSC
1996,QO97,113,1,old,79,BSSC
1996,QO97,114,1,new,2102,BSSC
1996,QO97,114,1,old,65,BSSC
1996,QO97,115,1,new,1974,BSSC
1996,QO97,115,1,old,57,BSSC
1996,QO97,116,1,new,1417,BSSC
1996,QO97,116,1,old,56,BSSC
1996,QO97,117,1,new,1573,BSSC
1996,QO97,117,1,old,51,BSSC
1996,QO97,118,1,new,1388,BSSC
1996,QO97,118,1,old,61,BSSC
1996,QO97,119,1,new,912,BSSC
1996,QO97,119,1,old,31,BSSC
1996,QO97,120,1,new,914,BSSC
1996,QO97,120,1,old,37,BSSC
1996,QO97,121,1,new,653,BSSC
1996,QO97,121,1,old,29,BSSC
1996,QO97,122,1,new,598,BSSC
1996,QO97,122,1,old,29,BSSC
1996,QO97,123,1,new,483,BSSC
1996,QO97,123,1,old,37,BSSC
1996,QO97,124,1,new,352,BSSC
1996,QO97,124,1,old,28,BSSC
1996,QO97,125,1,new,310,BSSC
1996,QO97,125,1,old,12,BSSC
1996,QO97,126,1,new,208,BSSC
1996,QO97,126,1,old,8,BSSC
1996,QO97,127,1,new,180,BSSC
1996,QO97,127,1,old,22,BSSC
1996,QO97,128,1,new,141,BSSC
1996,QO97,128,1,old,10,BSSC
1996,QO97,129,1,new,75,BSSC
1996,QO97,129,1,old,5,BSSC
1996,QO97,130,1,new,67,BSSC
1996,QO97,130,1,old,4,BSSC
1996,QO97,131,1,new,30,BSSC
1996,QO97,131,1,old,6,BSSC
1996,QO97,132,1,new,31,BSSC
1996,QO97,132,1,old,3,BSSC
1996,QO97,133,1,new,23,BSSC
1996,QO97,133,1,old,2,BSSC
1996,QO97,134,1,new,8,BSSC
1996,QO97,134,1,old,2,BSSC
1996,QO97,135,1,new,6,BSSC
1996,QO97,136,1,new,8,BSSC
1996,QO97,136,1,old,1,BSSC
1996,QO97,137,1,new,2,BSSC
1996,QO97,139,1,new,1,BSSC
1996,QO97,139,1,old,1,BSSC
1996,QO97,140,1,new,1,BSSC
1996,QO97,140,1,old,1,BSSC
1996,QO97,142,1,new,1,BSSC
1997,QO98,35,2,old,1,BSSC
1997,QO98,43,2,new,1,BSSC
1997,QO98,44,1,new,1,BSSC
1997,QO98,44,2,old,1,BSSC
1997,QO98,45,2,new,2,BSSC
1997,QO98,45,2,old,5,BSSC
1997,QO98,46,2,new,2,BSSC
1997,QO98,46,2,old,3,BSSC
1997,QO98,47,2,new,1,BSSC
1997,QO98,48,2,old,3,BSSC
1997,QO98,49,2,new,4,BSSC
1997,QO98,49,2,old,6,BSSC
1997,QO98,50,1,old,3,BSSC
1997,QO98,50,2,new,5,BSSC
1997,QO98,50,2,old,16,BSSC
1997,QO98,51,1,new,3,BSSC
1997,QO98,51,1,old,7,BSSC
1997,QO98,51,2,new,2,BSSC
1997,QO98,51,2,old,9,BSSC
1997,QO98,52,1,old,2,BSSC
1997,QO98,52,2,new,6,BSSC
1997,QO98,52,2,old,25,BSSC
1997,QO98,53,1,new,3,BSSC
1997,QO98,53,1,old,4,BSSC
1997,QO98,53,2,new,2,BSSC
1997,QO98,53,2,old,22,BSSC
1997,QO98,54,1,old,6,BSSC
1997,QO98,54,2,new,4,BSSC
1997,QO98,54,2,old,26,BSSC
1997,QO98,55,1,new,1,BSSC
1997,QO98,55,1,old,1,BSSC
1997,QO98,55,2,new,6,BSSC
1997,QO98,55,2,old,34,BSSC
1997,QO98,56,1,new,4,BSSC
1997,QO98,56,1,old,10,BSSC
1997,QO98,56,2,new,7,BSSC
1997,QO98,56,2,old,31,BSSC
1997,QO98,57,1,new,2,BSSC
1997,QO98,57,1,old,7,BSSC
1997,QO98,57,2,new,4,BSSC
1997,QO98,57,2,old,42,BSSC
1997,QO98,58,1,new,3,BSSC
1997,QO98,58,1,old,7,BSSC
1997,QO98,58,2,new,4,BSSC
1997,QO98,58,2,old,43,BSSC
1997,QO98,59,1,new,5,BSSC
1997,QO98,59,1,old,9,BSSC
1997,QO98,59,2,new,8,BSSC
1997,QO98,59,2,old,51,BSSC
1997,QO98,60,1,new,8,BSSC
1997,QO98,60,1,old,10,BSSC
1997,QO98,60,2,new,2,BSSC
1997,QO98,60,2,old,61,BSSC
1997,QO98,61,1,new,9,BSSC
1997,QO98,61,1,old,16,BSSC
1997,QO98,61,2,new,9,BSSC
1997,QO98,61,2,old,44,BSSC
1997,QO98,62,1,new,13,BSSC
1997,QO98,62,1,old,29,BSSC
1997,QO98,62,2,new,10,BSSC
1997,QO98,62,2,old,70,BSSC
1997,QO98,63,1,new,10,BSSC
1997,QO98,63,1,old,24,BSSC
1997,QO98,63,2,new,6,BSSC
1997,QO98,63,2,old,61,BSSC
1997,QO98,64,1,new,8,BSSC
1997,QO98,64,1,old,33,BSSC
1997,QO98,64,2,new,14,BSSC
1997,QO98,64,2,old,48,BSSC
1997,QO98,65,1,new,20,BSSC
1997,QO98,65,1,old,49,BSSC
1997,QO98,65,2,new,10,BSSC
1997,QO98,65,2,old,73,BSSC
1997,QO98,66,1,new,23,BSSC
1997,QO98,66,1,old,27,BSSC
1997,QO98,66,2,new,5,BSSC
1997,QO98,66,2,old,35,BSSC
1997,QO98,67,1,new,29,BSSC
1997,QO98,67,1,old,66,BSSC
1997,QO98,67,2,new,3,BSSC
1997,QO98,67,2,old,39,BSSC
1997,QO98,68,1,new,52,BSSC
1997,QO98,68,1,old,91,BSSC
1997,QO98,68,2,new,2,BSSC
1997,QO98,68,2,old,45,BSSC
1997,QO98,69,1,new,42,BSSC
1997,QO98,69,1,old,75,BSSC
1997,QO98,69,2,new,3,BSSC
1997,QO98,69,2,old,37,BSSC
1997,QO98,70,1,new,86,BSSC
1997,QO98,70,1,old,143,BSSC
1997,QO98,70,2,new,2,BSSC
1997,QO98,70,2,old,29,BSSC
1997,QO98,71,1,new,96,BSSC
1997,QO98,71,1,old,151,BSSC
1997,QO98,71,2,old,15,BSSC
1997,QO98,72,1,new,146,BSSC
1997,QO98,72,1,old,234,BSSC
1997,QO98,72,2,new,2,BSSC
1997,QO98,72,2,old,14,BSSC
1997,QO98,73,1,new,128,BSSC
1997,QO98,73,1,old,218,BSSC
1997,QO98,73,2,new,2,BSSC
1997,QO98,73,2,old,11,BSSC
1997,QO98,74,1,new,167,BSSC
1997,QO98,74,1,old,207,BSSC
1997,QO98,74,2,old,7,BSSC
1997,QO98,75,1,new,257,BSSC
1997,QO98,75,1,old,318,BSSC
1997,QO98,75,2,new,2,BSSC
1997,QO98,75,2,old,7,BSSC
1997,QO98,76,1,new,242,BSSC
1997,QO98,76,1,old,314,BSSC
1997,QO98,76,2,old,4,BSSC
1997,QO98,77,1,new,297,BSSC
1997,QO98,77,1,old,376,BSSC
1997,QO98,77,2,old,2,BSSC
1997,QO98,78,1,new,378,BSSC
1997,QO98,78,1,old,450,BSSC
1997,QO98,78,2,old,3,BSSC
1997,QO98,79,1,new,351,BSSC
1997,QO98,79,1,old,391,BSSC
1997,QO98,79,2,old,4,BSSC
1997,QO98,80,1,new,639,BSSC
1997,QO98,80,1,old,604,BSSC
1997,QO98,80,2,old,2,BSSC
1997,QO98,81,1,new,573,BSSC
1997,QO98,81,1,old,515,BSSC
1997,QO98,81,2,old,1,BSSC
1997,QO98,82,1,new,786,BSSC
1997,QO98,82,1,old,763,BSSC
1997,QO98,82,2,old,2,BSSC
1997,QO98,83,1,new,762,BSSC
1997,QO98,83,1,old,614,BSSC
1997,QO98,84,1,new,876,BSSC
1997,QO98,84,1,old,647,BSSC
1997,QO98,84,2,old,1,BSSC
1997,QO98,85,1,new,1238,BSSC
1997,QO98,85,1,old,823,BSSC
1997,QO98,86,1,new,1223,BSSC
1997,QO98,86,1,old,731,BSSC
1997,QO98,87,1,new,1532,BSSC
1997,QO98,87,1,old,889,BSSC
1997,QO98,87,2,old,1,BSSC
1997,QO98,88,1,new,1828,BSSC
1997,QO98,88,1,old,969,BSSC
1997,QO98,89,1,new,1716,BSSC
1997,QO98,89,1,old,806,BSSC
1997,QO98,90,1,new,2690,BSSC
1997,QO98,90,1,old,1074,BSSC
1997,QO98,91,1,new,2517,BSSC
1997,QO98,91,1,old,929,BSSC
1997,QO98,92,1,new,3695,BSSC
1997,QO98,92,1,old,1230,BSSC
1997,QO98,93,1,new,3681,BSSC
1997,QO98,93,1,old,1075,BSSC
1997,QO98,94,1,new,4213,BSSC
1997,QO98,94,1,old,1000,BSSC
1997,QO98,95,1,new,5868,BSSC
1997,QO98,95,1,old,1275,BSSC
1997,QO98,96,1,new,5232,BSSC
1997,QO98,96,1,old,1033,BSSC
1997,QO98,97,1,new,6899,BSSC
1997,QO98,97,1,old,1205,BSSC
1997,QO98,98,1,new,7351,BSSC
1997,QO98,98,1,old,1249,BSSC
1997,QO98,98,2,old,1,BSSC
1997,QO98,99,1,new,6514,BSSC
1997,QO98,99,1,old,850,BSSC
1997,QO98,100,1,new,9190,BSSC
1997,QO98,100,1,old,1116,BSSC
1997,QO98,101,1,new,7212,BSSC
1997,QO98,101,1,old,757,BSSC
1997,QO98,102,1,new,9243,BSSC
1997,QO98,102,1,old,906,BSSC
1997,QO98,103,1,new,8500,BSSC
1997,QO98,103,1,old,685,BSSC
1997,QO98,104,1,new,8856,BSSC
1997,QO98,104,1,old,656,BSSC
1997,QO98,105,1,new,10412,BSSC
1997,QO98,105,1,old,677,BSSC
1997,QO98,106,1,new,8436,BSSC
1997,QO98,106,1,old,495,BSSC
1997,QO98,107,1,new,9487,BSSC
1997,QO98,107,1,old,602,BSSC
1997,QO98,108,1,new,9595,BSSC
1997,QO98,108,1,old,552,BSSC
1997,QO98,109,1,new,8144,BSSC
1997,QO98,109,1,old,421,BSSC
1997,QO98,110,1,new,10403,BSSC
1997,QO98,110,1,old,478,BSSC
1997,QO98,111,1,new,7608,BSSC
1997,QO98,111,1,old,331,BSSC
1997,QO98,112,1,new,9535,BSSC
1997,QO98,112,1,old,377,BSSC
1997,QO98,112,2,old,1,BSSC
1997,QO98,113,1,new,6975,BSSC
1997,QO98,113,1,old,235,BSSC
1997,QO98,114,1,new,6461,BSSC
1997,QO98,114,1,old,255,BSSC
1997,QO98,115,1,new,7628,BSSC
1997,QO98,115,1,old,255,BSSC
1997,QO98,116,1,new,5238,BSSC
1997,QO98,116,1,old,174,BSSC
1997,QO98,117,1,new,5744,BSSC
1997,QO98,117,1,old,215,BSSC
1997,QO98,118,1,new,4982,BSSC
1997,QO98,118,1,old,150,BSSC
1997,QO98,119,1,new,3769,BSSC
1997,QO98,119,1,old,121,BSSC
1997,QO98,120,1,new,4091,BSSC
1997,QO98,120,1,old,147,BSSC
1997,QO98,121,1,new,2703,BSSC
1997,QO98,121,1,old,80,BSSC
1997,QO98,122,1,new,2883,BSSC
1997,QO98,122,1,old,103,BSSC
1997,QO98,123,1,new,2198,BSSC
1997,QO98,123,1,old,66,BSSC
1997,QO98,124,1,new,1651,BSSC
1997,QO98,124,1,old,54,BSSC
1997,QO98,125,1,new,1623,BSSC
1997,QO98,125,1,old,48,BSSC
1997,QO98,126,1,new,1098,BSSC
1997,QO98,126,1,old,26,BSSC
1997,QO98,127,1,new,1044,BSSC
1997,QO98,127,1,old,28,BSSC
1997,QO98,128,1,new,916,BSSC
1997,QO98,128,1,old,25,BSSC
1997,QO98,129,1,new,517,BSSC
1997,QO98,129,1,old,13,BSSC
1997,QO98,130,1,new,505,BSSC
1997,QO98,130,1,old,14,BSSC
1997,QO98,131,1,new,330,BSSC
1997,QO98,131,1,old,8,BSSC
1997,QO98,132,1,new,353,BSSC
1997,QO98,132,1,old,5,BSSC
1997,QO98,133,1,new,191,BSSC
1997,QO98,133,1,old,4,BSSC
1997,QO98,134,1,new,115,BSSC
1997,QO98,135,1,new,104,BSSC
1997,QO98,135,1,old,1,BSSC
1997,QO98,136,1,new,52,BSSC
1997,QO98,137,1,new,43,BSSC
1997,QO98,138,1,new,30,BSSC
1997,QO98,138,1,old,1,BSSC
1997,QO98,139,1,new,13,BSSC
1997,QO98,140,1,new,9,BSSC
1997,QO98,141,1,new,4,BSSC
1997,QO98,142,1,new,7,BSSC
1997,QO98,143,1,new,5,BSSC
1997,QO98,145,1,new,2,BSSC
1997,QO98,148,1,new,1,BSSC
1997,QO98,149,1,new,1,BSSC
1997,QO98,150,1,new,1,BSSC
1997,QO98,167,1,new,1,BSSC
1998,QO99,40,2,old,1,BSSC
1998,QO99,47,2,old,1,BSSC
1998,QO99,49,2,old,2,BSSC
1998,QO99,50,2,old,1,BSSC
1998,QO99,51,1,old,1,BSSC
1998,QO99,52,2,old,3,BSSC
1998,QO99,53,2,new,1,BSSC
1998,QO99,54,2,old,3,BSSC
1998,QO99,55,2,old,4,BSSC
1998,QO99,56,2,old,5,BSSC
1998,QO99,57,1,new,1,BSSC
1998,QO99,57,2,old,6,BSSC
1998,QO99,58,1,new,1,BSSC
1998,QO99,58,1,old,2,BSSC
1998,QO99,58,2,old,4,BSSC
1998,QO99,59,1,new,2,BSSC
1998,QO99,59,1,old,4,BSSC
1998,QO99,59,2,old,1,BSSC
1998,QO99,60,1,new,1,BSSC
1998,QO99,60,1,old,4,BSSC
1998,QO99,60,2,old,6,BSSC
1998,QO99,61,1,new,2,BSSC
1998,QO99,61,1,old,7,BSSC
1998,QO99,61,2,old,7,BSSC
1998,QO99,62,1,new,2,BSSC
1998,QO99,62,1,old,3,BSSC
1998,QO99,62,2,old,6,BSSC
1998,QO99,63,1,old,14,BSSC
1998,QO99,63,2,old,8,BSSC
1998,QO99,64,1,new,6,BSSC
1998,QO99,64,1,old,10,BSSC
1998,QO99,64,2,old,14,BSSC
1998,QO99,65,1,new,10,BSSC
1998,QO99,65,1,old,12,BSSC
1998,QO99,65,2,new,1,BSSC
1998,QO99,65,2,old,8,BSSC
1998,QO99,66,1,new,2,BSSC
1998,QO99,66,1,old,19,BSSC
1998,QO99,66,2,new,1,BSSC
1998,QO99,66,2,old,5,BSSC
1998,QO99,67,1,new,8,BSSC
1998,QO99,67,1,old,17,BSSC
1998,QO99,67,2,old,5,BSSC
1998,QO99,68,1,new,14,BSSC
1998,QO99,68,1,old,27,BSSC
1998,QO99,68,2,old,8,BSSC
1998,QO99,69,1,new,15,BSSC
1998,QO99,69,1,old,35,BSSC
1998,QO99,69,2,old,4,BSSC
1998,QO99,70,1,new,26,BSSC
1998,QO99,70,1,old,34,BSSC
1998,QO99,70,2,old,1,BSSC
1998,QO99,71,1,new,17,BSSC
1998,QO99,71,1,old,45,BSSC
1998,QO99,72,1,new,35,BSSC
1998,QO99,72,1,old,76,BSSC
1998,QO99,72,2,old,1,BSSC
1998,QO99,73,1,new,46,BSSC
1998,QO99,73,1,old,77,BSSC
1998,QO99,74,1,new,67,BSSC
1998,QO99,74,1,old,81,BSSC
1998,QO99,75,1,new,85,BSSC
1998,QO99,75,1,old,83,BSSC
1998,QO99,76,1,new,76,BSSC
1998,QO99,76,1,old,88,BSSC
1998,QO99,77,1,new,91,BSSC
1998,QO99,77,1,old,150,BSSC
1998,QO99,78,1,new,120,BSSC
1998,QO99,78,1,old,169,BSSC
1998,QO99,79,1,new,112,BSSC
1998,QO99,79,1,old,148,BSSC
1998,QO99,80,1,new,159,BSSC
1998,QO99,80,1,old,188,BSSC
1998,QO99,81,1,new,150,BSSC
1998,QO99,81,1,old,193,BSSC
1998,QO99,82,1,new,268,BSSC
1998,QO99,82,1,old,271,BSSC
1998,QO99,83,1,new,281,BSSC
1998,QO99,83,1,old,251,BSSC
1998,QO99,83,2,old,1,BSSC
1998,QO99,84,1,new,318,BSSC
1998,QO99,84,1,old,288,BSSC
1998,QO99,85,1,new,386,BSSC
1998,QO99,85,1,old,314,BSSC
1998,QO99,86,1,new,342,BSSC
1998,QO99,86,1,old,280,BSSC
1998,QO99,87,1,new,505,BSSC
1998,QO99,87,1,old,344,BSSC
1998,QO99,88,1,new,668,BSSC
1998,QO99,88,1,old,393,BSSC
1998,QO99,89,1,new,554,BSSC
1998,QO99,89,1,old,296,BSSC
1998,QO99,90,1,new,994,BSSC
1998,QO99,90,1,old,387,BSSC
1998,QO99,90,2,new,1,BSSC
1998,QO99,91,1,new,905,BSSC
1998,QO99,91,1,old,341,BSSC
1998,QO99,92,1,new,1368,BSSC
1998,QO99,92,1,old,411,BSSC
1998,QO99,92,2,new,1,BSSC
1998,QO99,93,1,new,1453,BSSC
1998,QO99,93,1,old,402,BSSC
1998,QO99,94,1,new,1745,BSSC
1998,QO99,94,1,old,414,BSSC
1998,QO99,95,1,new,2235,BSSC
1998,QO99,95,1,old,465,BSSC
1998,QO99,96,1,new,1936,BSSC
1998,QO99,96,1,old,395,BSSC
1998,QO99,97,1,new,2610,BSSC
1998,QO99,97,1,old,473,BSSC
1998,QO99,98,1,new,3238,BSSC
1998,QO99,98,1,old,520,BSSC
1998,QO99,98,2,new,1,BSSC
1998,QO99,99,1,new,2463,BSSC
1998,QO99,99,1,old,359,BSSC
1998,QO99,100,1,new,3695,BSSC
1998,QO99,100,1,old,440,BSSC
1998,QO99,101,1,new,2744,BSSC
1998,QO99,101,1,old,307,BSSC
1998,QO99,102,1,new,3787,BSSC
1998,QO99,102,1,old,300,BSSC
1998,QO99,103,1,new,4260,BSSC
1998,QO99,103,1,old,331,BSSC
1998,QO99,104,1,new,3869,BSSC
1998,QO99,104,1,old,250,BSSC
1998,QO99,105,1,new,4435,BSSC
1998,QO99,105,1,old,274,BSSC
1998,QO99,106,1,new,3475,BSSC
1998,QO99,106,1,old,184,BSSC
1998,QO99,107,1,new,4319,BSSC
1998,QO99,107,1,old,214,BSSC
1998,QO99,108,1,new,4552,BSSC
1998,QO99,108,1,old,233,BSSC
1998,QO99,109,1,new,3279,BSSC
1998,QO99,109,1,old,136,BSSC
1998,QO99,110,1,new,4580,BSSC
1998,QO99,110,1,old,215,BSSC
1998,QO99,111,1,new,3198,BSSC
1998,QO99,111,1,old,135,BSSC
1998,QO99,112,1,new,4277,BSSC
1998,QO99,112,1,old,213,BSSC
1998,QO99,113,1,new,3414,BSSC
1998,QO99,113,1,old,137,BSSC
1998,QO99,114,1,new,3183,BSSC
1998,QO99,114,1,old,126,BSSC
1998,QO99,115,1,new,3553,BSSC
1998,QO99,115,1,old,175,BSSC
1998,QO99,116,1,new,2203,BSSC
1998,QO99,116,1,old,88,BSSC
1998,QO99,117,1,new,2788,BSSC
1998,QO99,117,1,old,112,BSSC
1998,QO99,118,1,new,2354,BSSC
1998,QO99,118,1,old,118,BSSC
1998,QO99,119,1,new,1551,BSSC
1998,QO99,119,1,old,75,BSSC
1998,QO99,120,1,new,1727,BSSC
1998,QO99,120,1,old,98,BSSC
1998,QO99,121,1,new,1019,BSSC
1998,QO99,121,1,old,43,BSSC
1998,QO99,122,1,new,1245,BSSC
1998,QO99,122,1,old,55,BSSC
1998,QO99,123,1,new,806,BSSC
1998,QO99,123,1,old,53,BSSC
1998,QO99,124,1,new,672,BSSC
1998,QO99,124,1,old,31,BSSC
1998,QO99,125,1,new,598,BSSC
1998,QO99,125,1,old,23,BSSC
1998,QO99,126,1,new,318,BSSC
1998,QO99,126,1,old,18,BSSC
1998,QO99,127,1,new,304,BSSC
1998,QO99,127,1,old,18,BSSC
1998,QO99,128,1,new,224,BSSC
1998,QO99,128,1,old,7,BSSC
1998,QO99,129,1,new,103,BSSC
1998,QO99,129,1,old,7,BSSC
1998,QO99,130,1,new,113,BSSC
1998,QO99,130,1,old,7,BSSC
1998,QO99,131,1,new,57,BSSC
1998,QO99,131,1,old,4,BSSC
1998,QO99,132,1,new,64,BSSC
1998,QO99,132,1,old,3,BSSC
1998,QO99,133,1,new,34,BSSC
1998,QO99,133,1,old,2,BSSC
1998,QO99,134,1,new,23,BSSC
1998,QO99,134,1,old,3,BSSC
1998,QO99,135,1,new,16,BSSC
1998,QO99,135,1,old,3,BSSC
1998,QO99,136,1,new,7,BSSC
1998,QO99,137,1,new,7,BSSC
1998,QO99,138,1,new,3,BSSC
1998,QO99,138,1,old,2,BSSC
1998,QO99,139,1,new,2,BSSC
1998,QO99,139,1,old,1,BSSC
1998,QO99,140,1,new,3,BSSC
1998,QO99,140,1,old,1,BSSC
1998,QO99,144,1,old,1,BSSC
1998,QO99,145,1,new,3,BSSC
1999,QO00,28,1,new,1,BSSC
1999,QO00,54,2,new,1,BSSC
1999,QO00,56,1,new,1,BSSC
1999,QO00,57,2,new,1,BSSC
1999,QO00,58,2,new,2,BSSC
1999,QO00,59,1,new,2,BSSC
1999,QO00,60,1,new,8,BSSC
1999,QO00,60,1,old,1,BSSC
1999,QO00,61,1,new,3,BSSC
1999,QO00,61,1,old,2,BSSC
1999,QO00,61,2,new,2,BSSC
1999,QO00,62,1,new,12,BSSC
1999,QO00,62,1,old,3,BSSC
1999,QO00,62,2,new,2,BSSC
1999,QO00,63,1,new,9,BSSC
1999,QO00,63,1,old,7,BSSC
1999,QO00,63,2,new,4,BSSC
1999,QO00,63,2,old,1,BSSC
1999,QO00,64,1,new,17,BSSC
1999,QO00,64,1,old,5,BSSC
1999,QO00,64,2,new,2,BSSC
1999,QO00,65,1,new,16,BSSC
1999,QO00,65,1,old,4,BSSC
1999,QO00,65,2,new,6,BSSC
1999,QO00,66,1,new,24,BSSC
1999,QO00,66,1,old,5,BSSC
1999,QO00,66,2,new,1,BSSC
1999,QO00,67,1,new,26,BSSC
1999,QO00,67,1,old,8,BSSC
1999,QO00,67,2,new,13,BSSC
1999,QO00,67,2,old,1,BSSC
1999,QO00,68,1,new,40,BSSC
1999,QO00,68,1,old,14,BSSC
1999,QO00,68,2,new,10,BSSC
1999,QO00,68,2,old,1,BSSC
1999,QO00,69,1,new,16,BSSC
1999,QO00,69,1,old,11,BSSC
1999,QO00,69,2,new,6,BSSC
1999,QO00,70,1,new,45,BSSC
1999,QO00,70,1,old,12,BSSC
1999,QO00,70,2,new,8,BSSC
1999,QO00,70,2,old,1,BSSC
1999,QO00,71,1,new,35,BSSC
1999,QO00,71,1,old,23,BSSC
1999,QO00,71,2,new,4,BSSC
1999,QO00,72,1,new,48,BSSC
1999,QO00,72,1,old,18,BSSC
1999,QO00,72,2,new,11,BSSC
1999,QO00,73,1,new,50,BSSC
1999,QO00,73,1,old,30,BSSC
1999,QO00,73,2,new,3,BSSC
1999,QO00,73,2,old,1,BSSC
1999,QO00,74,1,new,63,BSSC
1999,QO00,74,1,old,37,BSSC
1999,QO00,74,2,new,6,BSSC
1999,QO00,75,1,new,61,BSSC
1999,QO00,75,1,old,34,BSSC
1999,QO00,75,2,new,3,BSSC
1999,QO00,76,1,new,84,BSSC
1999,QO00,76,1,old,49,BSSC
1999,QO00,76,2,new,1,BSSC
1999,QO00,77,1,new,89,BSSC
1999,QO00,77,1,old,62,BSSC
1999,QO00,78,1,new,79,BSSC
1999,QO00,78,1,old,51,BSSC
1999,QO00,78,2,new,1,BSSC
1999,QO00,79,1,new,50,BSSC
1999,QO00,79,1,old,33,BSSC
1999,QO00,79,2,new,1,BSSC
1999,QO00,79,2,old,1,BSSC
1999,QO00,80,1,new,102,BSSC
1999,QO00,80,1,old,70,BSSC
1999,QO00,80,2,old,1,BSSC
1999,QO00,81,1,new,73,BSSC
1999,QO00,81,1,old,55,BSSC
1999,QO00,82,1,new,91,BSSC
1999,QO00,82,1,old,63,BSSC
1999,QO00,82,2,new,1,BSSC
1999,QO00,83,1,new,72,BSSC
1999,QO00,83,1,old,72,BSSC
1999,QO00,84,1,new,98,BSSC
1999,QO00,84,1,old,63,BSSC
1999,QO00,84,2,new,1,BSSC
1999,QO00,84,2,old,1,BSSC
1999,QO00,85,1,new,78,BSSC
1999,QO00,85,1,old,80,BSSC
1999,QO00,86,1,new,89,BSSC
1999,QO00,86,1,old,69,BSSC
1999,QO00,86,2,new,1,BSSC
1999,QO00,86,2,old,1,BSSC
1999,QO00,87,1,new,83,BSSC
1999,QO00,87,1,old,76,BSSC
1999,QO00,88,1,new,103,BSSC
1999,QO00,88,1,old,97,BSSC
1999,QO00,89,1,new,114,BSSC
1999,QO00,89,1,old,88,BSSC
1999,QO00,90,1,new,163,BSSC
1999,QO00,90,1,old,107,BSSC
1999,QO00,91,1,new,161,BSSC
1999,QO00,91,1,old,87,BSSC
1999,QO00,92,1,new,247,BSSC
1999,QO00,92,1,old,148,BSSC
1999,QO00,93,1,new,268,BSSC
1999,QO00,93,1,old,146,BSSC
1999,QO00,94,1,new,318,BSSC
1999,QO00,94,1,old,149,BSSC
1999,QO00,95,1,new,422,BSSC
1999,QO00,95,1,old,170,BSSC
1999,QO00,96,1,new,408,BSSC
1999,QO00,96,1,old,201,BSSC
1999,QO00,97,1,new,559,BSSC
1999,QO00,97,1,old,243,BSSC
1999,QO00,98,1,new,642,BSSC
1999,QO00,98,1,old,256,BSSC
1999,QO00,99,1,new,598,BSSC
1999,QO00,99,1,old,226,BSSC
1999,QO00,100,1,new,943,BSSC
1999,QO00,100,1,old,287,BSSC
1999,QO00,101,1,new,811,BSSC
1999,QO00,101,1,old,205,BSSC
1999,QO00,102,1,new,1049,BSSC
1999,QO00,102,1,old,239,BSSC
1999,QO00,103,1,new,1128,BSSC
1999,QO00,103,1,old,230,BSSC
1999,QO00,104,1,new,1306,BSSC
1999,QO00,104,1,old,212,BSSC
1999,QO00,105,1,new,1435,BSSC
1999,QO00,105,1,old,239,BSSC
1999,QO00,106,1,new,1246,BSSC
1999,QO00,106,1,old,190,BSSC
1999,QO00,107,1,new,1797,BSSC
1999,QO00,107,1,old,205,BSSC
1999,QO00,108,1,new,1891,BSSC
1999,QO00,108,1,old,208,BSSC
1999,QO00,109,1,new,1718,BSSC
1999,QO00,109,1,old,172,BSSC
1999,QO00,110,1,new,2169,BSSC
1999,QO00,110,1,old,181,BSSC
