Season,Stat Week,Stat Area,Processors,Number of Vessels,Whole Weight (sum),Number Of Crab,Effort (sum),CPUE
1990,3,685600,1,1.00,9080.00,6093.00,50.00,121.86
1990,3,685630,2,2.00,152343.00,112637.00,901.00,125.01
1990,3,695631,3,4.00,144215.00,109989.00,1305.00,84.28
1990,3,705701,1,1.00,35366.00,27415.00,400.00,68.54
1990,3,715630,5,6.00,493489.00,365537.00,2784.00,131.30
1990,3,715700,3,4.00,564557.00,454724.00,2550.00,178.32
1990,3,725630,2,2.00,221836.00,170348.00,1015.00,167.83
1990,4,685600,2,2.00,145262.00,83685.00,687.00,121.81
1990,4,685630,5,6.00,407115.00,288853.00,2145.00,134.66
1990,4,685700,1,1.00,31490.00,26242.00,572.00,45.88
1990,4,695600,1,1.00,56460.00,47050.00,450.00,104.56
1990,4,695631,5,6.00,196392.00,159264.00,1882.00,84.62
1990,4,705600,2,2.00,102222.00,74220.00,520.00,142.73
1990,4,705630,4,4.00,579185.00,453376.00,2135.00,212.35
1990,4,705701,1,1.00,54995.00,46644.00,460.00,101.40
1990,4,715630,15,19.00,1865429.00,1407634.00,7615.00,184.85
1990,4,715700,2,4.00,479450.00,385283.00,1717.00,224.39
1990,4,725630,6,5.00,926346.00,751387.00,3337.00,225.17
1990,4,725700,3,3.00,273379.00,212849.00,1169.00,182.08
1990,4,745930,1,1.00,65290.00,51440.00,700.00,73.49
1990,5,625600,1,1.00,13465.00,9974.00,225.00,44.33
1990,5,645600,1,1.00,22481.00,17293.00,1000.00,17.29
1990,5,665600,1,1.00,81974.00,68311.00,360.00,189.75
1990,5,675630,1,1.00,105969.00,66647.00,602.00,110.71
1990,5,685600,1,2.00,98416.00,83929.00,1380.00,60.82
1990,5,685630,7,7.00,321807.00,264477.00,4196.00,63.03
1990,5,695600,1,1.00,37410.00,30415.00,180.00,168.97
1990,5,695631,6,6.00,51579.00,40483.00,1387.00,29.19
1990,5,705600,1,1.00,11095.00,8099.00,700.00,11.57
1990,5,705630,6,7.00,417698.00,314748.00,4688.00,67.14
1990,5,705701,4,4.00,160504.00,108494.00,2223.00,48.81
1990,5,715600,1,1.00,83673.00,54688.00,375.00,145.83
1990,5,715630,11,13.00,1693326.00,1304483.00,7072.00,184.46
1990,5,715700,15,19.00,2257112.00,1724875.00,8604.00,200.47
1990,5,715730,2,2.00,101813.00,73269.00,634.00,115.57
1990,5,725630,3,3.00,270665.00,163333.00,1278.00,127.80
1990,5,725700,5,5.00,613777.00,474982.00,1727.00,275.03
1990,5,725730,3,3.00,225114.00,179742.00,690.00,260.50
1990,6,685630,7,8.00,717750.00,569523.00,3717.00,153.22
1990,6,695631,2,2.00,20195.00,15883.00,940.00,16.90
1990,6,695632,1,1.00,2239.00,1820.00,500.00,3.64
1990,6,695700,1,1.00,29690.00,24742.00,620.00,39.91
1990,6,695730,1,1.00,54472.00,43578.00,301.00,144.78
1990,6,705600,2,2.00,163836.00,136268.00,1175.00,115.97
1990,6,705630,4,4.00,233439.00,173590.00,1044.00,166.27
1990,6,705701,2,2.00,75308.00,58826.00,263.00,223.67
1990,6,705730,1,1.00,132421.00,97377.00,880.00,110.66
1990,6,715600,2,2.00,119151.00,91780.00,1120.00,81.95
1990,6,715630,11,12.00,1230486.00,961869.00,4877.00,197.23
1990,6,715700,11,16.00,1856883.00,1493243.00,8206.00,181.97
1990,6,715730,2,2.00,272624.00,220947.00,1200.00,184.12
1990,6,725630,7,7.00,1069389.00,857409.00,3737.00,229.44
1990,6,725700,8,9.00,689526.00,554440.00,2878.00,192.65
1990,6,725730,1,1.00,151176.00,119036.00,450.00,264.52
1990,6,735700,1,1.00,23078.00,17483.00,150.00,116.55
1990,6,746030,1,1.00,112631.00,87993.00,425.00,207.04
1990,6,786100,1,1.00,54672.00,43578.00,302.00,144.30
1990,7,645630,1,1.00,37635.00,30351.00,630.00,48.18
1990,7,685630,5,5.00,176987.00,152884.00,1727.00,88.53
1990,7,695631,5,5.00,240374.00,183815.00,2307.00,79.68
1990,7,705600,2,2.00,166802.00,131077.00,1450.00,90.40
1990,7,705630,3,3.00,180340.00,145170.00,2470.00,58.77
1990,7,705701,5,6.00,480261.00,355049.00,4870.00,72.91
1990,7,705702,1,1.00,7216.00,6013.00,200.00,30.07
1990,7,705730,1,1.00,40097.00,33414.00,269.00,124.22
1990,7,715630,4,4.00,307897.00,244839.00,1680.00,145.74
1990,7,715700,13,16.00,1883738.00,1464907.00,9525.00,153.80
1990,7,715730,3,3.00,374770.00,281382.00,1453.00,193.66
1990,7,725630,2,2.00,89120.00,67191.00,750.00,89.59
1990,7,725700,9,10.00,1068731.00,826975.00,3587.00,230.55
1990,7,725730,5,5.00,480524.00,382388.00,1441.00,265.36
1990,7,735700,1,1.00,36036.00,27300.00,158.00,172.78
1990,8,635600,1,1.00,30945.00,25574.00,1000.00,25.57
1990,8,635630,1,1.00,22175.00,11250.00,800.00,14.06
1990,8,685600,1,1.00,70890.00,58587.00,325.00,180.27
1990,8,685630,5,6.00,282875.00,226334.00,2019.00,112.10
1990,8,695600,1,1.00,28762.00,19175.00,600.00,31.96
1990,8,695631,1,1.00,10062.00,8385.00,450.00,18.63
1990,8,705600,2,2.00,189527.00,147824.00,1080.00,136.87
1990,8,705630,5,6.00,627208.00,491602.00,4035.00,121.83
1990,8,705701,3,2.00,169581.00,130034.00,1340.00,97.04
1990,8,715630,9,9.00,596733.00,472284.00,3479.00,135.75
1990,8,715700,8,9.00,863045.00,676217.00,3520.00,192.11
1990,8,715730,9,10.00,939386.00,775340.00,3878.00,199.93
1990,8,725630,2,2.00,317550.00,263885.00,1678.00,157.26
1990,8,725700,6,6.00,505685.00,395574.00,1961.00,201.72
1990,8,725730,6,5.00,316309.00,238838.00,1683.00,141.91
1990,8,735700,2,2.00,38878.00,30643.00,150.00,204.29
1990,8,735730,1,1.00,20122.00,14373.00,127.00,113.17
1990,9,675600,1,1.00,66629.00,51253.00,300.00,170.84
1990,9,675630,1,1.00,53407.00,46441.00,275.00,168.88
1990,9,685600,2,3.00,232600.00,192758.00,1103.00,174.76
1990,9,685630,2,2.00,222397.00,192156.00,937.00,205.08
1990,9,695631,1,1.00,23527.00,14700.00,964.00,15.25
1990,9,705600,1,1.00,26270.00,21890.00,450.00,48.64
1990,9,705630,2,2.00,27483.00,20180.00,1600.00,12.61
1990,9,705701,10,10.00,745520.00,568989.00,4752.00,119.74
1990,9,705730,1,2.00,151663.00,119893.00,1300.00,92.23
1990,9,715630,6,7.00,322596.00,264756.00,1720.00,153.93
1990,9,715700,15,19.00,1949310.00,1523314.00,11045.00,137.92
1990,9,715730,13,13.00,1309196.00,1019972.00,5441.00,187.46
1990,9,715800,1,1.00,54805.00,46054.00,200.00,230.27
1990,9,725630,9,7.00,701151.00,562134.00,3950.00,142.31
1990,9,725700,8,9.00,591166.00,480371.00,2834.00,169.50
1990,9,725730,9,8.00,1030374.00,806169.00,3579.00,225.25
1990,9,735700,1,1.00,7491.00,5096.00,122.00,41.77
1990,9,735730,2,2.00,309216.00,251135.00,1083.00,231.89
1990,10,635530,1,1.00,13.00,10.00,75.00,0.13
1990,10,675600,2,1.00,78282.00,63437.00,887.00,71.52
1990,10,675630,1,1.00,28088.00,22470.00,270.00,83.22
1990,10,685600,3,2.00,175777.00,160504.00,1090.00,147.25
1990,10,685630,2,2.00,113503.00,109661.00,562.00,195.13
1990,10,695631,4,4.00,23976.00,18983.00,1189.00,15.97
1990,10,705600,1,1.00,22155.00,18462.00,200.00,92.31
1990,10,705630,4,4.00,87242.00,65039.00,3020.00,21.54
1990,10,705701,1,1.00,146.00,109.00,10.00,10.90
1990,10,715600,1,1.00,39705.00,33087.00,750.00,44.12
1990,10,715630,13,14.00,832530.00,693903.00,4864.00,142.66
1990,10,715700,9,12.00,656261.00,518612.00,3934.00,131.83
1990,10,715730,8,9.00,620745.00,496366.00,3374.00,147.11
1990,10,715800,2,2.00,191683.00,149101.00,1350.00,110.45
1990,10,725630,9,10.00,573719.00,456970.00,4491.00,101.75
1990,10,725700,4,5.00,509991.00,405034.00,2703.00,149.85
1990,10,725730,9,11.00,656335.00,515412.00,3650.00,141.21
1990,10,725800,2,2.00,136372.00,103000.00,536.00,192.16
1990,10,735700,1,1.00,92690.00,70220.00,420.00,167.19
1990,10,735730,2,2.00,313653.00,252441.00,846.00,298.39
1990,11,665600,1,1.00,179760.00,149800.00,635.00,235.91
1990,11,675530,3,3.00,378333.00,319110.00,1437.00,222.07
1990,11,675600,2,3.00,251321.00,218197.00,2110.00,103.41
1990,11,675630,1,1.00,34617.00,27694.00,185.00,149.70
1990,11,685530,1,1.00,209762.00,169376.00,698.00,242.66
1990,11,685600,1,1.00,34459.00,27567.00,235.00,117.31
1990,11,685630,2,3.00,140551.00,116631.00,905.00,128.87
1990,11,695632,1,1.00,12548.00,11407.00,725.00,15.73
1990,11,705600,3,3.00,124332.00,108647.00,550.00,197.54
1990,11,705630,1,1.00,550.00,423.00,1100.00,0.38
1990,11,705701,2,2.00,58435.00,43771.00,358.00,122.27
1990,11,715630,12,17.00,1218432.00,987634.00,6894.00,143.26
1990,11,715700,11,15.00,914574.00,686735.00,5601.00,122.61
1990,11,715730,7,8.00,615100.00,513791.00,3125.00,164.41
1990,11,715800,1,1.00,42499.00,31716.00,225.00,140.96
1990,11,725600,1,1.00,18182.00,15152.00,92.00,164.70
1990,11,725630,10,11.00,853265.00,705695.00,6145.00,114.84
1990,11,725700,7,8.00,659449.00,534774.00,2558.00,209.06
1990,11,725730,7,8.00,710648.00,570244.00,2809.00,203.01
1990,11,725800,3,3.00,348795.00,276050.00,1135.00,243.22
1990,11,735730,2,2.00,219929.00,165640.00,586.00,282.66
1990,11,735800,2,2.00,296433.00,228182.00,784.00,291.05
1990,12,625630,1,1.00,143529.00,104006.00,479.00,217.13
1990,12,635530,1,1.00,11149.00,8040.00,680.00,11.82
1990,12,645501,1,1.00,1299.00,1000.00,700.00,1.43
1990,12,645530,1,1.00,16724.00,12060.00,1020.00,11.82
1990,12,655530,1,2.00,122433.00,98483.00,850.00,115.86
1990,12,655600,2,2.00,128105.00,107754.00,3270.00,32.95
1990,12,665530,2,2.00,311330.00,237065.00,1250.00,189.65
1990,12,665600,3,3.00,297992.00,247093.00,1850.00,133.56
1990,12,675530,5,5.00,704488.00,585593.00,3364.00,174.08
1990,12,675600,5,5.00,407212.00,348615.00,1445.00,241.26
1990,12,675630,1,1.00,73501.00,58801.00,115.00,511.31
1990,12,685530,3,3.00,334368.00,281382.00,837.00,336.18
1990,12,685600,2,3.00,212867.00,179472.00,1075.00,166.95
1990,12,685630,2,2.00,346170.00,284053.00,665.00,427.15
1990,12,695631,1,1.00,39312.00,31702.00,350.00,90.58
1990,12,705600,1,1.00,120220.00,100183.00,220.00,455.38
1990,12,705630,3,4.00,124235.00,96466.00,1740.00,55.44
1990,12,705701,2,2.00,185288.00,145640.00,850.00,171.34
1990,12,715600,1,1.00,16400.00,13500.00,100.00,135.00
1990,12,715630,9,9.00,658050.00,556951.00,4105.00,135.68
1990,12,715700,3,3.00,86582.00,69369.00,667.00,104.00
1990,12,715730,4,6.00,471247.00,372983.00,2165.00,172.28
1990,12,725630,4,4.00,341843.00,275245.00,2116.00,130.08
1990,12,725700,6,6.00,544506.00,444781.00,2994.00,148.56
1990,12,725730,5,5.00,647350.00,521589.00,2511.00,207.72
1990,12,725800,5,5.00,501467.00,378633.00,1893.00,200.02
1990,12,735700,1,1.00,89247.00,65623.00,367.00,178.81
1990,12,735730,2,2.00,108972.00,84358.00,467.00,180.64
1990,12,735800,3,3.00,558227.00,421137.00,1712.00,245.99
1990,13,625630,1,1.00,286375.00,197500.00,766.00,257.83
1990,13,635530,1,1.00,115842.00,96535.00,600.00,160.89
1990,13,655530,1,1.00,44629.00,35420.00,1500.00,23.61
1990,13,655600,1,1.00,104455.00,83564.00,450.00,185.70
1990,13,665530,2,2.00,273996.00,234821.00,1014.00,231.58
1990,13,665600,3,3.00,103408.00,84255.00,920.00,91.58
1990,13,675530,6,7.00,1076062.00,864648.00,3306.00,261.54
1990,13,675600,7,9.00,981597.00,828972.00,4600.00,180.21
1990,13,675630,2,2.00,158763.00,137513.00,480.00,286.49
1990,13,685530,1,1.00,78141.00,62513.00,210.00,297.68
1990,13,685600,3,4.00,715946.00,588224.00,2113.00,278.38
1990,13,685630,1,1.00,47154.00,37723.00,189.00,199.59
1990,13,695632,1,1.00,7014.00,3771.00,300.00,12.57
1990,13,705530,1,1.00,17650.00,13171.00,220.00,59.87
1990,13,705600,3,3.00,150625.00,117465.00,1055.00,111.34
1990,13,705630,1,2.00,105998.00,81472.00,507.00,160.69
1990,13,705701,1,1.00,90379.00,69522.00,450.00,154.49
1990,13,715630,3,3.00,234335.00,191481.00,1530.00,125.15
1990,13,715700,8,10.00,564549.00,445551.00,3101.00,143.68
1990,13,715730,5,5.00,558522.00,451126.00,2221.00,203.12
1990,13,715800,1,1.00,107330.00,87260.00,800.00,109.08
1990,13,725630,2,2.00,215625.00,179591.00,629.00,285.52
1990,13,725700,7,7.00,487796.00,404848.00,2067.00,195.86
1990,13,725730,8,8.00,768633.00,647396.00,2958.00,218.86
1990,13,725800,4,3.00,442500.00,361976.00,1400.00,258.55
1990,13,735700,1,1.00,87740.00,71333.00,450.00,158.52
1990,13,735730,7,7.00,1014415.00,780517.00,4342.00,179.76
1990,13,735800,3,3.00,298267.00,234273.00,1121.00,208.99
1990,13,735900,1,1.00,227620.00,189684.00,700.00,270.98
1990,13,745800,1,1.00,261295.00,209036.00,692.00,302.08
1990,14,645501,2,2.00,2806.00,2310.00,910.00,2.54
1990,14,645600,1,1.00,1347.00,1077.00,420.00,2.56
1990,14,655600,2,2.00,149083.00,115022.00,1100.00,104.57
1990,14,665500,1,1.00,55704.00,45288.00,220.00,205.85
1990,14,665530,2,2.00,331375.00,285101.00,960.00,296.98
1990,14,665600,1,1.00,45818.00,39842.00,325.00,122.59
1990,14,675500,1,1.00,81587.00,70945.00,700.00,101.35
1990,14,675530,6,7.00,1344141.00,1113204.00,3980.00,279.70
1990,14,675600,6,6.00,1082905.00,920978.00,4559.00,202.01
1990,14,685530,1,1.00,5647.00,4667.00,200.00,23.34
1990,14,685600,5,5.00,521583.00,462845.00,2550.00,181.51
1990,14,685630,1,1.00,210320.00,175267.00,250.00,701.07
1990,14,695600,1,1.00,235607.00,214188.00,400.00,535.47
1990,14,695631,1,1.00,2531.00,2300.00,50.00,46.00
1990,14,705600,1,1.00,44903.00,30768.00,250.00,123.07
1990,14,705630,3,3.00,73515.00,54656.00,880.00,62.11
1990,14,705701,1,1.00,23052.00,17464.00,159.00,109.84
1990,14,705830,1,1.00,82865.00,59615.00,650.00,91.72
1990,14,715600,2,2.00,75056.00,60629.00,350.00,173.23
1990,14,715630,2,3.00,161462.00,134552.00,1200.00,112.13
1990,14,715700,6,7.00,622828.00,504334.00,2561.00,196.93
1990,14,715730,6,6.00,446906.00,364007.00,1964.00,185.34
1990,14,715800,2,1.00,244390.00,187793.00,725.00,259.02
1990,14,725630,3,3.00,337331.00,278516.00,982.00,283.62
1990,14,725700,3,4.00,104111.00,85984.00,442.00,194.53
1990,14,725730,11,13.00,949446.00,750457.00,5545.00,135.34
1990,14,725800,4,4.00,422526.00,341582.00,1832.00,186.45
1990,14,735700,2,2.00,316093.00,248828.00,1157.00,215.06
1990,14,735730,4,5.00,346142.00,265261.00,2244.00,118.21
1990,14,735800,4,5.00,463919.00,377443.00,2368.00,159.39
1990,14,735830,1,1.00,6074.00,4859.00,68.00,71.46
1990,15,655500,1,1.00,76432.00,63167.00,800.00,78.96
1990,15,655530,1,1.00,78007.00,68427.00,1350.00,50.69
1990,15,655600,1,1.00,32425.00,27021.00,700.00,38.60
1990,15,655630,1,1.00,90540.00,79421.00,350.00,226.92
1990,15,665500,1,1.00,104813.00,87344.00,700.00,124.78
1990,15,665530,3,3.00,424013.00,349947.00,1430.00,244.72
1990,15,665600,4,4.00,178008.00,147799.00,1490.00,99.19
1990,15,665630,1,1.00,99195.00,79996.00,500.00,159.99
1990,15,665730,1,1.00,30372.00,25310.00,500.00,50.62
1990,15,675530,6,6.00,977304.00,834353.00,2631.00,317.12
1990,15,675600,13,16.00,1507733.00,1273554.00,7514.00,169.49
1990,15,675630,1,1.00,7023.00,5487.00,66.00,83.14
1990,15,685530,5,6.00,309817.00,257154.00,2024.00,127.05
1990,15,685600,9,11.00,787649.00,669518.00,4036.00,165.89
1990,15,685630,1,1.00,56184.00,43894.00,530.00,82.82
1990,15,695600,2,2.00,114290.00,82155.00,1017.00,80.78
1990,15,705600,1,1.00,46761.00,39967.00,225.00,177.63
1990,15,705630,2,2.00,46762.00,39968.00,262.00,152.55
1990,15,705701,2,2.00,117667.00,92352.00,845.00,109.29
1990,15,715630,3,3.00,51350.00,42296.00,690.00,61.30
1990,15,715700,5,5.00,415589.00,337738.00,1856.00,181.97
1990,15,715730,5,7.00,533651.00,429036.00,2791.00,153.72
1990,15,715800,1,1.00,41882.00,34902.00,300.00,116.34
1990,15,725630,2,2.00,253838.00,207780.00,1400.00,148.41
1990,15,725700,6,7.00,609605.00,500990.00,3085.00,162.40
1990,15,725730,8,10.00,1061237.00,852200.00,5528.00,154.16
1990,15,725800,3,4.00,291790.00,243158.00,1384.00,175.69
1990,15,725830,2,2.00,134610.00,112174.00,1000.00,112.17
1990,15,735700,2,2.00,140395.00,102885.00,1404.00,73.28
1990,15,735730,6,6.00,548593.00,419283.00,2941.00,142.56
1990,15,735800,3,3.00,223519.00,180452.00,1328.00,135.88
1990,15,735830,1,1.00,236490.00,207447.00,650.00,319.15
1990,15,735900,1,1.00,16444.00,13050.00,300.00,43.50
1990,15,755800,1,1.00,36186.00,28949.00,150.00,192.99
1990,15,755900,1,1.00,176940.00,148689.00,600.00,247.82
1990,16,635630,1,1.00,3511.00,2700.00,1100.00,2.45
1990,16,655530,2,2.00,108352.00,90293.00,800.00,112.87
1990,16,655600,1,1.00,50242.00,41868.00,350.00,119.62
1990,16,655630,1,1.00,286.00,238.00,270.00,0.88
1990,16,665600,4,4.00,119399.00,98995.00,2050.00,48.29
1990,16,665630,1,2.00,49961.00,40000.00,564.00,70.92
1990,16,675500,1,1.00,121240.00,101033.00,500.00,202.07
1990,16,675530,5,6.00,481129.00,405137.00,3148.00,128.70
1990,16,675600,7,9.00,374844.00,322421.00,3302.00,97.64
1990,16,675630,2,2.00,32586.00,27081.00,465.00,58.24
1990,16,685530,4,4.00,395117.00,344354.00,2158.00,159.57
1990,16,685600,10,12.00,845231.00,719222.00,5960.00,120.67
1990,16,685630,3,3.00,77592.00,65240.00,1994.00,32.72
1990,16,695600,1,1.00,254546.00,215717.00,600.00,359.53
1990,16,695631,1,1.00,124875.00,104063.00,450.00,231.25
1990,16,705600,3,3.00,379909.00,327843.00,1445.00,226.88
1990,16,705630,3,3.00,101328.00,75379.00,625.00,120.61
1990,16,715630,1,2.00,152274.00,143281.00,750.00,191.04
1990,16,715700,9,13.00,1366257.00,1153146.00,7720.00,149.37
1990,16,715730,5,5.00,537812.00,455475.00,2585.00,176.20
1990,16,715800,1,1.00,114651.00,97992.00,250.00,391.97
1990,16,725630,1,1.00,25750.00,23843.00,520.00,45.85
1990,16,725700,7,8.00,545654.00,455645.00,4193.00,108.67
1990,16,725730,7,8.00,478527.00,386734.00,2661.00,145.33
1990,16,725800,5,5.00,334195.00,262129.00,1749.00,149.87
1990,16,735730,7,7.00,666932.00,514456.00,2931.00,175.52
1990,16,735800,9,11.00,1009324.00,796892.00,6988.00,114.04
1990,16,735830,1,1.00,109861.00,96369.00,700.00,137.67
1990,17,645501,1,1.00,21995.00,17596.00,110.00,159.96
1990,17,665500,1,1.00,42047.00,37542.00,600.00,62.57
1990,17,665530,4,4.00,327841.00,279131.00,1475.00,189.24
1990,17,665600,4,4.00,124858.00,93848.00,1217.00,77.11
1990,17,665630,1,2.00,116076.00,96000.00,435.00,220.69
1990,17,675530,3,3.00,400392.00,331976.00,1590.00,208.79
1990,17,675600,6,7.00,414353.00,350090.00,2955.00,118.47
1990,17,675630,2,2.00,197681.00,165105.00,1439.00,114.74
1990,17,675700,1,1.00,23986.00,20090.00,370.00,54.30
1990,17,685530,3,3.00,127035.00,105806.00,1005.00,105.28
1990,17,685600,8,9.00,392222.00,331915.00,3183.00,104.28
1990,17,685630,2,2.00,95341.00,82322.00,875.00,94.08
1990,17,705600,3,3.00,126405.00,102926.00,950.00,108.34
1990,17,705630,1,1.00,134992.00,112371.00,400.00,280.93
1990,17,705701,1,1.00,47950.00,42061.00,776.00,54.20
1990,17,705730,1,1.00,9881.00,7905.00,200.00,39.53
1990,17,715600,1,1.00,29522.00,22365.00,325.00,68.82
1990,17,715630,4,4.00,377078.00,315957.00,1803.00,175.24
1990,17,715700,6,6.00,238798.00,205241.00,1381.00,148.62
1990,17,715730,5,6.00,559689.00,478639.00,2868.00,166.89
1990,17,725530,1,1.00,215176.00,165520.00,1100.00,150.47
1990,17,725630,2,2.00,207020.00,151511.00,1616.00,93.76
1990,17,725700,5,5.00,182054.00,152861.00,1128.00,135.52
1990,17,725730,4,6.00,637082.00,509392.00,2551.00,199.68
1990,17,725800,4,6.00,328094.00,279114.00,1885.00,148.07
1990,17,735700,2,2.00,128459.00,98499.00,737.00,133.65
1990,17,735730,8,10.00,906621.00,699520.00,6677.00,104.77
1990,17,735800,15,18.00,1899855.00,1483074.00,11873.00,124.91
1990,17,735830,3,3.00,274429.00,221321.00,2150.00,102.94
1990,17,735900,1,1.00,18096.00,15600.00,180.00,86.67
1990,17,745830,2,2.00,105994.00,80906.00,574.00,140.95
1990,17,776000,1,1.00,180965.00,147126.00,493.00,298.43
1990,18,665600,2,2.00,220625.00,162006.00,1900.00,85.27
1990,18,675530,1,1.00,139605.00,111684.00,700.00,159.55
1990,18,675600,2,2.00,75425.00,61514.00,512.00,120.14
1990,18,685600,4,4.00,137230.00,111963.00,886.00,126.37
1990,18,685630,1,1.00,100422.00,83685.00,620.00,134.98
1990,18,695600,1,1.00,77712.00,62170.00,190.00,327.21
1990,18,705630,1,1.00,123897.00,95305.00,1400.00,68.08
1990,18,715630,2,2.00,258887.00,204189.00,1225.00,166.68
1990,18,715700,2,2.00,56590.00,44535.00,616.00,72.30
1990,18,715730,1,2.00,251800.00,226701.00,1485.00,152.66
1990,18,715800,1,1.00,45076.00,38200.00,250.00,152.80
1990,18,725700,1,1.00,41480.00,33184.00,200.00,165.92
1990,18,725730,1,1.00,50731.00,42273.00,312.00,135.49
1990,18,725800,2,2.00,66573.00,54947.00,735.00,74.76
1990,18,735700,2,2.00,115983.00,88902.00,1067.00,83.32
1990,18,735730,6,7.00,413134.00,327540.00,4411.00,74.26
1990,18,735800,18,23.00,2094782.00,1616669.00,12915.00,125.18
1990,18,735830,9,10.00,728692.00,566709.00,4221.00,134.26
1990,18,735900,1,1.00,42154.00,36340.00,368.00,98.75
1990,18,735930,2,2.00,62666.00,54021.00,576.00,93.79
1990,18,745730,1,1.00,36917.00,29534.00,300.00,98.45
1990,18,745800,1,1.00,46903.00,23452.00,450.00,52.12
1990,18,745830,4,4.00,316819.00,247704.00,2156.00,114.89
1990,18,745930,1,1.00,28060.00,22448.00,140.00,160.34
1990,18,755830,2,2.00,205961.00,163347.00,995.00,164.17
1990,18,755900,1,1.00,175526.00,137130.00,1136.00,120.71
1990,18,755930,3,4.00,647692.00,522716.00,3180.00,164.38
1990,18,765830,1,1.00,20871.00,15460.00,120.00,128.83
1990,18,765930,4,4.00,448213.00,352099.00,1527.00,230.58
1990,18,766000,1,1.00,63973.00,54678.00,350.00,156.22
1990,18,775930,3,3.00,67478.00,53054.00,485.00,109.39
1990,18,776000,4,4.00,257996.00,180073.00,1554.00,115.88
1990,18,776030,1,1.00,12709.00,10167.00,84.00,121.04
1990,18,786030,1,1.00,12709.00,10167.00,84.00,121.04
1990,19,685530,1,1.00,60000.00,50000.00,300.00,166.67
1990,19,685600,1,1.00,69317.00,56817.00,165.00,344.35
1990,19,715700,1,1.00,23635.00,16882.00,100.00,168.82
1990,19,735700,1,1.00,40714.00,32571.00,200.00,162.86
1990,19,735730,2,2.00,254228.00,203382.00,925.00,219.87
1990,19,735800,6,8.00,691224.00,538189.00,5121.00,105.09
1990,19,745900,1,1.00,3325.00,2771.00,130.00,21.32
1990,19,745930,1,1.00,116645.00,88367.00,800.00,110.46
1990,19,755900,7,10.00,1085913.00,840764.00,3728.00,225.53
1990,19,755930,4,4.00,230415.00,176169.00,2021.00,87.17
1990,19,756000,2,2.00,96827.00,80689.00,500.00,161.38
1990,19,765900,3,3.00,171470.00,127475.00,1270.00,100.37
1990,19,765930,5,5.00,736465.00,549019.00,2618.00,209.71
1990,19,766000,2,2.00,400095.00,320076.00,1040.00,307.77
1990,19,766030,1,1.00,87770.00,70216.00,250.00,280.86
1990,19,775930,1,1.00,53400.00,41077.00,200.00,205.39
1990,19,776000,8,8.00,792518.00,618334.00,4525.00,136.65
1990,19,776030,5,6.00,960092.00,700709.00,4464.00,156.97
1990,19,786000,4,4.00,630362.00,475676.00,2769.00,171.79
1990,19,786030,2,2.00,145475.00,116380.00,1044.00,111.48
1990,20,735730,2,2.00,83395.00,69858.00,475.00,147.07
1990,20,735800,3,3.00,224970.00,173842.00,1264.00,137.53
1990,20,735830,3,3.00,246109.00,189477.00,1442.00,131.40
1990,20,735900,3,3.00,228062.00,178451.00,1860.00,95.94
1990,20,735930,1,1.00,141088.00,107710.00,900.00,119.68
1990,20,745930,1,1.00,10970.00,8776.00,250.00,35.10
1990,20,755900,4,5.00,441309.00,347248.00,2631.00,131.98
1990,20,755930,3,3.00,275651.00,212175.00,1075.00,197.37
1990,20,756000,3,3.00,332290.00,268921.00,1940.00,138.62
1990,20,756030,1,1.00,35100.00,29250.00,250.00,117.00
1990,20,756130,1,1.00,59010.00,47208.00,800.00,59.01
1990,20,765900,5,4.00,284721.00,223716.00,1888.00,118.49
1990,20,765930,6,6.00,636692.00,486439.00,3134.00,155.21
1990,20,766000,8,7.00,864826.00,659757.00,4606.00,143.24
1990,20,766030,1,1.00,10710.00,8568.00,240.00,35.70
1990,20,766100,1,1.00,103680.00,82944.00,500.00,165.89
1990,20,775930,1,1.00,73538.00,58830.00,980.00,60.03
1990,20,776000,11,14.00,1651032.00,1311706.00,9077.00,144.51
1990,20,776030,6,7.00,641418.00,521682.00,3080.00,169.38
1990,20,776100,1,1.00,200176.00,169640.00,1100.00,154.22
1990,20,785930,1,1.00,188480.00,142788.00,1000.00,142.79
1990,20,786000,2,2.00,311159.00,244004.00,1190.00,205.05
1990,20,786030,3,3.00,142161.00,112300.00,1564.00,71.80
1990,20,786100,2,2.00,102841.00,74765.00,494.00,151.35
1990,20,796030,1,1.00,222330.00,177864.00,250.00,711.46
1990,21,716100,1,1.00,1100.00,873.00,0.00,
1990,21,716130,1,1.00,1100.00,873.00,0.00,
1990,21,735730,2,2.00,91328.00,72488.00,1197.00,60.56
1990,21,735800,4,4.00,159152.00,129614.00,1809.00,71.65
1990,21,735830,2,2.00,42650.00,34120.00,460.00,74.17
1990,21,745600,1,1.00,4086.00,2960.00,76.00,38.95
1990,21,755800,1,1.00,96400.00,77120.00,1450.00,53.19
1990,21,755900,7,7.00,472045.00,366746.00,4105.00,89.34
1990,21,755930,5,5.00,468100.00,368699.00,2653.00,138.97
1990,21,756000,4,4.00,232485.00,190740.00,1400.00,136.24
1990,21,756030,2,2.00,208228.00,165390.00,1570.00,105.34
1990,21,765900,1,1.00,81200.00,62500.00,164.00,381.10
1990,21,765930,3,3.00,301744.00,230723.00,1117.00,206.56
1990,21,766000,15,18.00,1981536.00,1574572.00,10827.00,145.43
1990,21,766030,4,4.00,437047.00,354673.00,3309.00,107.18
