"idx","objFun","maxGrad","seed","folder","npar","bmsy","status","ofl_tot","ofl_directed","ofl_disc","fmsy","fofl","has_hessian","mmb_terminal","rec_terminal","terminal_year","seed_used","exit_code","elapsed_s","complete","note","converged","meets_conventional","mode"
1,-19676.1436060717,0.022546303278531,20260822,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/001",386,NA,NA,144.15776263,143.70766519,0.45009744,114.13449426,114.13449426,FALSE,85.69225365,2063300.47922574,2019,20260822,134,153.4,TRUE,"",FALSE,FALSE,NA
2,-19743.3334389393,0.00676731148379283,20260823,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/002",386,NA,NA,147.30222238,146.85324255,0.44897983,134.62766366,134.62766366,FALSE,87.09513893,2155387.66770958,2019,20260823,134,147.9,TRUE,"",TRUE,FALSE,"minor"
3,-19744.2337762722,0.000315236805282294,20260824,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/003",386,NA,NA,149.57902845,149.12747798,0.45155047,138.66688632,138.66688632,FALSE,87.08965432,2210567.11263206,2019,20260824,134,162,TRUE,"",TRUE,TRUE,"minor"
4,-19739.3241184981,0.00766020401614069,20260825,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/004",386,NA,NA,0.0548211,0,0.0548211,133.74107634,1e-08,FALSE,96.14637966,2148095.78237951,2019,20260825,134,169.5,TRUE,"",TRUE,FALSE,"minor"
5,-19737.7147768076,0.000388995463821432,20260826,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/005",386,NA,NA,154.88738846,154.41682988,0.47055858,146.50926634,146.50926634,FALSE,88.67604437,2420368.10829507,2019,20260826,134,87.5,TRUE,"",TRUE,TRUE,"minor"
6,-19743.9031829943,0.00271992244906319,20260827,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/006",386,NA,NA,146.18686541,145.73390562,0.45295979,131.13506239,131.13506239,FALSE,86.61645263,2093011.39579414,2019,20260827,134,84.2,TRUE,"",TRUE,FALSE,"minor"
7,-19743.3339801267,0.00243816481001479,20260828,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/007",386,NA,NA,150.53723131,150.09626059,0.44097072,147.62308175,147.62308175,FALSE,89.31058779,2297805.45825256,2019,20260828,134,79.7,TRUE,"",TRUE,FALSE,"minor"
8,-19739.1779963826,0.00111676102764154,20260829,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/008",386,NA,NA,151.31578162,150.88696312,0.4288185,144.44276785,144.44276785,FALSE,90.02759935,2379045.65269987,2019,20260829,134,70.6,TRUE,"",TRUE,FALSE,"E"
9,-19738.9464716117,0.00207835804790333,20260830,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/009",386,NA,NA,147.69795478,147.25583112,0.44212366,125.80383359,125.80383359,FALSE,87.28622125,2171498.19957408,2019,20260830,134,48.8,TRUE,"",TRUE,FALSE,"minor"
10,-19737.2509053948,0.00554757896895389,20260831,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/010",386,NA,NA,146.46466932,146.01823561,0.44643371,121.94134785,121.94134785,FALSE,86.56478925,2175590.19525241,2019,20260831,134,42.9,TRUE,"",TRUE,FALSE,"minor"
11,-19731.1835605626,0.00221928313211207,20260832,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/011",386,NA,NA,155.68453185,155.22744079,0.45709106,155.83239538,155.83239538,FALSE,89.03451137,2392327.71760767,2019,20260832,134,46.1,TRUE,"",TRUE,FALSE,"minor"
12,-19742.2278009254,0.00582961256397046,20260833,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/012",386,NA,NA,155.75610786,155.34015168,0.41595618,173.52714157,173.52714157,FALSE,92.25791842,2754646.12422666,2019,20260833,134,42.7,TRUE,"",TRUE,FALSE,"minor"
13,-19730.1356870341,0.00358494347629855,20260834,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/013",386,NA,NA,156.04007396,155.58519574,0.45487822,156.75032838,156.75032838,FALSE,89.20788879,2425617.57335836,2019,20260834,134,46.9,TRUE,"",TRUE,FALSE,"minor"
14,-19713.0978973887,0.003263177863738,20260835,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/014",386,NA,NA,151.82902039,151.38017914,0.44884125,147.99494647,147.99494647,FALSE,90.60799161,2483493.4076745,2019,20260835,134,41.6,TRUE,"",TRUE,FALSE,"minor"
15,-19713.3082978696,0.00779508252499851,20260836,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/015",386,NA,NA,152.26134218,151.81322621,0.44811597,149.26569009,149.26569009,FALSE,90.76047798,2497492.56795734,2019,20260836,134,45.9,TRUE,"",TRUE,FALSE,"minor"
16,-19739.3249089212,0.0023026556979363,20260837,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/016",386,NA,NA,151.71481249,151.28645434,0.42835815,145.58518719,145.58518719,FALSE,90.16506186,2390796.72834252,2019,20260837,134,41.1,TRUE,"",TRUE,FALSE,"minor"
17,-19744.2556572947,0.00295459142831515,20260838,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/017",386,NA,NA,150.35465611,149.90918589,0.44547022,144.90555321,144.90555321,FALSE,88.97238141,2304013.6727572,2019,20260838,134,43.7,TRUE,"",TRUE,FALSE,"minor"
18,-19739.5897263783,0.00447950355770757,20260839,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/018",386,NA,NA,150.60375687,150.16360363,0.44015324,136.09297818,136.09297818,FALSE,87.80829283,2290524.31317083,2019,20260839,134,49.4,TRUE,"",TRUE,FALSE,"minor"
