crab_year,fishery,size,sex,shell,total
2007,QO07,104,1,old,565
2007,QO07,105,1,new,10729
2007,QO07,105,1,old,563
2007,QO07,106,1,new,9851
2007,QO07,106,1,old,696
2007,QO07,107,1,new,10494
2007,QO07,107,1,old,781
2007,QO07,108,1,new,9800
2007,QO07,108,1,old,780
2007,QO07,109,1,new,9138
2007,QO07,109,1,old,667
2007,QO07,110,1,new,9250
2007,QO07,110,1,old,725
2007,QO07,111,1,new,7155
2007,QO07,111,1,old,567
2007,QO07,112,1,new,6860
2007,QO07,112,1,old,630
2007,QO07,113,1,new,6266
2007,QO07,113,1,old,537
2007,QO07,114,1,new,4926
2007,QO07,114,1,old,360
2007,QO07,115,1,new,4798
2007,QO07,115,1,old,334
2007,QO07,116,1,new,3424
2007,QO07,116,1,old,265
2007,QO07,117,1,new,3238
2007,QO07,117,1,old,280
2007,QO07,118,1,new,2804
2007,QO07,118,1,old,202
2007,QO07,119,1,new,2437
2007,QO07,119,1,old,223
2007,QO07,120,1,new,1969
2007,QO07,120,1,old,191
2007,QO07,121,1,new,1693
2007,QO07,121,1,old,131
2007,QO07,122,1,new,1411
2007,QO07,122,1,old,118
2007,QO07,123,1,new,1240
2007,QO07,123,1,old,121
2007,QO07,124,1,new,897
2007,QO07,124,1,old,103
2007,QO07,125,1,new,680
2007,QO07,125,1,old,89
2007,QO07,126,1,new,492
2007,QO07,126,1,old,60
2007,QO07,127,1,new,410
2007,QO07,127,1,old,63
2007,QO07,128,1,new,276
2007,QO07,128,1,old,53
2007,QO07,129,1,new,162
2007,QO07,129,1,old,43
2007,QO07,130,1,new,121
2007,QO07,130,1,old,37
2007,QO07,131,1,new,93
2007,QO07,131,1,old,32
2007,QO07,132,1,new,71
2007,QO07,132,1,old,16
2007,QO07,133,1,new,44
2007,QO07,133,1,old,10
2007,QO07,134,1,new,28
2007,QO07,134,1,old,7
2007,QO07,135,1,new,19
2007,QO07,135,1,old,6
2007,QO07,136,1,new,14
2007,QO07,136,1,old,11
2007,QO07,137,1,new,11
2007,QO07,137,1,old,3
2007,QO07,138,1,new,5
2007,QO07,138,1,old,2
2007,QO07,139,1,new,6
2007,QO07,139,1,old,3
2007,QO07,140,1,new,1
2007,QO07,140,1,old,1
2007,QO07,141,1,new,2
2007,QO07,142,1,old,1
2007,QO07,147,1,old,1
2007,QO07,150,1,new,1
2007,QO07,160,1,new,1
2007,QO07,166,1,new,1
2008,QO08,49,1,old,1
2008,QO08,56,2,old,1
2008,QO08,57,2,old,1
2008,QO08,58,1,old,1
2008,QO08,58,2,old,5
2008,QO08,59,2,old,3
2008,QO08,60,1,new,1
2008,QO08,60,2,old,7
2008,QO08,61,1,new,1
2008,QO08,61,2,old,12
2008,QO08,62,1,old,1
2008,QO08,62,2,new,1
2008,QO08,62,2,old,5
2008,QO08,63,1,old,2
2008,QO08,63,2,new,1
2008,QO08,63,2,old,27
2008,QO08,64,1,new,12
2008,QO08,64,1,old,2
2008,QO08,64,2,new,3
2008,QO08,64,2,old,20
2008,QO08,65,1,new,7
2008,QO08,65,1,old,9
2008,QO08,65,2,new,6
2008,QO08,65,2,old,19
2008,QO08,66,1,new,8
2008,QO08,66,1,old,6
2008,QO08,66,2,new,1
2008,QO08,66,2,old,21
2008,QO08,67,1,new,10
2008,QO08,67,1,old,6
2008,QO08,67,2,old,15
2008,QO08,68,1,new,13
2008,QO08,68,1,old,8
2008,QO08,68,2,new,1
2008,QO08,68,2,old,24
2008,QO08,69,1,new,12
2008,QO08,69,1,old,9
2008,QO08,69,2,old,35
2008,QO08,70,1,new,19
2008,QO08,70,1,old,10
2008,QO08,70,2,new,1
2008,QO08,70,2,old,29
2008,QO08,71,1,new,27
2008,QO08,71,1,old,7
2008,QO08,71,2,new,1
2008,QO08,71,2,old,39
2008,QO08,72,1,new,39
2008,QO08,72,1,old,11
2008,QO08,72,2,new,1
2008,QO08,72,2,old,33
2008,QO08,73,1,new,27
2008,QO08,73,1,old,10
2008,QO08,73,2,old,34
2008,QO08,74,1,new,69
2008,QO08,74,1,old,12
2008,QO08,74,2,old,32
2008,QO08,75,1,new,68
2008,QO08,75,1,old,8
2008,QO08,75,2,new,3
2008,QO08,75,2,old,27
2008,QO08,76,1,new,79
2008,QO08,76,1,old,17
2008,QO08,76,2,old,19
2008,QO08,77,1,new,91
2008,QO08,77,1,old,11
2008,QO08,77,2,old,12
2008,QO08,78,1,new,141
2008,QO08,78,1,old,23
2008,QO08,78,2,old,5
2008,QO08,79,1,new,141
2008,QO08,79,1,old,21
2008,QO08,79,2,new,1
2008,QO08,79,2,old,7
2008,QO08,80,1,new,252
2008,QO08,80,1,old,51
2008,QO08,80,2,old,3
2008,QO08,81,1,new,277
2008,QO08,81,1,old,40
2008,QO08,81,2,old,1
2008,QO08,82,1,new,290
2008,QO08,82,1,old,56
2008,QO08,82,2,old,1
2008,QO08,83,1,new,364
2008,QO08,83,1,old,58
2008,QO08,83,2,old,1
2008,QO08,84,1,new,493
2008,QO08,84,1,old,76
2008,QO08,85,1,new,542
2008,QO08,85,1,old,100
2008,QO08,85,2,old,2
2008,QO08,86,1,new,605
2008,QO08,86,1,old,93
2008,QO08,87,1,new,644
2008,QO08,87,1,old,100
2008,QO08,88,1,new,924
2008,QO08,88,1,old,109
2008,QO08,89,1,new,1005
2008,QO08,89,1,old,108
2008,QO08,90,1,new,1343
2008,QO08,90,1,old,174
2008,QO08,91,1,new,1477
2008,QO08,91,1,old,143
2008,QO08,92,1,new,1761
2008,QO08,92,1,old,158
2008,QO08,92,2,old,1
2008,QO08,93,1,new,2265
2008,QO08,93,1,old,193
2008,QO08,94,1,new,2630
2008,QO08,94,1,old,192
2008,QO08,95,1,new,3211
2008,QO08,95,1,old,231
2008,QO08,96,1,new,3429
2008,QO08,96,1,old,263
2008,QO08,97,1,new,4253
2008,QO08,97,1,old,277
2008,QO08,98,1,new,5507
2008,QO08,98,1,old,383
2008,QO08,99,1,new,5276
2008,QO08,99,1,old,461
2008,QO08,100,1,new,7264
2008,QO08,100,1,old,766
2008,QO08,101,1,new,6538
2008,QO08,101,1,old,654
2008,QO08,102,1,new,7623
2008,QO08,102,1,old,769
2008,QO08,103,1,new,8059
2008,QO08,103,1,old,845
2008,QO08,104,1,new,7858
2008,QO08,104,1,old,870
2008,QO08,105,1,new,8459
2008,QO08,105,1,old,967
2008,QO08,106,1,new,8091
2008,QO08,106,1,old,1035
2008,QO08,107,1,new,8037
2008,QO08,107,1,old,934
2008,QO08,108,1,new,8334
2008,QO08,108,1,old,978
2008,QO08,109,1,new,7519
2008,QO08,109,1,old,939
2008,QO08,110,1,new,7286
2008,QO08,110,1,old,1011
2008,QO08,111,1,new,6538
2008,QO08,111,1,old,802
2008,QO08,112,1,new,6338
2008,QO08,112,1,old,780
2008,QO08,113,1,new,5490
2008,QO08,113,1,old,646
2008,QO08,114,1,new,4532
2008,QO08,114,1,old,595
2008,QO08,115,1,new,4352
2008,QO08,115,1,old,454
2008,QO08,116,1,new,3582
2008,QO08,116,1,old,370
2008,QO08,117,1,new,3244
2008,QO08,117,1,old,261
2008,QO08,118,1,new,3176
2008,QO08,118,1,old,308
2008,QO08,119,1,new,2533
2008,QO08,119,1,old,233
2008,QO08,120,1,new,2252
2008,QO08,120,1,old,209
2008,QO08,121,1,new,1855
2008,QO08,121,1,old,154
2008,QO08,122,1,new,1730
2008,QO08,122,1,old,123
2008,QO08,123,1,new,1367
2008,QO08,123,1,old,96
2008,QO08,124,1,new,1070
2008,QO08,124,1,old,93
2008,QO08,125,1,new,923
2008,QO08,125,1,old,75
2008,QO08,126,1,new,635
2008,QO08,126,1,old,55
2008,QO08,127,1,new,463
2008,QO08,127,1,old,33
2008,QO08,128,1,new,378
2008,QO08,128,1,old,35
2008,QO08,129,1,new,264
2008,QO08,129,1,old,26
2008,QO08,130,1,new,172
2008,QO08,130,1,old,13
2008,QO08,131,1,new,127
2008,QO08,131,1,old,12
2008,QO08,132,1,new,78
2008,QO08,132,1,old,14
2008,QO08,133,1,new,51
2008,QO08,133,1,old,7
2008,QO08,134,1,new,29
2008,QO08,134,1,old,7
2008,QO08,135,1,new,18
2008,QO08,135,1,old,3
2008,QO08,136,1,new,8
2008,QO08,136,1,old,3
2008,QO08,137,1,new,6
2008,QO08,137,1,old,2
2008,QO08,138,1,new,3
2008,QO08,139,1,new,1
2008,QO08,140,1,new,4
2008,QO08,141,1,new,2
2008,QO08,142,1,old,1
2008,QO08,143,1,new,1
2009,QO09,54,2,old,1
2009,QO09,56,2,old,1
2009,QO09,58,1,new,2
2009,QO09,59,1,new,3
2009,QO09,59,1,old,1
2009,QO09,60,1,new,5
2009,QO09,60,1,old,1
2009,QO09,60,2,new,1
2009,QO09,60,2,old,1
2009,QO09,61,1,new,2
2009,QO09,61,1,old,1
2009,QO09,61,2,new,1
2009,QO09,61,2,old,2
2009,QO09,62,1,new,5
2009,QO09,62,1,old,2
2009,QO09,62,2,old,2
2009,QO09,63,1,new,3
2009,QO09,63,1,old,5
2009,QO09,63,2,new,1
2009,QO09,63,2,old,7
2009,QO09,64,1,new,4
2009,QO09,64,1,old,2
2009,QO09,64,2,new,2
2009,QO09,64,2,old,6
2009,QO09,65,1,new,8
2009,QO09,65,1,old,2
2009,QO09,65,2,new,1
2009,QO09,65,2,old,8
2009,QO09,66,1,new,14
2009,QO09,66,1,old,2
2009,QO09,66,2,new,1
2009,QO09,66,2,old,12
2009,QO09,67,1,new,16
2009,QO09,67,1,old,9
2009,QO09,67,2,new,2
2009,QO09,67,2,old,14
2009,QO09,68,1,new,18
2009,QO09,68,1,old,12
2009,QO09,68,2,new,4
2009,QO09,68,2,old,18
2009,QO09,69,1,new,25
2009,QO09,69,1,old,5
2009,QO09,69,2,new,2
2009,QO09,69,2,old,17
2009,QO09,70,1,new,38
2009,QO09,70,1,old,13
2009,QO09,70,2,new,5
2009,QO09,70,2,old,23
2009,QO09,71,1,new,38
2009,QO09,71,1,old,15
2009,QO09,71,2,old,20
2009,QO09,72,1,new,36
2009,QO09,72,1,old,18
2009,QO09,72,2,new,3
2009,QO09,72,2,old,19
2009,QO09,73,1,new,70
2009,QO09,73,1,old,11
2009,QO09,73,2,new,4
2009,QO09,73,2,old,8
2009,QO09,74,1,new,73
2009,QO09,74,1,old,15
2009,QO09,74,2,new,1
2009,QO09,74,2,old,12
2009,QO09,75,1,new,88
2009,QO09,75,1,old,24
2009,QO09,75,2,old,13
2009,QO09,76,1,new,104
2009,QO09,76,1,old,19
2009,QO09,76,2,new,1
2009,QO09,76,2,old,9
2009,QO09,77,1,new,116
2009,QO09,77,1,old,17
2009,QO09,77,2,old,6
2009,QO09,78,1,new,152
2009,QO09,78,1,old,29
2009,QO09,78,2,old,4
2009,QO09,79,1,new,180
2009,QO09,79,1,old,35
2009,QO09,79,2,old,4
2009,QO09,80,1,new,214
2009,QO09,80,1,old,45
2009,QO09,80,2,new,1
2009,QO09,80,2,old,1
2009,QO09,81,1,new,200
2009,QO09,81,1,old,47
2009,QO09,81,2,old,2
2009,QO09,82,1,new,219
2009,QO09,82,1,old,44
2009,QO09,83,1,new,264
2009,QO09,83,1,old,69
2009,QO09,83,2,new,1
2009,QO09,83,2,old,1
2009,QO09,84,1,new,321
2009,QO09,84,1,old,70
2009,QO09,84,2,old,1
2009,QO09,85,1,new,361
2009,QO09,85,1,old,71
2009,QO09,86,1,new,342
2009,QO09,86,1,old,84
2009,QO09,87,1,new,335
2009,QO09,87,1,old,67
2009,QO09,88,1,new,500
2009,QO09,88,1,old,87
2009,QO09,89,1,new,648
2009,QO09,89,1,old,97
2009,QO09,89,2,old,1
2009,QO09,90,1,new,725
2009,QO09,90,1,old,100
2009,QO09,91,1,new,822
2009,QO09,91,1,old,120
2009,QO09,92,1,new,967
2009,QO09,92,1,old,132
2009,QO09,92,2,old,1
2009,QO09,93,1,new,1300
2009,QO09,93,1,old,136
2009,QO09,94,1,new,1600
2009,QO09,94,1,old,161
2009,QO09,94,2,new,1
2009,QO09,95,1,new,1917
2009,QO09,95,1,old,187
2009,QO09,96,1,new,2073
2009,QO09,96,1,old,207
2009,QO09,97,1,new,2579
2009,QO09,97,1,old,244
2009,QO09,98,1,new,3166
2009,QO09,98,1,old,330
2009,QO09,99,1,new,3198
2009,QO09,99,1,old,336
2009,QO09,100,1,new,3759
2009,QO09,100,1,old,339
2009,QO09,101,1,new,3898
2009,QO09,101,1,old,372
2009,QO09,102,1,new,4647
2009,QO09,102,1,old,479
2009,QO09,103,1,new,4868
2009,QO09,103,1,old,393
2009,QO09,104,1,new,4748
2009,QO09,104,1,old,429
2009,QO09,105,1,new,5555
2009,QO09,105,1,old,500
2009,QO09,106,1,new,5118
2009,QO09,106,1,old,478
2009,QO09,107,1,new,5094
2009,QO09,107,1,old,413
2009,QO09,108,1,new,5993
2009,QO09,108,1,old,493
2009,QO09,109,1,new,5549
2009,QO09,109,1,old,417
2009,QO09,110,1,new,5617
2009,QO09,110,1,old,414
2009,QO09,111,1,new,5461
2009,QO09,111,1,old,338
2009,QO09,112,1,new,5974
2009,QO09,112,1,old,355
2009,QO09,113,1,new,5278
2009,QO09,113,1,old,270
2009,QO09,114,1,new,5076
2009,QO09,114,1,old,235
2009,QO09,115,1,new,5825
2009,QO09,115,1,old,277
2009,QO09,116,1,new,4831
2009,QO09,116,1,old,208
2009,QO09,117,1,new,4535
2009,QO09,117,1,old,190
2009,QO09,118,1,new,4796
2009,QO09,118,1,old,200
2009,QO09,119,1,new,3935
2009,QO09,119,1,old,147
2009,QO09,120,1,new,3959
2009,QO09,120,1,old,139
2009,QO09,121,1,new,3228
2009,QO09,121,1,old,133
2009,QO09,122,1,new,3197
2009,QO09,122,1,old,120
2009,QO09,123,1,new,2499
2009,QO09,123,1,old,98
2009,QO09,124,1,new,1785
2009,QO09,124,1,old,70
2009,QO09,125,1,new,1850
2009,QO09,125,1,old,70
2009,QO09,126,1,new,1265
2009,QO09,126,1,old,44
2009,QO09,127,1,new,983
2009,QO09,127,1,old,40
2009,QO09,128,1,new,873
2009,QO09,128,1,old,40
2009,QO09,129,1,new,538
2009,QO09,129,1,old,14
2009,QO09,130,1,new,446
2009,QO09,130,1,old,17
2009,QO09,131,1,new,250
2009,QO09,131,1,old,11
2009,QO09,132,1,new,295
2009,QO09,132,1,old,12
2009,QO09,133,1,new,124
2009,QO09,133,1,old,6
2009,QO09,134,1,new,80
2009,QO09,134,1,old,2
2009,QO09,135,1,new,74
2009,QO09,135,1,old,2
2009,QO09,136,1,new,30
2009,QO09,136,1,old,2
2009,QO09,137,1,new,18
2009,QO09,137,1,old,1
2009,QO09,138,1,new,16
2009,QO09,138,1,old,1
2009,QO09,139,1,new,6
2009,QO09,140,1,new,5
2009,QO09,141,1,new,1
2009,QO09,141,1,old,1
2009,QO09,142,1,new,2
2009,QO09,143,1,new,1
2010,QO10,51,2,old,1
2010,QO10,52,2,old,2
2010,QO10,53,2,old,2
2010,QO10,54,2,old,3
2010,QO10,55,2,old,4
2010,QO10,56,2,old,2
2010,QO10,57,2,new,1
2010,QO10,57,2,old,4
2010,QO10,58,2,new,1
2010,QO10,58,2,old,14
2010,QO10,59,1,new,1
2010,QO10,59,2,new,1
2010,QO10,59,2,old,15
2010,QO10,60,2,new,1
2010,QO10,60,2,old,13
2010,QO10,61,2,old,24
2010,QO10,62,1,new,1
2010,QO10,62,1,old,1
2010,QO10,62,2,old,29
2010,QO10,63,1,new,3
2010,QO10,63,2,old,23
2010,QO10,64,1,new,1
2010,QO10,64,2,old,20
2010,QO10,65,1,new,2
2010,QO10,65,1,old,1
2010,QO10,65,2,new,1
2010,QO10,65,2,old,24
2010,QO10,66,1,new,4
2010,QO10,66,2,old,22
2010,QO10,67,1,new,1
2010,QO10,67,1,old,1
2010,QO10,67,2,new,1
2010,QO10,67,2,old,18
2010,QO10,68,1,new,7
2010,QO10,68,1,old,1
2010,QO10,68,2,new,1
2010,QO10,68,2,old,30
2010,QO10,69,1,new,5
2010,QO10,69,1,old,1
2010,QO10,69,2,new,2
2010,QO10,69,2,old,33
2010,QO10,70,1,new,11
2010,QO10,70,1,old,3
2010,QO10,70,2,new,1
2010,QO10,70,2,old,27
2010,QO10,71,1,new,14
2010,QO10,71,1,old,6
2010,QO10,71,2,new,1
2010,QO10,71,2,old,27
2010,QO10,72,1,new,8
2010,QO10,72,1,old,3
2010,QO10,72,2,old,22
2010,QO10,73,1,new,14
2010,QO10,73,1,old,2
2010,QO10,73,2,new,2
2010,QO10,73,2,old,28
2010,QO10,74,1,new,13
2010,QO10,74,1,old,3
2010,QO10,74,2,old,19
2010,QO10,75,1,new,17
2010,QO10,75,1,old,9
2010,QO10,75,2,new,1
2010,QO10,75,2,old,14
2010,QO10,76,1,new,20
2010,QO10,76,1,old,5
2010,QO10,76,2,old,10
2010,QO10,77,1,new,30
2010,QO10,77,1,old,2
2010,QO10,77,2,old,2
2010,QO10,78,1,new,31
2010,QO10,78,1,old,10
2010,QO10,78,2,old,3
2010,QO10,79,1,new,31
2010,QO10,79,1,old,6
2010,QO10,79,2,new,1
2010,QO10,80,1,new,72
2010,QO10,80,1,old,11
2010,QO10,80,2,old,1
2010,QO10,81,1,new,48
2010,QO10,81,1,old,9
2010,QO10,81,2,old,2
2010,QO10,82,1,new,64
2010,QO10,82,1,old,21
2010,QO10,82,2,new,1
2010,QO10,82,2,old,1
2010,QO10,83,1,new,67
2010,QO10,83,1,old,8
2010,QO10,83,2,new,1
2010,QO10,83,2,old,1
2010,QO10,84,1,new,87
2010,QO10,84,1,old,19
2010,QO10,85,1,new,104
2010,QO10,85,1,old,18
2010,QO10,85,2,old,2
2010,QO10,86,1,new,112
2010,QO10,86,1,old,21
2010,QO10,87,1,new,135
2010,QO10,87,1,old,23
2010,QO10,88,1,new,201
2010,QO10,88,1,old,31
2010,QO10,88,2,old,1
2010,QO10,89,1,new,233
2010,QO10,89,1,old,30
2010,QO10,89,2,old,2
2010,QO10,90,1,new,359
2010,QO10,90,1,old,52
2010,QO10,91,1,new,357
2010,QO10,91,1,old,31
2010,QO10,92,1,new,464
2010,QO10,92,1,old,66
2010,QO10,93,1,new,706
2010,QO10,93,1,old,73
2010,QO10,94,1,new,847
2010,QO10,94,1,old,88
2010,QO10,95,1,new,1188
2010,QO10,95,1,old,98
2010,QO10,96,1,new,1353
2010,QO10,96,1,old,124
2010,QO10,97,1,new,1611
2010,QO10,97,1,old,129
2010,QO10,98,1,new,2177
2010,QO10,98,1,old,188
2010,QO10,98,2,old,2
2010,QO10,99,1,new,2069
2010,QO10,99,1,old,164
2010,QO10,100,1,new,3014
2010,QO10,100,1,old,236
2010,QO10,101,1,new,2973
2010,QO10,101,1,old,249
2010,QO10,102,1,new,3222
2010,QO10,102,1,old,244
2010,QO10,103,1,new,4018
2010,QO10,103,1,old,275
2010,QO10,104,1,new,4126
2010,QO10,104,1,old,290
2010,QO10,105,1,new,4995
2010,QO10,105,1,old,326
2010,QO10,106,1,new,4962
2010,QO10,106,1,old,277
2010,QO10,107,1,new,5400
2010,QO10,107,1,old,311
2010,QO10,108,1,new,6333
2010,QO10,108,1,old,330
2010,QO10,109,1,new,5918
2010,QO10,109,1,old,333
2010,QO10,110,1,new,7082
2010,QO10,110,1,old,316
2010,QO10,111,1,new,6825
2010,QO10,111,1,old,329
2010,QO10,112,1,new,7436
2010,QO10,112,1,old,297
2010,QO10,113,1,new,8678
2010,QO10,113,1,old,328
2010,QO10,114,1,new,7909
2010,QO10,114,1,old,309
2010,QO10,115,1,new,9562
2010,QO10,115,1,old,325
2010,QO10,116,1,new,8254
2010,QO10,116,1,old,255
2010,QO10,117,1,new,8372
2010,QO10,117,1,old,240
2010,QO10,118,1,new,8855
2010,QO10,118,1,old,253
2010,QO10,119,1,new,7111
2010,QO10,119,1,old,253
2010,QO10,120,1,new,7783
2010,QO10,120,1,old,225
2010,QO10,121,1,new,6404
2010,QO10,121,1,old,189
2010,QO10,122,1,new,5696
2010,QO10,122,1,old,158
2010,QO10,123,1,new,5171
2010,QO10,123,1,old,156
2010,QO10,124,1,new,4050
2010,QO10,124,1,old,154
2010,QO10,125,1,new,3459
2010,QO10,125,1,old,119
2010,QO10,126,1,new,2707
2010,QO10,126,1,old,94
2010,QO10,127,1,new,1948
2010,QO10,127,1,old,70
2010,QO10,128,1,new,1552
2010,QO10,128,1,old,55
2010,QO10,129,1,new,1046
2010,QO10,129,1,old,59
2010,QO10,130,1,new,898
2010,QO10,130,1,old,45
2010,QO10,131,1,new,602
2010,QO10,131,1,old,22
2010,QO10,132,1,new,372
2010,QO10,132,1,old,24
2010,QO10,133,1,new,253
2010,QO10,133,1,old,11
2010,QO10,134,1,new,168
2010,QO10,134,1,old,17
2010,QO10,135,1,new,122
2010,QO10,135,1,old,10
2010,QO10,136,1,new,72
2010,QO10,136,1,old,7
2010,QO10,137,1,new,37
2010,QO10,137,1,old,3
2010,QO10,138,1,new,20
2010,QO10,138,1,old,1
2010,QO10,139,1,new,14
2010,QO10,139,1,old,2
2010,QO10,140,1,new,8
2010,QO10,141,1,new,2
2010,QO10,142,1,new,2
2010,QO10,143,1,new,1
2010,QO10,160,1,new,2
2011,QO11,35,2,old,1
2011,QO11,38,2,old,1
2011,QO11,40,2,new,2
2011,QO11,42,2,new,5
2011,QO11,42,2,old,1
2011,QO11,43,2,new,7
2011,QO11,43,2,old,1
2011,QO11,44,2,new,11
2011,QO11,45,2,new,12
2011,QO11,45,2,old,2
2011,QO11,46,2,new,11
2011,QO11,46,2,old,1
2011,QO11,47,2,new,25
2011,QO11,47,2,old,2
2011,QO11,48,2,new,44
2011,QO11,48,2,old,4
2011,QO11,49,1,new,1
2011,QO11,49,2,new,63
2011,QO11,49,2,old,7
2011,QO11,50,2,new,155
2011,QO11,50,2,old,27
2011,QO11,51,1,new,1
2011,QO11,51,2,new,180
2011,QO11,51,2,old,28
2011,QO11,52,1,new,9
2011,QO11,52,2,new,287
2011,QO11,52,2,old,43
2011,QO11,53,1,new,5
2011,QO11,53,2,new,306
2011,QO11,53,2,old,51
2011,QO11,54,1,new,8
2011,QO11,54,2,new,330
2011,QO11,54,2,old,78
2011,QO11,55,1,new,6
2011,QO11,55,1,old,1
2011,QO11,55,2,new,317
2011,QO11,55,2,old,86
2011,QO11,56,1,new,13
2011,QO11,56,2,new,273
2011,QO11,56,2,old,69
2011,QO11,57,1,new,25
2011,QO11,57,1,old,2
2011,QO11,57,2,new,273
2011,QO11,57,2,old,83
2011,QO11,58,1,new,29
2011,QO11,58,1,old,1
2011,QO11,58,2,new,225
2011,QO11,58,2,old,75
2011,QO11,59,1,new,26
2011,QO11,59,2,new,195
2011,QO11,59,2,old,82
2011,QO11,60,1,new,43
2011,QO11,60,1,old,6
2011,QO11,60,2,new,149
2011,QO11,60,2,old,75
2011,QO11,61,1,new,49
2011,QO11,61,2,new,133
2011,QO11,61,2,old,77
2011,QO11,62,1,new,62
2011,QO11,62,1,old,6
2011,QO11,62,2,new,119
2011,QO11,62,2,old,99
2011,QO11,63,1,new,65
2011,QO11,63,1,old,8
2011,QO11,63,2,new,121
2011,QO11,63,2,old,105
2011,QO11,64,1,new,62
2011,QO11,64,1,old,9
2011,QO11,64,2,new,80
2011,QO11,64,2,old,110
2011,QO11,65,1,new,73
2011,QO11,65,1,old,8
2011,QO11,65,2,new,114
2011,QO11,65,2,old,104
2011,QO11,66,1,new,55
2011,QO11,66,1,old,8
2011,QO11,66,2,new,104
2011,QO11,66,2,old,95
2011,QO11,67,1,new,69
2011,QO11,67,1,old,18
2011,QO11,67,2,new,79
2011,QO11,67,2,old,94
2011,QO11,68,1,new,67
2011,QO11,68,1,old,14
2011,QO11,68,2,new,79
2011,QO11,68,2,old,73
2011,QO11,69,1,new,52
2011,QO11,69,1,old,15
2011,QO11,69,2,new,55
2011,QO11,69,2,old,57
2011,QO11,70,1,new,70
2011,QO11,70,1,old,17
2011,QO11,70,2,new,44
2011,QO11,70,2,old,53
2011,QO11,71,1,new,87
2011,QO11,71,1,old,13
2011,QO11,71,2,new,39
2011,QO11,71,2,old,26
2011,QO11,72,1,new,87
2011,QO11,72,1,old,24
2011,QO11,72,2,new,26
2011,QO11,72,2,old,21
2011,QO11,73,1,new,101
2011,QO11,73,1,old,17
2011,QO11,73,2,new,19
2011,QO11,73,2,old,9
2011,QO11,74,1,new,121
2011,QO11,74,1,old,25
2011,QO11,74,2,new,10
2011,QO11,74,2,old,10
2011,QO11,75,1,new,122
2011,QO11,75,1,old,21
2011,QO11,75,2,new,8
2011,QO11,75,2,old,6
2011,QO11,76,1,new,142
2011,QO11,76,1,old,28
2011,QO11,76,2,new,2
2011,QO11,76,2,old,6
2011,QO11,77,1,new,161
2011,QO11,77,1,old,32
2011,QO11,77,2,new,10
2011,QO11,77,2,old,3
2011,QO11,78,1,new,209
2011,QO11,78,1,old,25
2011,QO11,78,2,new,4
2011,QO11,79,1,new,226
2011,QO11,79,1,old,31
2011,QO11,79,2,new,1
2011,QO11,79,2,old,4
2011,QO11,80,1,new,314
2011,QO11,80,1,old,31
2011,QO11,80,2,new,2
2011,QO11,80,2,old,3
2011,QO11,81,1,new,306
2011,QO11,81,1,old,34
2011,QO11,81,2,new,2
2011,QO11,82,1,new,369
2011,QO11,82,1,old,59
2011,QO11,82,2,old,1
2011,QO11,83,1,new,393
2011,QO11,83,1,old,53
2011,QO11,83,2,old,1
2011,QO11,84,1,new,479
2011,QO11,84,1,old,42
2011,QO11,84,2,old,1
2011,QO11,85,1,new,515
2011,QO11,85,1,old,59
2011,QO11,86,1,new,442
2011,QO11,86,1,old,48
2011,QO11,86,2,old,2
2011,QO11,87,1,new,392
2011,QO11,87,1,old,57
2011,QO11,87,2,old,1
2011,QO11,88,1,new,536
2011,QO11,88,1,old,78
2011,QO11,89,1,new,465
2011,QO11,89,1,old,70
2011,QO11,90,1,new,522
2011,QO11,90,1,old,106
2011,QO11,90,2,old,1
2011,QO11,91,1,new,531
2011,QO11,91,1,old,105
2011,QO11,91,2,new,1
2011,QO11,92,1,new,647
2011,QO11,92,1,old,144
2011,QO11,93,1,new,643
2011,QO11,93,1,old,172
2011,QO11,94,1,new,850
2011,QO11,94,1,old,180
2011,QO11,94,2,new,1
2011,QO11,95,1,new,964
2011,QO11,95,1,old,235
2011,QO11,95,2,new,1
2011,QO11,95,2,old,2
2011,QO11,96,1,new,1113
2011,QO11,96,1,old,233
2011,QO11,97,1,new,1198
2011,QO11,97,1,old,306
2011,QO11,98,1,new,1655
2011,QO11,98,1,old,301
2011,QO11,98,2,old,2
2011,QO11,99,1,new,1710
2011,QO11,99,1,old,339
2011,QO11,100,1,new,2155
2011,QO11,100,1,old,372
2011,QO11,101,1,new,2145
2011,QO11,101,1,old,423
2011,QO11,102,1,new,2559
2011,QO11,102,1,old,516
2011,QO11,103,1,new,2804
2011,QO11,103,1,old,514
2011,QO11,104,1,new,3218
2011,QO11,104,1,old,528
2011,QO11,105,1,new,3372
2011,QO11,105,1,old,507
2011,QO11,106,1,new,3543
2011,QO11,106,1,old,523
2011,QO11,107,1,new,3780
2011,QO11,107,1,old,532
2011,QO11,108,1,new,4729
2011,QO11,108,1,old,529
2011,QO11,109,1,new,4266
2011,QO11,109,1,old,506
2011,QO11,110,1,new,5240
2011,QO11,110,1,old,551
2011,QO11,111,1,new,4729
2011,QO11,111,1,old,459
2011,QO11,112,1,new,5780
2011,QO11,112,1,old,593
2011,QO11,113,1,new,6151
2011,QO11,113,1,old,533
2011,QO11,114,1,new,6321
2011,QO11,114,1,old,530
2011,QO11,115,1,new,6982
2011,QO11,115,1,old,542
2011,QO11,116,1,new,6372
2011,QO11,116,1,old,508
2011,QO11,117,1,new,6494
2011,QO11,117,1,old,532
2011,QO11,118,1,new,6996
