"","YEAR","27.5","32.5","37.5","42.5","47.5","52.5","57.5","62.5","67.5","72.5","77.5","82.5","87.5","92.5","NA"
"1",1982,0,0,0.462985820281027,0.849441824109758,0.950569633062392,0.937766960784796,0.957652119994509,0.976471418836043,0.984254195429818,0.982300098894905,1,1,1,NA,NA
"2",1983,0,0,0.0516112100534385,0.708445974182921,0.739114135802483,0.882202013896805,0.970360996745608,0.981114021558741,0.995170803534951,1,1,NA,NA,NA,NA
"3",1984,0,0,0.0181817182960019,0.0690118178776348,0.275391322774386,0.688238965912477,0.902184479318302,0.949814313190812,0.989042111930195,0.775830799067291,1,1,1,NA,NA
"4",1985,0,0,0.00435777578019694,0.0150836087336747,0.245940893054088,0.70005971463071,0.827992503033177,0.860209159828038,0.936047507600893,1,1,NA,NA,NA,NA
"5",1986,0,0,0.00147475060206939,0.00413407495883543,0.0944021550860483,0.453719860228572,0.42198206126207,0.499881148592013,0.617632745558701,0.0358721031146482,1,NA,NA,NA,NA
"6",1987,0,0,0.00829748317310323,0.0546384740975583,0.228682039108064,0.515374390859188,0.515307004805505,0.595788971298581,0.853062491470858,0.931738785864105,0.788592034047922,1,NA,NA,NA
"7",1988,0,0.000446420558961316,0.00905327407977176,0.17908443496825,0.541988419670594,0.815823105969335,0.796288178739476,0.866255040120501,0.9630563255278,0.99422662612627,0.99246635346883,1,1,NA,1
"8",1989,0,0,0.00779253080822757,0.136175804207378,0.425662276204089,0.646149116540489,0.672582198013388,0.768736938019434,0.912411968610233,0.962971907798433,0.870859485945179,0.766537374315052,1,NA,NA
"9",1990,0,0,0,0.0252873975671937,0.191521537947158,0.486841185849088,0.457288061107437,0.496004973970115,0.863480720453312,0.524182285053741,0.25377008304539,1,1,NA,NA
"10",1991,0,0,0.00444891271180776,0.0238587653259781,0.118932045032055,0.405005187862794,0.481393980604537,0.439469166487615,0.812174715748181,0.935028770957009,1,1,NA,NA,NA
"11",1992,0,0,0.0262433797521681,0.156995725371153,0.237053308008646,0.66435480349253,0.739696452492268,0.767380153355251,0.932507422360749,0.987918665097298,0.980411069388515,1,1,1,NA
"12",1993,0,0.00100008105579971,0.00221933952252858,0.110127960676526,0.381176395466217,0.73471209177912,0.794042769755663,0.861357628282034,0.973835091548817,0.967635199270077,1,1,NA,NA,NA
"13",1994,0,0,0.00782001033412664,0.165849821047292,0.498440368957921,0.760640005375074,0.853078404466444,0.916083729494661,0.94218419102083,0.951815009315995,1,1,NA,NA,NA
"14",1995,0,0,0.0111875401924546,0.301593707730529,0.626316315634407,0.807875084977021,0.920539654798318,0.956418949483809,0.973848859158853,0.965032560319329,0.692635535701759,1,NA,NA,NA
"15",1996,0,0,0.150231382488598,0.526351237143718,0.665616852787366,0.791618664130099,0.887153729578203,0.959868343260997,0.953700749252379,0.966365845423916,1,NA,1,NA,NA
"16",1997,0,0,0,0.31855692952813,0.502704217254877,0.826920360285534,0.920878580274133,0.983496533927288,0.963433173997959,1,1,NA,1,NA,NA
"17",1998,0,0,0.0107434766359824,0.0157229203899341,0.141682559508526,0.340534044439034,0.519110462714031,0.549238013403882,0.96857997265385,0.946025853008006,1,1,NA,NA,NA
"18",1999,0,0,0,0.108385602527153,0.432143425340946,0.677695997049804,0.709805398259627,0.447171181970643,0.537011641346431,0.754010009468253,0.729351200392209,1,NA,NA,NA
"19",2000,0,0,0,0.0275836498398966,0.374645333034271,0.748674158916077,0.826141630371752,0.850542024840397,0.9263858677628,0.907881498537473,0.898543448847151,1,1,NA,NA
"20",2001,0,0,0,0.00692053828313647,0.398601216152091,0.724691492328121,0.770001268965254,0.86884383822634,0.918083849215647,0.983870559794569,1,1,NA,NA,NA
"21",2002,0,0,0,0.00583528473178768,0.147172755973865,0.321904460700956,0.452473677549146,0.909643899780605,0.991096875648177,1,1,1,NA,NA,NA
"22",2003,0,0.00130006567032824,0,0.0192450763121497,0.0398681947152491,0.367621267953519,0.551026113851639,0.803032976759019,0.901819303268143,0.938106409027977,1,1,NA,NA,NA
"23",2004,0,0.00456046441695987,0.056588756952899,0.21637920106847,0.375141108536407,0.75092220795102,0.900051154699175,0.956365081425706,0.934673301799315,0.903123646818133,1,1,1,NA,1
"24",2005,0,0,0,0.00663422561125446,0.0837266971362638,0.367258958885137,0.652000903544264,0.497091811394841,0.633665383112929,0.987513503098282,1,1,1,NA,NA
"25",2006,0,0,0,0.00372031829036273,0.0482994571643247,0.364747593214815,0.557021159564388,0.644972391326795,0.88337398987205,0.855112281257802,0.689317952247718,0.824513775020314,NA,NA,NA
"26",2007,0,0,0,0.0442875185357723,0.170989759002248,0.305331890846584,0.457618960917866,0.62973523181874,0.93641674365666,0.981428572032781,0.966445190245024,1,0.737535583337363,NA,NA
"27",2008,0,0,0,0.0427643570516177,0.356619950082105,0.553386841351952,0.615984193048711,0.894287556482071,0.950082969397509,0.985790632909567,0.951992329807349,1,0.500110142298393,NA,NA
"28",2009,0,0,0,0.0372962228357366,0.106743494679026,0.381710119667498,0.623016133950839,0.751536946406581,0.923080568445349,0.866113684547292,0.829726362437449,1,1,NA,NA
"29",2010,0,0,0.0408430965794743,0.118484126208882,0.108125315903122,0.648701404023756,0.744929715382555,0.749645043248427,0.911708195615229,0.91536753112622,0.786450554046138,0.750770705698479,NA,NA,NA
"30",2011,0,0.000914167655259093,0.000824151240288149,0.122228180517392,0.622738309069243,0.825459699887715,0.748496819763765,0.408937739424882,0.561417382056873,0.817075605990183,0.920310455747619,0.869641666706356,1,NA,NA
"31",2012,0,0.00135437244220574,0.00703438152568827,0.125049665262233,0.53864452872756,0.728413011411418,0.537555982038514,0.300923392161518,0.478128435024834,0.88597305102781,0.980791836053282,1,0.187765725710205,1,NA
