#========================================================================================================
 # Gmacs Main Data File
1982 # Start year
2025 # End year
3 # Number of seasons
4 # Number of distinct data groups (fleet, among fishing fleets and surveys)
2 # Number of sexes
1 # Number of shell condition types
2 # Number of maturity types
22 # Number of size-classes in the model
3 # Season recruitment occurs
3 # Season molting and growth occurs
3 # Season to calculate SSB (changed to match Feb mating)
1 # Season for N output
# maximum size-class (males then females)
 22 22
# size_breaks (a vector giving the break points between size intervals with dimension nclass+1)
 25.0000 30.0000 35.0000 40.0000 45.0000 50.0000 55.0000 60.0000 65.0000 70.0000 75.0000 80.0000 85.0000 90.0000 95.0000 100.0000 105.0000 110.0000 115.0000 120.0000 125.0000 130.0000 135.0000
# Natural mortality per season input type (1 = vector by season, 2 = matrix by season/year)
1
# Proportion of the total natural mortality to be applied each season
 0.6200 0.0100 0.3700

# Fishing fleet and survey names
Pot_Fishery
Trawl_Bycatch
NMFS_Trawl_1982
NMFS_Trawl_1989
# Are the seasons instantaneous (0) or continuous (1)
 1 1 1


##------------------------------------------------------------
##--CATCH DATA------------------------------------------------
##------------------------------------------------------------
 0 #--input catch data format (0: old format, 1: new format)
# Number of catch data frames
4
# Number of rows in each data frame
 42 42 42 44


##  CATCH DATA
##  Type of catch: 1 = retained, 2 = discard
##  Units of catch: 1 = biomass, 2 = numbers
# year  seas    fleet   sex     obs     cv      type    units   mult    effort  discard_mortality # original
1982.0000	 2.0000	 1.0000	 1.0000	 12.0451	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 11.8518
1983.0000	 2.0000	 1.0000	 1.0000	 12.2083	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 12.1623
1984.0000	 2.0000	 1.0000	 1.0000	 29.6673	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 29.9369
1985.0000	 2.0000	 1.0000	 1.0000	 43.1009	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 44.4455
1986.0000	 2.0000	 1.0000	 1.0000	 42.3631	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 46.2231
1987.0000	 2.0000	 1.0000	 1.0000	 51.7743	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 61.3965
1988.0000	 2.0000	 1.0000	 1.0000	 55.5653	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 67.7927
1989.0000	 2.0000	 1.0000	 1.0000	 61.3176	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 73.3261
1990.0000	 2.0000	 1.0000	 1.0000	 143.1229	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 149.0722
1991.0000	 2.0000	 1.0000	 1.0000	 104.7079	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 143.0185
1992.0000	 2.0000	 1.0000	 1.0000	 110.6559	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 104.6682
1993.0000	 2.0000	 1.0000	 1.0000	 68.7985	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 67.9448
1994.0000	 2.0000	 1.0000	 1.0000	 30.7264	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 34.1596
1995.0000	 2.0000	 1.0000	 1.0000	 30.9525	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 29.7993
1996.0000	 2.0000	 1.0000	 1.0000	 56.6388	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 54.2394
1997.0000	 2.0000	 1.0000	 1.0000	 78.1867	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 110.4399
1998.0000	 2.0000	 1.0000	 1.0000	 94.2315	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 88.1515
1999.0000	 2.0000	 1.0000	 1.0000	 16.2440	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 15.1007
2000.0000	 2.0000	 1.0000	 1.0000	 12.4195	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 11.4561
2001.0000	 2.0000	 1.0000	 1.0000	 14.7183	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 14.7986
2002.0000	 2.0000	 1.0000	 1.0000	 13.3377	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 12.8420
2003.0000	 2.0000	 1.0000	 1.0000	 10.9722	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 10.8601
2004.0000	 2.0000	 1.0000	 1.0000	 13.4550	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 11.2909
2005.0000	 2.0000	 1.0000	 1.0000	 12.7576	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 16.7711
2006.0000	 2.0000	 1.0000	 1.0000	 18.9249	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 16.4906
2007.0000	 2.0000	 1.0000	 1.0000	 29.4297	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 28.5890
2008.0000	 2.0000	 1.0000	 1.0000	 26.9205	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 26.5568
2009.0000	 2.0000	 1.0000	 1.0000	 23.5481	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 21.7788
2010.0000	 2.0000	 1.0000	 1.0000	 26.4857	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 24.6134
2011.0000	 2.0000	 1.0000	 1.0000	 36.8123	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 40.2929
2012.0000	 2.0000	 1.0000	 1.0000	 29.8423	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 30.0525
2013.0000	 2.0000	 1.0000	 1.0000	 26.7508	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 24.4864
2014.0000	 2.0000	 1.0000	 1.0000	 31.8595	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 30.8178
2015.0000	 2.0000	 1.0000	 1.0000	 20.8967	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 18.4210
2016.0000	 2.0000	 1.0000	 1.0000	 10.2448	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 9.7844
2017.0000	 2.0000	 1.0000	 1.0000	 10.0262	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 8.6017
2018.0000	 2.0000	 1.0000	 1.0000	 12.6773	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 12.5093
2019.0000	 2.0000	 1.0000	 1.0000	 19.2771	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 15.4333
2020.0000	 2.0000	 1.0000	 1.0000	 15.9561	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 20.4122
2021.0000	 2.0000	 1.0000	 1.0000	 3.0462	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 2.5166
2024.0000	 2.0000	 1.0000	 1.0000	 2.3914	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 2.1453
2025.0000	 2.0000	 1.0000	 1.0000	 4.7881	 0.0400	 1.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 4.1255
1982.0000	 2.0000	 1.0000	 1.0000	 1.2159	 0.0700	 2.0000	 1.0000	 1.0000	 0.0000	 0.3000	  # 1.2665
