"idx","objFun","maxGrad","seed","folder","npar","bmsy","status","ofl_tot","ofl_directed","ofl_disc","fmsy","fofl","has_hessian","mmb_terminal","rec_terminal","terminal_year","seed_used","exit_code","elapsed_s","complete","note","converged","meets_conventional","mode"
1,-19664.3362001897,0.0760933362482354,20260822,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/001",386,NA,NA,155.52467374,155.08314853,0.44152521,159.72714647,159.72714647,FALSE,90.12473607,2522987.81658917,2019,20260822,134,54.3,TRUE,"",FALSE,FALSE,NA
2,-19733.3958312,0.00438084860628273,20260823,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/002",386,NA,NA,154.89392772,154.41741926,0.47650846,147.35948566,147.35948566,FALSE,88.51312339,2403001.63907116,2019,20260823,134,51.9,TRUE,"",TRUE,FALSE,"minor"
3,-19738.5094068592,0.00511081979782519,20260824,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/003",386,NA,NA,146.70549713,146.24990486,0.45559227,135.08192533,135.08192533,FALSE,87.55524613,2204169.74801052,2019,20260824,134,56,TRUE,"",TRUE,FALSE,"minor"
4,-19735.4137987632,0.00566475206010198,20260825,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/004",386,NA,NA,147.82356351,147.37767578,0.44588773,129.21796069,129.21796069,FALSE,87.31664886,2179930.29121081,2019,20260825,134,70.5,TRUE,"",TRUE,FALSE,"G"
5,-19733.8060103137,0.00300344617146611,20260826,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/005",386,NA,NA,155.32949607,154.85431923,0.47517684,148.95429026,148.95429026,FALSE,88.67321197,2429147.12885174,2019,20260826,134,51.1,TRUE,"",TRUE,FALSE,"minor"
6,-19739.229692726,0.00220900069528092,20260827,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/006",386,NA,NA,151.78488412,151.34389598,0.44098814,152.99946467,152.99946467,FALSE,89.70074855,2371289.90133257,2019,20260827,134,53.2,TRUE,"",TRUE,FALSE,"minor"
7,-19737.4411081392,0.00202812511317931,20260828,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/007",386,NA,NA,151.02898858,150.58233743,0.44665115,149.21312538,149.21312538,FALSE,89.19940626,2332908.66197727,2019,20260828,134,53.2,TRUE,"",TRUE,FALSE,"E"
8,-19734.1324992895,0.00587469624939395,20260829,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/008",386,NA,NA,155.54248936,155.13062204,0.41186732,174.70985043,174.70985043,FALSE,92.70799058,2772373.78234389,2019,20260829,134,52.1,TRUE,"",TRUE,FALSE,"J"
9,-19735.5018823561,0.0045887750111694,20260830,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/009",386,NA,NA,149.12061169,148.6847364,0.43587529,137.5334335,137.5334335,FALSE,89.35560939,2302987.13879289,2019,20260830,134,61.6,TRUE,"",TRUE,FALSE,"minor"
10,-19737.4411081391,0.00235440321235835,20260831,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/010",386,NA,NA,151.0290009,150.5823498,0.4466511,149.21319278,149.21319278,FALSE,89.19940748,2332909.082862,2019,20260831,134,53.3,TRUE,"",TRUE,FALSE,"E"
11,-19727.2489526247,0.0012827534389332,20260832,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/011",386,NA,NA,156.46689835,156.00598061,0.46091774,159.80061105,159.80061105,FALSE,89.16437095,2411683.15425052,2019,20260832,134,57.1,TRUE,"",TRUE,FALSE,"minor"
12,-19739.1817387641,0.0046749906939706,20260833,"/Users/grantadams/Documents/GitHub/AFSC_assessments/snow_sept/Models/26_gmacs_data2019/jitter/012",386,NA,NA,155.75678702,155.3345702,0.42221682,175.07332507,175.07332507,FALSE,92.04349139,2725023.50317376,2019,20260833,134,50.1,TRUE,"",TRUE,FALSE,"B"
